Question,Answer
"This particle whose name is Italian for ""little neutral one"" is a possible component of dark matter",neutrino
"This ""Cat's Cradle"" author said of his time at Cornell, ""I was enrolled exclusively in courses I had no talent for""",Kurt Vonnegut
"This sneakers & sportswear brand was named for its creator, Adolf Dassler",Adidas
"This Quaker poet wrote, ""For of all sad words of tongue or pen, the saddest are these: 'It might have been!'""",John Greenleaf Whittier
Don't panic!  Epinephrine is just another name for this hormone,adrenaline
Beurre is butter; this is butter de cacahouetes,peanut butter
5 of the women condemned in Salem in 1692 were finally exonerated by a bill signed on this day in 2001,Halloween (October 31)
"He had 3 sons: Seth, Abel & Cain",Adam
It's where you go when you throw doubles 3 times in a row,Jail
"When you turn on a light bulb, you can thank him; he invented it",Thomas Edison
"It's the name of Jim Carrey's ""Pet Detective""",Ace Ventura
Hooray!  This toasted oat cereal is made from the grain highest in protein,Cheerios
We'll all sing your praises when you spell...,C-H-O-I-R
"This prophet was actually swallowed by a ""great fish"", not a whale",Jonah
Basic rent is just $2 on this street that shares its name with a sea,Mediterranean Avenue
He was reelected vice president of the U.S. in 1996,Al Gore
"He's just groovy as the actor who plays Austin Powers, baby",Mike Myers
Pollinators might enjoy this cereal seen here,Honeycomb
Things will be sour if you can't spell...,V-I-N-E-G-A-R
This man asked Pharaoh to let his people go,Moses
The player who is known as this pays you $200 whenever you pass Go,Bank
She lost her vision & hearing before she was 2; Anne Sullivan came to help 5 years later,Helen Keller
"This ""Pretty Woman"" movie star recently played a movie star in ""Notting Hill""",Julia Roberts
This variety of cereal seen here also comes in a spoon-size version,Shredded wheat
I hungrily await you to spell...,N-E-C-T-A-R-I-N-E
The 14th chapter of Judges reports that he killed a lion with his bare hands,Samson
"In an official 1998 election, this vehicle was named favorite token",Racecar
"Cool it!  This muscleman played Mr. Freeze in the movie ""Batman and Robin""",Arnold Schwarzenegger
"It's the ""magical"" cereal seen here, lad",Lucky Charms
"Don't spell it 3 times, but do spell...",T-R-I-P-L-I-C-A-T-E
"King David's wise son, he built the temple",Solomon
Landing on this square will set you back $200 or 10% of your total score,Income Tax
"As Jim West & Artemus Gordon, these 2 actors rode into the ""Wild Wild West"" in 1999",Will Smith & Kevin Kline
"This ""nautical"" favorite should fill your sails in the morning",Captain Crunch
You won't be exasperated if you can't spell...,A-G-G-R-A-V-A-T-I-O-N
"In 1985 this singer had a hit with ""Material Girl""",Madonna
"Mirror, mirror on the wall, she's the fairest of them all (so the Queen tries to poison her)",Snow White
The Eiffel Tower is one of the dramatic landmarks in this European capital city,Paris
"Something hard to find resembles ""a needle in a _____""",Haystack
This paint which bears the name of a part of the hand is sometimes made with tempera paint & liquid starch,Fingerpaint
"Nicknamed Sue, the largest of these, the ""King of the Dinosaurs"", was uncovered in South Dakota in 1990",Tyrannosaurus Rex
"On Jan. 20, 1985 this man was sworn in for his second term as U.S. president",Ronald Reagan
A wicked witch in an edible house tries to fatten up this boy so she can eat him,Hansel
The countries of Uruguay & Paraguay are found on this continent,South America
"Hamlet sighed, ""To be or not to be: that is _____""",The question
This material can be shaped by hand & fired in a kiln to make pottery,Clay
This plant-eater named for the 3 horns on its face was at least 25 feet long,Triceratops
The Grimms said her stepsisters cut off parts of their feet so they could squeeze into her slipper,Cinderella
"Honshu, Hokkaido, Shikoku & Kyushu are the 4 main islands making up this Asian country",Japan
"In the book of Matthew, ""Many are called, but few are _____""",Chosen
"Its name is French, but it's just ordinary newspaper mixed with paste",Papier-mache
"The 75-foot-long apatosaurus has also been known by this name, which means ""thunder lizard""",Brontosaurus
Rapunzel's was really long until a mean old witch cut it off so the prince couldn't climb up it,Hair
"The cold, mineral-rich region of Siberia is found in this country",Russia
"The Latin ""Ceteris paribus"" means ""Other things being _____""",Equal
"Summer campers weave plastic threads to make these items, often used as keychains",Lanyards
"The mamenchisaurus could really stick this out -- it had the largest of any dinosaur, about 36 feet",Neck
The wolf swallows this girl the Grimms called Little Red-Cap; most of us call her this,Little Red Riding Hood
"Found at the tip of a continent, it's the country where Nelson Mandela was born",South Africa
"Lincoln resolved, ""Government of the people, by the people, for the people, shall not _____""",Perish from the Earth
Nylon fishing line & a wooden yard stick can be used to make the strings & control for this type of puppet,Marionette
This predator seen here was noted for its razor-sharp claws & for its speed,Velociraptor
"On July 20, 1999 it was 30 years since this man said, ""Houston... the Eagle has landed""",Neil Armstrong
This German-born man seen here made big news in April of 2005,Pope Benedict XVI
"It wasn't deja vu when this member of Destiny's Child sang with Jay-Z on the 2006 song ""Deja Vu""",Beyoncé
"Using this Time Warner ISP, you can see if ""you've got mail"" or sign up for its Instant Messenger",AOL
"Elected in 2003, dis guvenuh made his totally fantastic film debut in 1970's ""Hercules Goes Bananas""",Arnold Schwarzenegger
The patron saint of lovers is honored on this annual holiday,Valentine's Day
It's used in abbreviations & initials as well as to end sentences,the period
"Thought to be extinct since 1944, the ivory-billed species of this tree-tapping bird was rediscovered",the woodpecker
"This ""Walk Away"" singer didn't thank ""American Idol"" when she won a Grammy in 2006",Kelly Clarkson
"This 4-letter word, a shortened version of a 6-letter word, is a popular term for an e-journal",a blog
This patriot known for his bold signature died in 1793 while serving his 9th term as governor of Massachusetts,John Hancock
Former U.S. Senator Gaylord Nelson founded this annual observance devoted to the environment,Earth Day
"Of ""I did it"", ""Did you do it?"" of ""Do it!"", it's the imperative sentence","""Do it!"""
A notorious head butt helped France lose the 2006 final of this sporting event,the World Cup
"Michalka is the last name of these sisters who sing ""Chemicals React""",Aly & AJ
This 3-letter extension at the end of a web address indicates it's operated by a college or university,.edu
"By law, this ex-Texas governor can never be elected U.S. president again",George W. Bush
Customs on this 121st day of the year include dancing around a pole & giving baskets to friends & family,May Day
The sentence seen here is in desperate need of these punctuation marks--please do give generously  On the air since 1984 Jeopardy! we are proud to say has grown in viewership esteem and popularity while its staff all would agree remain humble modest and handsome.,a comma
"Steve Fossett flew solo around the world in a plane that weighed 22,000 lbs., of which 18,000 was this",fuel
"In 2005, she topped the album charts with ""The Emancipation of Mimi""",Mariah Carey
This file that gathers users' Internet info & sends it back to its maker sounds like a yummy baked treat,a cookie
This current Florida governor keeps saying he's not going to run for president in 2008,Jeb Bush
Collecting money for UNICEF on this holiday was begun in 1950 by a Philadelphia Sunday school class,Halloween
"Berton Braley contradicted himself & wrote this ""is a word you musn't end a sentence with""",a preposition
"On April 18, 2006 this actress became the mother of Tom Cruise's new little baby, Suri",Katie Holmes
"This ""Girl Like Me"" songstress was born in Barbados",Rihanna
"Hamilton Fish, Enos T. Throop & George Pataki have served as governors of this state",New York
"Meaning ""a coming"", it's the period before Christmas that begins on the Sunday nearest to November 30",Advent
"On July 15, 1944 she entered into her diary, ""I can feel the sufferings of millions""",Anne Frank
"Yo ho yo ho, in 2006 Johnny Depp returned as this swashbuckler in ""Pirates of the Caribbean: Dead Man's Chest""",Captain Jack Sparrow
Ron & Harry use this unusual transport to get to Hogwarts for their second year,a flying car
"I want one of these animals--not a Shetland, those are boring!  I want a Dartmoor",a pony
Cohen & Greenfield are the last names of the co-founders of this company that created Cherry Garcia ice cream,Ben & Jerry's (Ben & Jerry accepted)
"4-word TV ad catchphrase that traditionally follows, ""Silly Rabbit...""","""Trix are for kids"""
"In 338 B.C. at age 18, he commanded the cavalry in his father's army in the Battle of Chaeronea in Macedonia",Alexander the Great
In 2002 this Steven Spielberg classic about an alien was re-released with never-before-seen footage,E.T.
"In this sport, Harry plays the position of seeker",Quidditch
"I want this ""lunar"" footwear, basically a pair of trampolines, to make me feel like I'm defying gravity",moon shoes
"Though it started with just 31 flavors, this chain now has more than 1,000, including SPF 31",Baskin-Robbins
"In 2006, Jack Black hosted this annual Nickelodeon show",the Kids' Choice Awards
"He restored Thebes as capital of Ancient Egypt but is probably better known for being ""discovered"" in 1922",King Tut
"In ""The Incredibles"", Helen Parr isn't your ordinary mom; she also stretches herself thin as this superhero",Elastigirl
"A half-giant, he's the gamekeeper at Hogwarts",Hagrid
"(Jon of the Clue Crew drives an RC car.)  I bet you want an RC car with a 49 MHz signal; RC can stand for ""remote control"" or this ""control""",radio control
The logo of this brand of ice cream bar is seen here,Eskimo (Pie)
"Born near what became Jamestown, Virginia around 1595, her name meant ""playful one""",Pocahontas
A really cool film of 2006 was this one about a pack of sled dogs stranded in Antarctica,Eight Below
"Harry's nemesis, this member of Slytherin has a dad named Lucius who is a supporter of Voldemort",(Draco) Malfoy
"Yo, Mom!  I want the whole line of these hip-hop-themed dolls from Mattel",Flavas
"This treat gets its name because a certain fruit is cut lengthwise & then topped with ice cream, nuts, & whipped cream",a banana split
"In 1785, at age 16, he was commissioned as a second lt. of artillery in the French Army; fame was soon to come",Napoleon (Bonaparte)
"There's nothing cooler than the scruffy mutt who smiles in the movie ""Because of..."" this",Winn-Dixie
Any cat could tell you that she teaches transfiguration magic at Hogwarts,Professor McGonagall
Many claim to have invented these; one man made them from waffles at the 1904 St. Louis World's Fair,cones
1 of 2 state capitals whose names start & end with the same letter,(1 of) Atlanta (Georgia) or Augusta (Maine)
"""I have a dream that one day this nation will rise up and live out the true meaning of its creed""","Martin Luther King, Jr."
"""I was elected in 2003 & I am sure I can bench press more than all the other governors combined""",Arnold Schwarzenegger
Ann Richards lost her job as governor to this part-owner of the Texas Rangers,George W. Bush
The red-bellied type is the sharpest-toothed of this fish whose jaws Amazon Indians have used as scissors,a piranha
"If you're into vegan shoes, you'll go hyperdrive for the designs of this Padme portrayer",Natalie Portman
Baby seat with a feeding tray,a high chair
"A ""savage journey"" titled ""Fear & Loathing in Las Vegas""",Hunter S. Thompson
"""I started life as Anakin Skywalker & yes, Luke, I am your father!""",Darth Vader
"The term ""Reagan Democrats"" came into pundit parlance after his loss in the 1980 presidential election",Jimmy Carter
This domesticated pack animal is the largest member of the camel family in South America,the llama
You don't have to be of legal drinking age to shop at this store that sells the Heritage 1981 brand,Forever 21
Sneakers that lace up to the ankle,high tops
"""Le Comte de Monte Cristo"", un roman passionant",(Alexandre) Dumas
"""Dudes!  So, as Neo, if I die in 'The Matri",Keanu Reeves
"Like his son, he served only one term as U.S. president",John Adams
"This fastest land mammal can reach 45 mph in 2 seconds flat; go cat, go!",a cheetah
Buy your next pair of insane kicks from a faux referee at this store started by Woolworth's,Foot Locker
It's the sporting event you're competing in if you perform a Fosbury flop,the high jump
A trilogy set in Alagaesia,Christopher Paolini
"""Yeah, baby!  Mike Myers has played me, a British spy, in 3 shagadelic movies""",Austin Powers
"This president flushed himself from office after ""Plumbers"" broke open a torrent at Watergate",Richard Nixon
"In Europe, the moose goes by this 3-letter name",an elk
"If you want to go cas, fly to this store whose name means ""air mail"" in French",Aeropostale
Avast!  Our vessel has been left aground in this 3-word condition,high and dry
"A poem called ""The Lady of Shalott""",Tennyson
"""That's right, Minnie, my first animated talkie was 1928's 'Steamboat Willie'""",Mickey Mouse
Herbert Hoover went into a great depression when he lost to this man in 1932,FDR
"Pictured here, this husky-like sled dog is named for the Inuit tribe who developed the breed",Malamute
Hello Kitty is the star character & corporate symbol of this gift store,Sanrio
"On meeting Prince Charles, first address him with this 3-word phrase",Your Royal Highness
"In area, it's the largest country that borders Colombia",Brazil
"Nacho, Carl Denham, Po the Panda",Jack Black
"A military academy was founded at this site on March 16, 1802",West Point
"This ""Pirates of the Caribbean"" sequel was the year's bestselling DVD",Dead Man's Chest
"This city's Cable Car Museum has one from fhe first company, the Clay Street Hill Railroad",San Francisco
Nickname for a native of Indiana,a Hoosier
One can sail out of the port of Cartagena into this sea,the Caribbean
"Mia Thermopolis, Agent 99, Andy Sachs",Anne Hathaway
Edward Doherty commanded the cavalry unit that captured this assassin in 1865,John Wilkes Booth
"The No. 1 video game was this former coach's ""NFL '07""",(John) Madden
This museum at the Smithsonian originated with a group of kites obtained from the Chinese Imperial Commission in 1876,the Air and Space Museum
"Traditionally, it was red & found at the end of a freight train",a caboose
"With the help of the U.S., this country gained its independence from Colombia in 1903",Panama
"Mutt Williams, Jerry Shaw, Sam Witwicky",Shia LaBeouf
"(Jimmy of the Clue Crew points to a map of the American Northwest on the monitor.)  From the hoped-for northern boundary of the Oregon territory, which was later set at the 49th parallel, came the rallying cry of Democrats in 1844: this ""or fight!""",Fifty-Four Forty
"This national newspaper based in McLean, Virginia led all others in daily circulation with almost 2.3 million",USA Today
Janis Joplin's 1965 Porsche is one of the artifacts at this Cleveland museum,the Rock and Roll Hall of Fame
"It's the military item seen here--trust me, it doesn't have a funny comic inside",a bazooka
"Its name means ""peaceful"" & it's home to El Nino",the Pacific Ocean
"Tess Ocean, Tinker Bell, Charlotte the Spider",Julia Roberts
(Jon of the Clue Crew shows a map.)  Oklahoma has a panhandle because Texas couldn't have land north of 36°30' north or it would have had to free its slaves under this 1820 deal,the Missouri Compromise
This Dan Brown book was 2006's top-selling trade paperback,The Da Vinci Code
The Nelson Mandela National Museum comprises 3 sites in & around Qunu in this country,South Africa
"A sharp, often virulent satire, perhaps a ""National"" one",a lampoon
"In 2000 the pres. of this country wanted to replace its sucre with our dollar--he got deposed, but it happened",Ecuador
"Nim Rusoe, Maya Hayes, Kit Kittredge",Abigail Breslin
"This abolitionist began publishing The Liberator, his anti-slavery newspaper, in 1831",(William Lloyd) Garrison
"2006's top-selling PC software was for easing the preparation of these, an annual April headache",income tax returns (income taxes accepted)
In 1785 architect Juan de Villanueva was commissioned to design this Madrid museum,the Prado
"To deceive or cheat, possibly at this variety of pool",snooker
"When this was explained to Chief Sho-kup, he gave it a Shoshone name that means ""wire rope express""",the telegraph
"(Jon of the Clue Crew reports from Riga, Latvia.)  Called Milda by the locals, the Freedom Monument is the Latvian version of this American statue unveiled in 1886",the Statue of Liberty
I heard Marvin Gaye took this song to No. 1 in 1968,"""I Heard It Through The Grapevine"""
"This prison takes its name from the New York town of Ossining, where it's located",Sing Sing
"On July 17, 1717 Handel's ""Water Music"" made its fitting debut on a barge on a river in this country",England
"The Natl. Oceanic & Atmospheric Admin. says the chance of this happening to you in a given year is 1 in 240,000",getting struck by lightning
Someone who lives shamelessly on someone else's generosity,a freeloader
"I'll tell you straight up: Klaipeda, Lithuania claims to be the northernmost Baltic harbor free of this",ice
"""Marvelous"" Marvin Hagler was the world boxing champ in this weight class from 1980 to 1987",middleweight
"This man did some of his important writing while in prison, including his Epistle to the Colossians",Saint Paul
Leonard Bernstein composed the soundtrack for this 1954 Marlon Brando film that won 8 Oscars,On the Waterfront
A random group must contain 23 people for there to be an over 50% chance that 2 of them will have the same one of these,a birthday
"During the Amer. Revolution, both the British & Colonial armies had traveling field lodges of this society",the Freemasons
"(Jon of the Clue Crew reports in Poland.)  Geographically speaking, Napoleon reportedly said the key to everything is this Baltic port known by both German & Polish names",Gdansk
"Oscar winner ""Marvelous"" Marvin Hamlisch began attending this prestigious NYC music school when he was 7!",Juilliard
This saint whose feast day is Halloween shares his name with a prison; do they allow trick or treating there?,San Quentin
In 1961 Ferde Grofé conducted the Buffalo Phil. in the premiere performance of his suite about this waterfall,Niagara Falls
"In this 12-state lottery selling ""Mega Jackpots, Mega Fun"", your chance at the top prize is 1 in 175,711,536",Mega Millions
"Thanks to this act of Congress, you can request & read the files the FBI has on you",the Freedom of Information Act
"The Ahvenanmaa, or Aland, Islands are a province of Finland, but their people have this mother tongue",Swedish
"Michelle Triola's lawsuit against this actor introduced ""palimony"" to the English language",Lee Marvin
MacKinlay Kantor won a 1956 Pulitzer Prize for his book about this notorious Civil War prison,Andersonville
Strauss composed this watery waltz around 1867 in Vienna,"""The Blue Danube"""
"There's a 1 in 10,000 chance of being born with situs inversus with dextrocardia, dextrocardia meaning this",heart on the right side
"(Hi, I'm Paula Zahn.)  Interviewing everyone from diplomats to soldiers' families, I anchored CNN's coverage of this 2003 U.S. military ""operation""",Iraqi Freedom
"(Jimmy of the Clue Crew reads from Visby, Sweden.)  Like Vienna, the Hanseatic town of Visby built this encircling type of wall in the 1200s; Visby's is still here",a ring wall
"Unless Bugs Bunny can stop him, this character wants to use his PU-36 Explosive Space Modulator to blow up Earth",Marvin the Martian
"A prison in Florence, Colorado holds this man known as the Unabomber",Ted Kaczynski
"The title heroine of Anton Dvorak's 1901 opera ""Rusalka"" is one of these mythological water creatures",a nymph
The 2 main types of object whose danger is gauged on the Torino scale; a 3 means a 1% chance of destructive impact,comets & asteroids
It's the capital & largest city in the nation of Sierra Leone,Freetown
"At the outbreak of the war, he was named Hitler's official successor & in fact tried to assume power at the war's end",Hermann Goering
"""Then the punches flew, & chairs were smashed in two, there was blood & a single gunshot but just who shot who?""","""Copacabana"""
"The name of this bone is from the Latin for ""thigh""",femur
"James Lovell, Jr., Fred Haise, Jr. & John (Jack) Swigert, Jr. took off on this ill-fated flight April 11, 1970",Apollo 13
"An amount of a substance equal to its molecular weight, it's also Cindy Crawford's distinctive characteristic",a mole
"""I found my thrill"", ""wound a watch"" & did this past tense to coffee beans & a lens",ground
"The raid he led on Tokyo in April 1942 got him lots of kudos: a big promotion, Medal of Honor...",Doolittle
"""You came along, just like a song, and brightened my day, who'd've believed that you were part of a dream...""","""Can't Smile Without You"""
Hairs grow out of these pouchlike openings,follicles
This famous Jr. re-created his WWII Dresden experience in a 1969 novel,Kurt Vonnegut
"In another sense, this past tense can mean what I'm giving up candy & cigars for",lent
"After the war, this fleet admiral served as chief of naval operations",Chester Nimitz
"""When will our eyes meet?  When can I touch you?  When will this strong yearning end""","""Weekend In New England"""
They're also called oviducts,fallopian tubes
"This general's memoir, ""War As I Knew It"", appeared in 1947, 2 years after his death","George Patton, Jr."
"It's a verb's past participle, or a noun referring to a body of writing; you might major in the ""English"" or ""French"" type",lit
"In 1945 he was exiled to the French Ile d'Yeu, where he died 7 years later at age 95",Pétain
"""Then one day the sun appears, and we come shining through those lonely years""","""I Made It Through The Rain"""
The security of the ankle joint depends largely on this seemingly delicate bone,the fibula
"In 1951 he wrote ""God and Man at Yale"", not too long after his junior year","William F. Buckley, Jr."
A herd of animals being moved in a group,a drove
"""I'm singin' to the world, it's time we let the spirit come in, let it come on in...""","""Daybreak"""
"It's the term for the ""soft spot"" on the surface of a newborn's head where the skull bones haven't fused yet",the fontanel
"Wounded 3 times in the Civil War, this future Supreme Courter became Chief Justice of Mass. in 1899",Oliver Wendell Holmes
"Completes the title of ""The Untold Story of Pearl Harbor"", ""At Dawn We...""",Slept
"This 1955 novel was originally titled ""The Kingdom by the Sea"", an allusion to Poe's ""Annabel Lee""",Lolita
The 1967 Compton's article on this now-defunct country shows a woman from Kharkov with steel teeth,the USSR
"He played Easy Reader & Mel Mound the DJ; in 2003 he was God ""Almighty""",Morgan Freeman
"Don't slip on this one:  some Africans eat matoke & drink waragi, both made from this fruit",bananas
The Matterhorn,Switzerland & Italy
(Jimmy of the Clue Crew spoons steamed & foamed milk into a cup of espresso behind a counter of a Starbucks in Seattle.)  Espresso with steamed & foamed milk was given this Italian name because the color was similar to a monk's habit,cappuccino
"In 1817 this inventor married Henrietta Edwards, the granddaughter of theologian Jonathan Edwards",(Eli) Whitney
"Britannica's third edition (1788) says, ""the utility of"" this tuber ""to the common people is well known""",the potato
"""Hey you guys!""  Born Rosita Dolores Alverio, her acting resume goes from ""West Side Story"" to ""E.C."" to HBO's ""Oz""",Rita Moreno
"World Book says most of these are at least 7 inches long, have a knob on one end & are used to make scarves",knitting needles
Hispaniola,Haiti & the Dominican Republic
"Though caramel is Starbucks' most popular flavor, some prefer the chocolate brownie flavor of this blended drink",frappuccino
"From the Middle English for ""to cut down"", old men seem to like to wile their time away doing it",whittling
A 1970 Grolier's article on these called the magnetic drum the most used storage medium,computers
He played Al the Milkman in 1972 & 14 years later had the No. 1 TV show in America,Bill Cosby
"This often quiet Frenchman said Michael Jackson's Moonwalk was influenced by his own ""Walking Against the Wind""",Marcel Marceau
Mount Everest,Nepal & China
"(Sofia of the Clue Crew works counter duty at a Starbucks in Seattle.)  ""Half-caf grande skinny toffee nut latte""--the ""skinny"" part means the drink is to be made with this",skim milk
"This Southern California city was founded by Quakers in 1887; it was home to Pio Pico, the state's last Mexican gov.",Whittier
"In the 1982 Webster's Desk Encyclopedia, it was ""a South-east Asian nation formerly called Cambodia""",Kampuchea
"This composer of ""Poisoning Pigeons In The Park"" penned the songs ""Silent E"" and ""L-Y"" for the show",Tom Lehrer
"She gave Kenilworth Castle to Robert Dudley, who was (wink, wink) a ""favorite"" of hers",Queen Elizabeth I
New Guinea,Papua New Guinea & Indonesia
1 of the 2 African countries in names of Starbucks coffee beans,Kenya (or Ethiopia)
"In one of his poems, he described himself as ""one of the roughs, a kosmos, disorderly fleshy and sensual""",Whitman
"In a 1989 Columbia, ""many feel"" this harsh system formalized in 1948, ""will end only by force"" (many are wrong)",apartheid
"She's gonna live forever as an ""E.C."" short circus member & an Oscar winner for a song from ""Flashdance""",(Irene) Cara
"The Captain & Tennile would ""love"" this capital of Oman",Muscat
Lake Titicaca,Peru & Bolivia
(Jimmy of the Clue Crew stands at a Starbucks sales display in Seattle.)  Starbucks preserves forests by promoting this type of coffee from plants under the canopies of native trees,shade coffee
Pentecost,Whit Sunday
This capital was founded by North American settlers in 1822,Monrovia
"9 of the top 20 bestselling country albums, including ""Ropin' the Wind"" & ""The Chase"", are by this superstar",Garth Brooks
This 1893 opera based on a children's tale is set partly in the woods of Ilsenstein,Hansel and Gretel
The architect Brunelleschi created this engineering wonder for the Florence Cathedral,the dome
Ben Franklin defined man as an animal that makes these; we started making them more than 2 million years ago,tools
"This type of engine takes in air, compresses it, & thrusts it out the back",jet
In 1993 18 U.S. soldiers were killed in a fierce battle in this capital,Mogadishu
"""Independent Women, Part I"" from Destiny's Child's ""Survivor"" CD was the theme for this 2000 Cameron Diaz film",Charlie's Angels
"A 1913 opera about this queen of Ithaca is based on an episode from ""The Odyssey""",Penelope
"Cosimo de Medici's patronage of Donatello led to the creation of this life-size nude, bronze sculpture in the 1430s",David
"From the size of these body parts, Australopithecus boisei became known as ""Nutcracker Man""",the teeth
"Originally a traveling salesman, Nikolaus August Otto invented the 4-stroke type of this engine",gas
This picturesque Moorish city lies about 60 miles northeast of Casablanca,Rabat
"In the 1990s this saxophonist had 4 albums go multi-platinum; ""Breathless"" sold over 12 million",Kenny G
Eva has to marry the winner of a singing contest in Nuremberg in this comic opera by Wagner,Die Meistersinger (von Nürnburg)
Lorenzo Ghiberti created doors for the Baptistry of St. John; the luminous result was named this by Michelangelo,The Gates of Paradise
These Pleistocene cave-dwellers whose name is synonymous with brutishness had bigger brains than we do,Neanderthals
The first practical type of this engine was built by the English inventor Thomas Newcomen in 1712,steam
Tourist attractions in this city near Africa's northern tip include the ruins of Carthage & other Punic towns,Tunis
"This Cleveland quintet's album ""E. 1999 Eternal"" was produced by the late rapper Eazy-E",Bone Thugs-n-Harmony
"In 2004 the Royal Opera dropped soprano Deborah Voigt from ""Ariadne Auf Naxos"" for this reason",she was too heavy
"Known for his Madonnas, this early 16th century artist designed tapestries for Pope Leo X for the Sistine Chapel",Raphael
"5 million years ago our ancestors said, ""See ya, wouldn't want to be ya!"" to this living creature, genus Pan",the chimp(anzee)
"These trucks use two engines--one to propel the vehicle, the other to drive the pump",fire
"Muhammad Ali's ""Rumble in the Jungle"" with George Foreman was fought in this city, then the capital of Zaire",Kinshasa
"The song heard here kicks off ""Let It Be"" by these cult favorites from Minnesota  ""Meet me anyplace or anywhere or anytime...""",The Replacements
"The name of this comic opera by Mozart is sometimes translated as ""So Do They All""",Cosi Fan Tutte
"Pyres of Vanity, the bonfires that destroyed works of art, were lit by this monk, the Medici's most virulent enemy",(Girolamo) Savonarola
"Discovered in 1984, the Nariokotome boy was assigned to this species of standup guys from 1 ½ million B.C.",Homo erectus
This is the shortened word for the engine type as well as for the plane that uses it,prop
"Passed in October 2001, its full name includes ""providing appropriate tools required...""",the USA PATRIOT Act
The book of Genesis opens with these 3 words,In the beginning
"Also called Shrove Tuesday, this holiday first came to Louisiana in 1699 via French explorers",Mardi Gras
A banana seat is something you would most likely find on one of these,a bicycle
"Revolution was in the air when clashes began on April 19, 1775 in these 2 New England towns",Lexington & Concord
"When you say ""yes"" in Italian & Spanish it sounds like this English letter",C
He was the androgynous lead singer of Culture Club,Boy George
"Genesis is the first of the 5 books of him, also known as the Pentateuch",Moses
"The Prose Edda, a 13th c. work from Snorri Sturluson, is a cultural masterpiece of this island nation",Iceland
"This fruit company pleaded guilty to paying off terrorist groups in Colombia via its subsidiary, Banadex",Chiquita
"At the Battle of Belleau Wood during this war, Marine Dan Day yelled out, ""Come on...! Do you want to live forever?""",World War I
"In this language, yes is still a 3-letter word, but all the letters are vowels",French
"Yes got a big break in 1968, opening for this Clapton group at its London farewell concert",Cream
"In Genesis 4:14, God turns this guy into the original fugitive",Cain
A male Muslim who completes the pilgrimage to this city can be called Hajji; a female can be addressed as Hajjah,Mecca
"""Daylight come and me wan' go home"" is the last line of this song, also known as ""Day-O""","""The Banana Boat Song"""
"Site of a 2003 battleground for U.S. soldiers, a tomb in this country's city of Najaf is a major Shiite shrine",Iraq
"Zip-a-dee-doo! When in Moscow, say ""yes"" in Russian like this",da
"The Clash had its biggest hit with this song that says, ""Drop your bombs between the minarets""","""Rock The Casbah"""
"Genesis 2:25 says Adam & Eve were both this ""and were not ashamed""--& this was before Bally's or Jenny Craig!",naked
"Batik, a method of waxing & dyeing cloth, is part of the culture of this fourth-most populous nation",Indonesia
"Amid a theme of adventure, the first catalogs from this company sported drawings of flight jackets & gurkha shorts",Banana Republic
Admiral Nelson won this decisive 1805 naval battle but paid for the victory with his life,the Battle of Trafalgar
"In German & Dutch, ""yes"" is 2 letters long & starts with this consonant",J
"The genesis of Genesis included this man singing lead; he left for the ""big time"" as a solo artist",Peter Gabriel
"In Genesis 17, God makes a covenant with Isaac; this older half-brother goes covenantless--call him...",Ishmael
Belgian composer Peter Benoit initiated the movement for a representative music of this culture,the Flemish culture
"This author introduced the Glass family in his 1948 short story ""A Perfect Day for Bananafish""",J.D. Salinger
World War II's Battle of the Coral Sea was the first naval battle that used only these,airplanes
"It sounds like you're saying hello, but this is how you say ""yes"" in Japanese",hai
"Bananarama had a hit with this song, appropriately enough, in the mean, hot days of August 1984","""Cruel Summer"""
This onetime partner of Bob Woodward helped CNN cover the 2008 election,Carl Bernstein
"1940, Jimmy Stewart woos Kate Hepburn: ""The _____ Story""",Philadelphia
"On the African continent,  OOO",Morocco
"Though alphabetically second, it's the first sign of the Zodiac",Aries
"This movement flourished as an architectural style from 1150 to 1250, the Age of the Great Cathedrals",Gothic
Poopdeck Pappy is the papa of this comical chap,Popeye
In 1938 H.V. Kaltenborn of CBS made 102 broadcasts in 18 days from this city as Hitler was being appeased,Munich
"1984: Robin Williams defects: ""_____ on the Hudson""",Moscow
"In the Middle East, EE",Yemen
It might be a tad unsettling to know that horoscopes are based on his Geocentric Universe,Ptolemy
"Like the Federal Reserve Building, the Pentagon is in this architectural style, adhering to Greek & Roman models",Neo-Classical
A puffed muffin with a hollow center,a popover
"Jill Carroll, a journalist for this paper founded by a religion, was kidnapped but released in Iraq",The Christian Science Monitor
"2008: Woody goes Euro: ""Vicky Cristina _____""",Barcelona
The Zodiac is divided into 12 sections of this many degrees each,30
"The Talking Heads know you may find yourself living in this long, narrow style popular in New Orleans",a shotgun shack
"A piece of hard candy on a small stick, or a ""good ship""",a lollypop
"(Jon of the Clue Crew reads the clue from the Newseum in Washington, D.C.) This typewriter was used by this man, a 1944 Pulitzer winner & perhaps the USA's most popular World War II correspondent",Ernie Pyle
"1990: A WWII flyby: ""_____ Belle""",Memphis
"The Age of Aquarius follows this zodiacal age, which in the West corresponds to the Christian Era",Pisces
This 1890s furniture style was inspired by the wood furnishings of California churches,mission style
"2-word Latin term for ""voice of the people""",vox populi
This 2-word job of Tony Mauro sounds like he's a stenographer; he covers Scalia & friends for Legal Times,court reporter
