Question,Answer
"""Here comes Peter Cottontail...""","""...hoppin' down the bunny trail"""
"""(She's) Sexy And Seventeen"" by this group is now 18 (who'd-a-thunk?)",The Stray Cats
"Look into it & you'll see this Philly paper's name is spelled with an ""I""; the one in Cincinnati, with an ""E""",the Inquirer
Some of the first American casualties on Cuba were from the cavalry troop nicknamed this,the Rough Riders
"According to Sherman & Mr. Peabody, she had to find oil before she could be the Lady with the Lamp",Florence Nightingale
"Directional name for Alameda & Contra Costa Counties, for their relation to San Francisco Bay",East Bay
"""Camptown ladies sing this song...""","""...doo-dah, doo-dah"""
This Texas senator turned Republican in 1983 & hasn't gone back,Phil Gramm
This Connecticut city's Courant covers current affairs,Hartford
"At 5:41 A.M. on May 1, 1898 Dewey told this captain of the Olympia, ""You may fire when you are ready""",Gridley
"In 1973's ""Robin Hood"", Peter Ustinov was the voice of this evil brother of Richard the Lion-Hearted",King John
"This New Jersey city whose name starts with ""bay"" is between Newark & upper New York Bays",Bayonne
"""There was a farmer had a dog, and...""","""...Bingo was his name-o"""
"In '89 Connery helped this title character, whom he called ""Junior"", on his ""Last Crusade""",Indiana Jones
"This ""Terms of Endearment"" star played a troll at an amusement park before a '70s accident put her in a brief coma",Debra Winger
What's with the Germans?  Iwan Bloch is called the father of this -ology that Dr. Ruth Westheimer is also an expert on,sexology
Put the golden barrel or saguaro type of this plant in your mouth only if you want pierced lips,cactus
The number after 2 in the product of 9 & 3,7 (27)
You burn one in your fireplace,a log
"2000 film in which you'd hear reclusive writer Connery shout, ""You're the man now, dog!""",Finding Forrester
"(Hi, I'm Steven Page from Barenaked Ladies.)  One legend says the term ""Peeping Tom"" came from a tailor gazing at this 11th c. barenaked lady on horseback",Lady Godiva
"Internist J.H. Pratt pioneered this ""therapy"" in 1905 when he brought patients together to discuss how TB made them feel",group therapy
Socrates could tell you this herb that's sometimes confused with parsley is the perfect garnish for a funeral,hemlock
In the quotient of 48 & 2,4 (24)
British admiral Edward Vernon was famous for ordering this rum drink to be served to his men,grog
"Connery has 2 tattoos on his arm; one says ""Mom and Dad"" & the other, this country ""Forever""",Scotland
"His wife found this newsman was ""On the Road"" long enough to will a $600,000 house to his lady friend of 29 years",Charles Kuralt
"Dr. Gilda Karl, seen here, urges women not to bet on this fairy tale royal to make them happy",Prince Charming
Stay clear of this Algonquin weapon as well as the same-named cruise missile used in the Persian Gulf War,a tomahawk
At 6 degrees of separation below the Fahrenheit freezing point,6 (26)
An atmospheric condition hides dead sailors seeking revenge in this John Carpenter film,The Fog
Connery escaped Bond-age (& Soviet Russia) as sub captain Marko Ramius in this film,The Hunt for Red October
"Completes the Dorothy Parker line, ""Men seldom make passes at...""","""girls who wear glasses"""
"Psychologist & columnist Lee Salk was only the second-most famous Dr. Salk in his family, behind this one",Jonas
"This man, who introduced A.C. current in the U.S., wouldn't recommend putting any appliance in your mouth",George Westinghouse
In the next prime number after 19,3 (23)
Swampy ground,a bog
"In '59 Sean favored us with a song, ""Pretty Irish Girl"", in Disney's this man ""and the Little People""",Darby O'Gill
"This NHL team is named for a mythical creature that's the ""official state demon"" where they play",the New Jersey Devils
The initials of this man with unconventional views of schizophrenia stood for Ronald David,R.D. Laing
Discoverer Daniel Rutherford might fertilize with it; don't try to freeze yourself by drinking the liquid form,nitrogen
In 58 percent of 50 bucks,9 (29)
Sometimes I feel like a small one of these in the Sony machine,a cog
"D.H. Lawrence called him ""an adventurer into the vaults and... horrible underground passages of the human soul""",Edgar Allan Poe
"On March 26, 1989 the people of this country voted in their freest elections since 1917",Soviet Union
"""Hour"" or so before dinner when people in a bar enjoy a cocktail or 2 for the price of 1",Happy Hour
"The 2 words preceding ""Pound foolish""",Penny Wise
"In order to gain independence in 1955, Austria agreed to observe this type of foreign policy",Neutrality
"Life quoted her, ""It's not the most intellectual job in the world, but I do have to know the letters""",Vanna White
The closing off of a port by hostile ships to stop supplies from coming in to their enemy,Blockade
"The EC's culture czar fears too much TV from this country could cause ""cultural suicide"" in Europe",USA
"According to Larousse Gastronomique, it should be stored at 54 degrees Fahrenheit",White Wine
"Without government authorization, Andrew Jackson seized this Fla. city from Spain on Nov. 7, 1817",Pensacola
The president is head of state while the person holding this official title is head of the government,Chancellor
"Star of ""She Done Him Wrong"" who said, ""I'm a girl who lost her reputation and never missed it.""",Mae West
"A stoppage in your drain, or a dance done with heavy shoes",Clog
Congress talked about cutting aid to this country after 6 Jesuit priests were killed in '89,El Salvador
"This nonalcoholic bloody mary is sometimes called a ""bloody shame""",Virgin Mary
"In Greek mythology, she was the daughter of Icarus & the wife of Odysseus",Penelope
"Austria's basic unit of currency, it sounds just like an obsolete coin in Britain",Schilling
"He said, "".... I was typecast as a lion, and there aren't all that many parts for lions.""",Bert Lahr
A temporary expedient is this type of measure,Stopgap
It gained independence from France in 1962; now a new constitution allows multiple political parties,Algeria
"Called ""The green muse"", this powerful liqueur is the 1st potent potable listed in Larousse Gastronomique",Absinthe
Next to last,Penultimate
"In his childhood, Franz Schubert sang with the Imperial Court Chapel Choir, which is now known as this",The Vienna Boys' Choir
"The famous report on his first screen test said, ""Can't act.  Slightly bald.  Also dances.""",Fred Astaire
It's a work stoppage unauthorized by a labor union,Wildcat Strike
"It has Europe's fastest growing economy & has been called the continent's ""Sun Belt""",Spain
"Now nearly obsolete, porter is intermediate between ale & this darker British brew",Stout
"In 1955 this group had its only Top 40 hit with the following song: (""Earth Angel, Earth Angel, will you be mine..."")",The Penguins
The Bundesrat & the Nationalrat aren't Austria's mascots but these,Houses of Parliament
"Christopher Plummer said, ""Working with her is like being hit over the head with a Valentine's card.""",Julie Andrews
Term for a town at which trains stopped only if signaled,Whistle Stop
"After meeting this rival liberator in 1822, San Martin left South America",Simon Bolivar
"His son, Nanki-Poo, poses as a minstrel & later weds Yum-Yum",The Mikado
"A unit of wave frequency defined as 1 cycle per second, or a car rental company",Hertz
A recent show of her works at the Whitney Museum included bronzes of her art made before she was Mrs. John Lennon,Yoko Ono
"The city's planner, Pierre L' Enfant, called this hill ""A pedestal waiting for a monument""",Capitol Hill
"""Theirs not to reason why, theirs but to do and die"" is from this Tennyson poem","""Charge of the Light Brigade"""
In 1616 Dutch explorer Willem Schouten rounded this cape that he named for his home town,Cape Horn
"In ""The Ring of the Nibelung"", Siegfried braved a ring of fire to save this goddess",Brunhilde
"While processing pitchblende, a uranium ore, Marie & Pierre Curie & G. DeMont discovered this element",Radium
"Back in 1961 his ""Aristotle Contemplating the Bust of Homer"" brought a record price of $2.3 million",Rembrandt
"This little park, named for a French nobleman, faces the White House across Pennsylvania Ave.",Lafayette Park/Square
"The 1956 novel ""Compulsion"" was based on the story of this duo defended by Darrow",Leopold & Loeb
The United Kingdom of Great Britain & Ireland was established on the first day of this century,19th Century
He was the crippled 12-year-old title character in the first opera written for television,Amahl
The curved path along which a planet travels under the influence of a gravitational field,Orbit
Jean Arp coined this term to describe the non-mobile works of Alexander Calder,Stabiles
The National Zoological park is a unit of this,Smithsonian Institution
"Chingachgook became the last of the Mohicans when this man, his son, died",Uncas
In 1901 the U.S. made this island a virtual protectorate,Cuba
"They were the son & daughter of Peter, a poor broom maker & his wife, Gertrude",Hansel & Gretel
"Speaking of this device, Archimedes said, ""Give me a place to stand on, and I will move the Earth.""",Fulcrum & Lever
"One of Goya's works depicts this father of Jupiter ""devouring his children""",Saturn
The basement of this building at 511 10th St. NW houses a museum of Lincoln memorabilia,Ford's Theater
"This Oliver Goldsmith play is subtitled ""The Mistakes of the Night""","""She Stoops to Conquer"""
"After this mutiny failed in 1858, the last Mogul emperor of India was exiled to Burma",Sepoy Rebellion
"At the end of ""I Pagliacci"", this clown stabs his wife, Nedda, & her lover, Silvio",Canio
The measure of a body's inertia is technically known as this,Mass
"Also known as ""Beaubourg"", the Paris Center for the Contemporary Art is named after this French president",Georges Pompidou
Massachusetts Avenue is noted for more of them than any other street,Embassies
"He wrote ""Penrod"", ""Penrod and Son"" & ""Penrod Jashber""",Booth Tarkington
It's the southernmost independent country in the world,Chile (which goes down around Tierra Del Fuego & sweeps a little south of Argentina)
For 100 years people have relied on this pretty pink liquid for indigestion & upset stomach,Pepto-Bismol
"""Hot Rod Herman""",The Munsters
"(Cheryl of the Clue Crew)  In the longest run of any U.S. car model from 1908-1927, Henry Ford built 15 million of this model",Model T
"This Biblical shepherd asked, ""Shall I go and smite these Philistines?""",David
In Tudor England the Abbot of Misrule was in charge of all the court festivities for this December holiday,Christmas
"What you ""keep your nose to"" when working hard",the grindstone
Psst!  This Procter & Gamble product is the No. 1 selling antiperspirant & deodorant for women,Secret
"""Movin' on Down""",The Jeffersons
"To build a dune buggy, Meyers Manx would sell you the outer parts & you built it on top of one of these ""insect""s",Volkswagen Beetle/Bug
"This humorist used to open his lectures with ""All I know is just what I read in the papers""",Will Rogers
"Minimum age to be elected abbot of a monastery, it's the same as to be a U.S. Congressman",25
This artist sold about 30 of his paintings in 1891 to finance a trip to Tahiti,Paul Gauguin
"ReNU, a multi-purpose solution from Bausch & Lomb, cleans, rinses & disinfects these",contact lenses
"""One of our Sweathogs is Missing""","Welcome Back, Kotter"
"In 2002 this GM line launched a new small car series, the Ion, to replace its S-Series",Saturn
"In a letter, Ben Franklin wrote that this was ""a much more respectable bird"" than the bald eagle",wild turkey
"All snails are members of this class of animals, whose name is from the Latin for ""stomach-foot""",gastropod
"This skin cream got its name after one satisfied customer exclaimed, ""You knocked my eczema""",Noxzema
"""Jack Moves Out""",Three's Company
(Sarah of the Clue Crew at the Henry Ford Museum in Detroit)  In 1967 Dan Gurney & A.J. Foyt drove a Ford Mark IV like this one to win this 24-hour race,Le Mans
"The 1711 work ""Essay on Criticism"" says, ""A little learning is"" this",a dangerous thing
"Excluding the gospels, one of the 2 books of the King James Version of the Bible that fit the category",Genesis or Galatians
"Many people have turned to this natural substance, combined with chondroitin, to help repair damaged joints",glucosamine
"""Dr. Fever & Mr. Tide""",WKRP in Cincinnati
"The chief designer of the Pontiac GTO, he later designed a sports car he named for himself",John DeLorean
"Pres. Eisenhower claimed that appointing him chief justice was the ""biggest damfool mistake I ever made""",Earl Warren
"At the start of act 2 in this Mamet play, 2 real estate agents discuss their ransacked office",Glengarry Glen Ross
"Located in these hills, South Dakota's Wind Cave National Park features a cavern with reversible winds",Black Hills
"(Peter Jacobsen gives the clue)  Keep the club head low through your swing when hitting these, a term for any wood other than the driver",fairway woods
"1991: ""Ava: My Story""",Ava Gardner
"Native to just one U.S. state, this language is of Polynesian origin",Hawaiian
This North American carnivore is also known as the mountain lion,cougar
Name in common to a mother of a 20th century U.S. president & a WWII propaganda broadcaster,Rose (Rose Kennedy & Tokyo Rose)
Grand Prismatic Spring in Midway Geyser Basin is this park's largest hot springs,Yellowstone
Type of bird you've achieved if you get a hole in one on a par 3,eagle
"1979: ""Stand by your Man""",Tammy Wynette
"The Vedas, the oldest Hindu scriptures, are written in this language",Sanskrit
"The jaws of this reptile are strong enough to crush bones, but so weak that they can be held shut by hand",crocodile
"...to the big screen's ""Scorpion King"" & the little screen's ""McMillan""",Rock (the Rock & Rock Hudson)
Yosemite National Park lies about 200 miles east of San Francisco in this mountain range,Sierra Nevadas
(Peter Jacobsen gives the clue)  Douglas MacArthur would know this term for an intentional slice,fade
"1956: ""Lady Sings the Blues""",Billie Holiday
"Of the U.N.'s official languages, it's the one that uses the Cyrillic alphabet",Russian
"Bedouins call this animal Ata Allah, ""God's Gift""",camel
"...to a ""Lethal"" Mel Gibson movie character & a famous loser to Billie Jean King",Riggs
"A general term for a course, or the sandy, treeless Scottish area where golf was often played",links
"1936: ""Across Spoon River""",Edgar Lee Masters
This form of Chinese beats Wu & Yue (or Cantonese) in total number of speakers,Mandarin
The barren ground type of this deer is native to the tundra regions of Alaska & Canada,caribou
"...to the band that sang 1984's ""Hold Me Now"" & the 1920s man who invented a machine gun",Thompson
"(Peter Jacobsen gives the clue)  On this type of long putt, you don't aim to hole out, but to leave yourself a short one",lag
"1972: ""The Happy Hooker""",Xaviera Hollander
Thailand is home to Thai & this African country is home to Rundi,Burundi
This critter seen here was nearly hunted into extinction because it was prized for its fur,chinchilla
...to the first lead singer of Genesis & a leader of art's Pre-Raphaelites,Gabriel
"Only prisoners of high rank were executed here on Tower Green, & this woman was the first queen beheaded here",Anne Boleyn
This South American river carries nearly 20% of the Earth's total water discharge to the ocean,Amazon
"Beck's, Sierra Nevada, Pabst Blue Ribbon",Beer
"Kew-kaw is a synonym for this hyphenated word, so you could make a pineapple kew-kaw cake",upside-down
The Fairmont is one of the fancy-schmancy hotels on Nob Hill in this city,San Francisco
"He's been ""An Officer And A Gentleman"" & in 1999 he moved up the ranks to ""Sexiest Man Alive""",Richard Gere
It'll be a cold day in New York before the Department of Health allows you to keep one of these,Polar Bear
"Churchill, Manitoba is the chief port on this Canadian bay",Hudson Bay
"Cutty Sark, Glenlivet, Cock O' The North",Scotch
"To crunkle means to cry like this bird, perhaps the whooping one",Crane
Nobel Prize winners are put up at this city's Grand Hotel on the water opposite the royal palace,Stockholm
Jennifer Aniston no doubt approves of this pick for 1995,Brad Pitt
No exemptions!  You can't keep these in a basement or a baseball park,Bats
This river begins in Turkey's eastern Anatolian Highlands & flows through Baghdad on its way to the Persian Gulf,Tigris
"Myers, Ron Rico, Conch Republic",Rum
"A backstress is a woman with this job (you might ""knead"" one in your neighborhood)",Baker
The Drake Hotel in this Midwestern city offers lovely views of Lake Michigan,Chicago
"This ""Man Without A Face"" had his face on People's first ""Sexiest Man Alive"" issue",Mel Gibson
"You won't ""spot"" one of these in Central Park",Leopard
The Chinese call this sea Huang Hai due to the tint of the waters along its shore,Yellow Sea
"Christian Brothers, Courvoisier, Remy Martin",Brandy
"Flesh-spades are these, as your manicurist should know",Fingernails
"FDR wrote, ""The only thing we have to fear is fear itself"" while staying at this city's Mayflower Hotel","Washington, DC (before moving into the White House)"
"Once ""Down And Out In Beverly Hills"", in 1992 he was ""The Sexiest Man Alive""",Nick Nolte
Not even if you get its food chocolate-covered can you keep this animal,Anteater
In 1994 many of the beautiful islands in this Vietnamese gulf were designated a world heritage site by UNESCO,Gulf of Tonkin
"Skyy, Cristall, Blavod",Vodka
Annette was a Mouseketeer; a person who writes 14-line poems is this 9-letter word,Sonneteer
"In a classic children's book, Eloise is a 6-year-old girl who lives at this New York hotel",The Plaza
"Great Scot!  People said of this pick for 1989: He's ""Older, Balder...and Better!""",Sean Connery
It may be wild to have this wild dog in Australia but in New York City it's no go,Dingo
"""Witching Times"" is John De Forest's novel about this city's witchcraft trials","Salem, Mass."
"In 1940 he was ""The Bank Dick""",W.C. Fields
This FOX sitcom is the longest-running primetime series never to win an Emmy; it was on for 10 seasons,Married.... With Children
1986-today,William Rehnquist
"Proverbially this ""is not gold""",All that glitters
His mausoleum in Red Square was designed by Alexei Shchusev in 1930,Lenin
A 19th century novel by John Esten Cooke enhanced the legend of this playful daughter of Powhatan,Pocahontas
"The 1941 book ""Father Of The Blues"" was about him",W.C. Handy
"With 16 nominations, this ""Murder, She Wrote"" star is the most nominated primetime actress with no wins",Angela Lansbury
1801-1835,John Marshall
"This 2-word phrase means ""Passengers get on the train""",All Aboard!
His glass sarcophagus is displayed inside a monumental edifice found on Ba Dinh Square in Hanoi,Ho Chi Minh
"""Kenilworth"" tells the tale of the Earl of Leicester, who some say killed his wife in an attempt to marry this queen",Elizabeth I
This Anglo-American poet picked up a Pulitzer in 1948,W.H. Auden
"Set partly at a Seattle radio station, it has won a record 5 consecutive Emmys as TV's Best Comedy Series",Frasier
1953-1969,Earl Warren
November 1 on the Christian calendar,All Saints Day
"Buried in Santa Clara, Cuba this revolutionary leader was born in Argentina in 1928","Ernesto ""Che"" Guevara"
"""The Orphan Angel"" depicts what might have happened to this romantic poet if he'd been rescued from drowning",Percy Shelley
"""Perfection...it is apt to be dull"", wrote this author of ""Of Human Bondage""",W. Somerset Maugham
"It holds the record for wins by a miniseries with 9; its follow-up, ""The Next Generation"", won only 2",Roots
1969-1986,Warren Burger
It's been the motto of the New York Times since 1896,"""All The News That's Fit To Print"""
This Russian revolutionary leader is buried on the grounds of the Mexico City museum that bears his name,Leon Trotsky (he was assassinated in Mexico)
"""The Partisan"" is one of several W.G. Simms novels that feature this ""Swamp Fox"" of the Revolutionary War",Francis Marion
"His foundation has given money to colleges & also to public TV to broadcast ""Sesame Street""",W.M. Keck Foundation
"This director is the only Emmy winner also to win a Tony & an Oscar the same year; his Oscar was for ""Cabaret""",Bob Fosse
1921-1930,William Howard Taft
"During the Revolutionary War, the Liberty Bell was hidden in this eastern Pennsylvania city",Allentown
"In 1994, a nearly 4-hour funeral procession through the streets of Pyongyang ended with his burial",Kim Il-sung
"In 1999 Del Close willed this to the Goodman Theatre in Chicago to be used in Act 5, Scene 1 of ""Hamlet""","His own skull (to be used in the scene, \""Alas, poor Yorick...\"")"
"""And now abideth faith, hope, charity, these three; but the greatest of these is"" this",Charity
"As Hollywood's highest paid actress, her assets include a $12.5 million salary for ""Striptease""",Demi Moore
1 of 2 current U.S. colleges founded in the 1600s,Harvard & William & Mary
"This king was Catherine Parr's third husband, & she was his sixth wife",Henry VIII
Morticia's main man,Gomez
"Heaven, I'm in heaven when I see the queen type of this fish",Angelfish
"""The spirit indeed is willing but"" this ""is weak""",The flesh
Michelle Triola's suit against Lee Marvin popularized this term for payment to a former live-in lover,Palimony
"This University of Texas fight song is based on ""I've Been Working on the Railroad""","""The Eyes of Texas Are Upon You"""
"Frankly, my dear, this king of the Franks was called Rex Pater Europae -- ""King Father of Europe""",Charlemagne
"If you hung around at discos in the '60s, you saw these furiously frugging females",Go-Go girls
"You'd expect to hear this fish say ""Polly wants a cracker!""",Parrotfish
"It's ""The wages of sin""",Death
"The first woman nominated for a Grammy as Best Producer, she sings ""I Don't Want To Wait""",Paula Cole
Students in Moscow at the university of this state may cross-register for courses at Washington State,Idaho
"Born in 1892, this future Ethiopian king became governor of Harar as a teenager",Haile Selassie
"Lorne ""Gump"" Worsley was famous for playing this position without a mask",Goaltender (in ice hockey)
"Beware, this fish with a leonine name has extremely poisonous spines",Lionfish
"In Luke 11:2 the 4-word phrase that follows ""Our father which art in heaven""","""Hallowed be thy name"""
"Elton John's song ""Philadelphia Freedom"" was a tribute to this tennis star & her team",Billie Jean King
It's the nickname of the University of Oregon's athletic teams,Ducks
He succeeded to the throne of Macedon when his brother Perdiccas perished in 359,Philip of Macedon
"This 1944 film featured the Oscar-winning song ""Swingin' On A Star""","""Going My Way"""
This scary-looking eel has razor-sharp teeth but extremely poor eyesight,Moray eel
"Upon this Cyrenian ""They laid the cross, that he might bear it after Jesus""",Simon
In March 1998 NASA selected her as the first female commander for a space shuttle mission,Eileen Collins
The only college in the Yukon Territory is Yukon College in this capital,Whitehorse
It was once the capital of Portuguese India,Goa
This orange-red fish shares its name with the leader of the Redshirts,Garibaldi
"After Sydney, it has the largest metropolitan area in Australia",Melbourne
New Jersey's last royal governor was an illegitimate son of this Philadelphia printer-inventor,Benjamin Franklin
"Hey, ""Mickey"", it's the beam that supports the masonry above a fireplace",Mantle
"Pi times a circle's radius squared will give you this measurement, abbreviated A",Area
1976 classic about an unpopular but telekinetic teen girl,"""Carrie"""
"A fleet of warships, perhaps a ""Spanish"" one",Armada
"(VIDEO DAILY DOUBLE): An Asian city, or the fabric seen here",Madras
"Between March 1, 1781 & March 4, 1789, when the Constitution came into effect, the government was run under these",Articles of Confederation
Class A doors have a 3-hour rating for enduring this,Fire
"Pi comes from the Greek alphabet where it immediately precedes this equivalent of our ""R""",Rho
Oliver Stone wrote this 1983 film starring Al Pacino as a drug-addled Cuban gangster,"""Scarface"""
This pasture & hay plant is also called Lucerne,Alfalfa
"By mid-1990 all of Liberia except for parts of this capital, was controlled by rival rebel groups",Monrovia
Paul Revere's engraving of this 1770 event falsified it to demonstrate British guilt,Boston Massacre
"From Greek for ""to hear"", it's the branch of physics that includes how sounds bounce around in a hall",Acoustics
Pi is the ratio of the circle's circumference to this,Diameter
"In 1987 De Palma filmed ""The Untouchables""; in 1996, he brought this TV series to the big screen",MIssion: Impossible
"""Llama"" only has 2 As, while this relative has 3",Alpaca
The northern portion of Borneo is part of this country,Malaysia
"Born in Kirkcudbrightshire, Scotland in 1747, he took command of the Providence in 1776",John Paul Jones
On blueprints DD refers to this kind of split portal,Dutch doors
"He didn't bother saying ""Eureka!"" when he found out that 22.7 was the upper limit of pi",Archimedes
"Paul Williams starred in this 1974 rock version of ""Phantom of the Opera""","""Phantom of the Paradise"""
"It changes ""satin"" to ""stain""",Anagram
The Sultan of Zanzibar built a palace in this current capital of Somalia,Mogadishu
"Elected president of Congress in absentia in November 1785, he never served & resigned in 1786",John Hancock
A spandrel is the triangular area between 2 horizontally adjoining ones of these,Arches
"De Palma's ""Blow Out"", about a sound man, is a tribute to this Antonioni film about a photographer","""Blow Up"""
Any incarnation of Vishnu,Avatar
The U.S. investigation into the Titanic was first held in this hotel owned by one of the victims,Waldorf Astoria
"In a 1948 work, this commie observed, ""the people are like water and the army is like fish""",Mao Zedong
"Johnson's Baby Shampoo promises ""no more"" these",tears
Mr. Bingley leases an estate near the 5 unwed Bennet daughters in this 1813 novel; complications ensue,Pride and Prejudice
"This French palace is synonymous with splendor, & a 1998 museum exhibit was called the ""Splendors of"" it",Versailles
This woody grass has been known to grow 4 feet in 24 hours,bamboo
In 1990 Warren starred as this square-jawed comic book detective,Dick Tracy
"Born in Argentina, this commie helped take over Cuba & later died in Bolivia",Che Guevara
"In the early 1960s, Procter & Gamble launched an anti-dandruff shampoo under this brand name",Head & Shoulders
This 1878 title gal has a child with her hubby Alexei but her affair with Vronsky is what gets her preggers again,Anna Karenina
"The First Book of Chronicles says, ""Thine, O Lord, is the greatness, and the power, and"" this",the glory
This type of grass is named for the plains it covers (what do I hear?--the hoofbeats of a gaucho?),pampas grass
"A tagline for this 1967 Warren Beatty film said, ""They're young.  They're in love.  They rob banks""",Bonnie and Clyde
He's been lying in state in Moscow since 1924 & gets a change of clothes every 3 years,Lenin
This classic green shampoo was introduced in 1947 in a metal tube (glass bottles broke in the shower),Prell
"Francesca really gets into National Geographic (well, a photographer for it, anyway) in this novel",The Bridges of Madison County
"This synonym for ""splendor"" often refers to high intelligence, or to the shine of a diamond",brilliance
"Timothy grass is considered the best grass for making this (while the sun shines, of course)",hay
L.A. Ram Warren Beatty comes back to life in the body of a recently murdered millionaire in this comedy from 1978,Heaven Can Wait
In 1940 Ramon Mercader gave this commie the axe... literally!,Trotsky
"""Never wear black without the blue""--this shampoo",Selsun Blue
"This title medico's life is disrupted by war & his love for Lara, wife of a revolutionary; the Bolsheviks don't help, either",Doctor Zhivago
"It can be the glow some people give off, or, in physics, the quality of emitting heat or light",radiance
"Among the most important grasses are cereal grains, like this one seen here that's sometimes made into meal",oats
Warren Beatty plays a disillusioned senator who falls for Halle Berry in this 1998 film,Bulworth
"What a Christmas present!  This country's last commie leader, Nicolae Ceausescu, was executed Dec. 25, 1989",Romania
"Brooke Shields & Kim Basinger are 2 of the ""girls"" who appeared in ads for this shampoo",Breck
"Thornfield Hall's attic holds a surprise wedding guest for this title governess, but love wins out in the end",Jane Eyre
"Latin splendere, ""to shine"", gives us splendid, splendor & this adjective for ""dazzling in appearance""",splendiferous (or resplendent)
A type of grass popular for golf greens is named for this British colony in the North Atlantic,Bermuda grass
"Roger Ebert said this 1987 Hoffman & Beatty film was ""a lifeless, massive, lumbering exercise in failed comedy""",Ishtar
Turkey forms the southern border of this sea,the Black Sea
NBA legend Ferdinand Lewis Alcindor,Kareem Abdul-Jabbar
Earl Scruggs could tell you this 5-stringed instrument originated in Africa,a banjo
"On the second Sunday of June, the 1967 Summer of Love is re-created at the Haight Street Fair in this city",San Francisco
"As opposed to the muscular or skeletal system, the heart, blood & blood vessels are parts of this system",the circulatory system
"It's inevitable, there's nothing I can do to change it, it's this type of conclusion",foregone
Outlaw Rob Roy used to hang out on the bonny bonny banks of this largest Scottish lake,Loch Lomond
Pop singer Michael Anthony Orlando Cassavitis,Tony Orlando
The reeds of this instrument are positioned to sound whether you blow or suck through the wind channels,harmonica
"In an annual ceremony, on Nov. 20, 2007, President Bush pardoned 2 of these named May & Flower",turkeys
"A thin, tough fibrous material called the renal capsule covers the outer surface of these organs",kidneys
"It can precede cookie, hunter & teller",fortune
"Ethiopia's Lake Tana serves as the main source of this ""colorful"" river",the Blue Nile
"""American Idol"" heartthrob Clayton Holmes Grissom",Clay Aiken
"Patented in 1835, this instrument was designed to provide a suitable valved brass bass for a wind band",the tuba
"The foundation honoring this holiday says, ""We inspire people to plant, nurture, and celebrate trees""",Arbor Day
"(Kelly of the Clue Crew hangs out with a skeleton.)  Allowing the lower leg to move backward & forward in the same way that a door opens & closes, the knee is considered this type of joint",a hinge
"Food for domestic animals, it also means to search for food or provisions",forage
Major gulfs extending from this sea include the Mosquito Gulf & the Gulf of Darien,the Caribbean Sea
Film star Thomas Mapother IV,Tom Cruise
The Japanese tsuzumi is just one type of this instrument that is a stretched head held taut across a shell,a drum
"Each June 60,000 visitors are served bowls of cereal in this Michigan city's Cereal City Festival",Battle Creek
Glucose levels in the blood are regulated by 2 pancreatic hormones: glucagon & this,insulin
Medical jurisprudence is another name for this branch of medicine,forensic
"This Canadian province's largest lake is Bras d'Or, a saltwater lake lying on Cape Breton Island",Nova Scotia
"Film director Raimund Liebling, who's ""wanted and desired""",Roman Polanski
"(Jon of the Clue Crew strikes a tuning fork and then touches it to the table.)  Touching the tuning fork to a larger surface makes the noise louder, the same way a piano or guitar uses this type of board for amplification",a sounding board
"On Nov. 11, 1953 in Emporia, Kansas, this holiday was first observed under its current name",Veterans Day
A large forehead doesn't indicate smartness; it indicates a large one of these bones that form the forehead,the frontal bone
"From the Latin word for ""ant"", it's an anthill or nest",formicary
"""My two natures had memory in common, but all other faculties were most unequally shared between them""",Strange Case of Dr Jekyll and Mr Hyde
The U.S. government encourages traveling citizens to smile for their photos in these booklets,Passports
"A cute dog named Crab appears in the comedy about ""The Two Gentlemen of"" this city",Verona
"In 1971, just 2 years after his death, he was honored on a U.S. coin",Dwight D. Eisenhower
"Sinitic is an adjective referring to these people, their language or their culture",Chinese
"As the Fresh Prince, Will Smith moved from west Philly to this ritzy California enclave",Bel-Air
Beanie Babies & teddy bears are types of these toys,Stuffed animals
Colorful term for a document allowing aliens to legally work in the United States,Green card
"In 1964 Diana Rigg appeared as Adriana in ""The Comedy of Errors"" & Cordelia in this tragedy","""King Lear"""
ATMs have made this bill second only to the one-dollar bill in the number printed,$20 bill
"If you're piscivorous, you eat this, which can ""net"" you some health benefits",Fish
Frasier left his Boston practice to host a radio show on this city's KACL,Seattle
"It's a small, inexpensive gift given during Christmas; if you're naughty, it's a lump of coal",Stocking stuffer
"""To take"" this often means to sign a document forswearing liquor",The pledge
"The play in which Portia says, ""I never did repent for doing good, nor shall not now""","""The Merchant of Venice"""
This bill's reverse side features generic representations of 1920s autos outside the U.S. Treasury Building,$10 bill
"Imitable means capable of being imitated; this word, its antonym, is 2 letters longer",Inimitable
"She left her troubled past in L.A. for not-so-sunny Sunnydale, mecca to demons & vampires",Buffy
Chuck Yeager was a technical advisor & had a cameo in this 1983 movie,The Right Stuff
"After this proceeding is complete, a court issues the child a new birth certificate",Adoption
"""Friendly Shakespeare"" calls this comedy about gleeful spouses ""An Elizabethan I Love Lucy""","""Merry Wives of Windsor"""
In 1943 the Treasury Dept. minted this coin in zinc-coated steel,Penny
"From Portuguese for ""a place for spitting"", it's a synonym for spittoon",Cuspidor
"(Hi, I'm Ian Ziering)  On ""90210"" the Walsh family moved to Beverly Hills from this state",Minnesota
"Ads for this Kraft side dish urge you to try it ""instead of potatoes""",Stove Top Stuffing
"Once, this document disposed of personal effects, while property was covered in the ""last will""",Testament
