Question,Answer
In 1790 the USA's 1st law governing this protection gave it a term of 14 years; today it can extend well over a century,copyright
This symbol perverted by the Nazis is seen on ancient Greek coins,Swastika
"The Clampetts, formerly of the Ozarks",The Beverly Hillbillies
The Gulf War was triggered by the occupation of this country,Kuwait
Rhode Island College was renamed this in 1804 after a colorful grad of the Class of 1786,Brown University
"Measuring volume, not weight, Gay-Lussac & Humboldt found the proportions in this formula for water",H2O
Porpoises don't need diplomas to swim in groups called these (neither do fish),Schools
"""Athletic"" name of this 5th century B.C. sculpture by Myron:","""The Discus Thrower"""
"The Keatons of Columbus, Ohio",Family Ties
"In May 1995 Dow Corning declared bankruptcy, saying suits over these were making it go bust",Breast implants
"This Boston college was named for preacher Charles Wesley, not poet Ralph Waldo",Emerson
Common adjective for water whose dissolved salts make it difficult to lather,Hard water
Lions must have a lot of self-esteem because this is the term for a group of them,Pride
"This alloy was the favorite of sculptors in the Classical period, but few original examples survive",Bronze
"The Carringtons of Denver, Colorado",Dynasty
"Introduced in 1990, it's the bestselling SUV of the decade",Ford Explorer
In 1967 Mellon Institute merged with the college founded by this industrialist,Andrew Carnegie
"From the Latin for ""water"", it's the type of structure seen here:",Aqueduct
"Of a winter, a spring or a summer, the correct term for a group of teals",Spring
The Temple of Zeus at Olympia included a 12-part series depicting these mythical efforts,Labors of Hercules
The Taylors of Mayberry & the Taylors of Detroit,The Andy Griffith Show & Home Improvement
In September 1995 the Washington Post published the manifesto of the terrorist nicknamed this,"""The Unabomber"""
"You can study everything from theater to theology, but not dentistry, at the Tulsa university he founded in 1963",Oral Roberts
"The ""radiation"" type of this condensed water vapor is formed by cooling of the earth & burns off quickly",Fog
Every Capricorn should know a group of these ruminants is called a tribe,Goats
The Parthenon was a major source for the marble works this lord brought back to England,Lord Elgin
The Robinsons of the Jupiter II,Lost in Space
ESPN's X Games debuted in 1995 under this slightly longer title,Extreme Games
In 1982 this former U.S. president founded his own center at Emory University,Jimmy Carter
"From Dutch for ""salt"", it's a term used of standing water with a salty, unpleasant taste",Brackish
"It's the ""homicidal"" term for a flock of crows",Murder
"Standing 630 feet high, it's the tallest structure in St. Louis",Gateway Arch
"1995: ""The Virginia Company"", ""Colors of the Wind""",Pocahontas
Elwyn Brooks...,E.B. White
"Launched in 1974, this tasty spirit combines fresh dairy cream with triple-distilled Irish whiskey",Bailey's Irish Cream
"It's the traditional ""rock"" for an engagement ring",Diamond
It was the Selective Service System classification for a person who was unfit for active duty,4-F
"The attack on Pearl Harbor killed 2,403 Americans, almost half of them on this ship that's now a memorial",U.S.S. Arizona
"1965: ""You're Gonna Lose That Girl"", ""You've Got to Hide Your Love Away""",Help!
Alfred Edward...,A.E. Housman
"Traditionally, they're the 2 sauces that spice up a Bloody Mary",Tabasco & Worcestershire
This rock seen here makes for a nice set of beads:,Turquoise
The spice he added to the role of Salieri won him an Oscar,F. Murray Abraham
"John Wilkes Booth's diary is on display at this Washington, D.C. theatre",Ford's Theatre
"1992: ""I'm Every Woman"", ""I Will Always Love You""",The Bodyguard
Edgar Laurence...,E.L. Doctorow
"This cognac-based ""Grand"" liqueur is flavored with bitter orange peel",Grand Marnier
It's shiny & black & the hardest of all coals,Anthracite
"Just one of these aerosol or refrigerant molecules can destroy up to 100,000 ozone molecules",CFCs
"Family memorabilia can be found at this author's parents' ""Little House"" in De Smet, South Dakota",Laura Ingalls Wilder
"1983: ""I Heard It Through the Grapevine"", ""Good Lovin'"", ""Joy to the World""",The Big Chill
Edward Morgan...,E.M. Forster
Mix vodka & Kahlua & you'll have this colorful classic,Black Russian
Lazurite is the chief mineral of this decorative blue rock used since ancient times,Lapis lazuli
"Pieces he scribbled for magazines like Scribner's were collected in his ""Flappers and Philosophers""",F. Scott Fitzgerald
Castle Clinton National Monument was originally a fort renamed in 1815 for this New York City mayor,DeWitt Clinton
"1988: ""Don't Worry Be Happy"", ""Kokomo""",Cocktail
Vidiadhar Surajprasad...,V.S. Naipaul
"The rhyming name of this tropical cocktail means ""out of this world"" in Tahitian",Mai Tai
This rock formed from hardened lava formed the Hawaiian Islands,Basalt
"As president of South Africa, he ended the ban on the African National Congress",F.W. de Klerk
This National Hockey League team regularly practices for fans at the world's largest mall,Edmonton Oilers
In 1845 & again in 1846 this crop failed in Ireland,the potato crop
"When Balanchine staged ""Orpheus and Eurydice"" at this U.S. opera house, he kept the singers in the pit",the Met(ropolitan Opera House)
Trying to find similarities between New York & L.A. is like comparing these,apples & oranges
A bodkin is a large blunt one of these used to draw cord or elastic through a string,a needle
"William Wyatt Bibb, Thomas Bibb, Bibb Graves, & George Wallace all held this office",governor
"Song that says, ""Roll out the barrel, we'll have a barrel of fun,"" is named for this type of barrel",a beer barrel
Besides farm machines he invented the first practical rapid-fire machine gun in the U.S.,Richard Gatling
This modern dancer created over 170 works; her career spanned the century,Martha Graham
"The biblical phrase ""give up the ghost"" means this",die
"Finishing this, which should be invisible, is usually the last step in making a dress",the hem (or the seam)
"He was born Nathaniel Adams Coles but was best known under this ""unforgettable"" nickname","Nat ""King"" Cole"
"Two of the animals you're urged not to be like in ""Swinging On A Star""","mule, pig, fish, monkey"
In 1880 this state became the first whose population exceeded 5 million,New York
"In a single year he choreographed ""42nd Street"", ""Footlight Parade"", and ""Gold Diggers of 1933""",Busby Berkeley
"""He has more money than you can"" do this ""at""",shake a stick (or poke a stick)
"A twill fabric with a zigzag pattern, or what can stick in your throat when you eat a certain fish",herringbone
"Though he was born near Lafayette, Alabama, the arena named after this boxer is in Detroit",Joe Louis
"""It's the only thing that I could do half right, and it's turnin' out all wrong, Ma""","""(What Have They Done To) My Song (Ma)"""
Austrian archduke who became emperor of Mexico in 1863,Maximillian
"He conceived, directed & choreographed the musical which included the following:  ""Tonight, tonight, the world is wild and bright...""",Jerome Robbins
From the tradition of men fighting topless came this saying urging calm,keep your shirt on
These are folds of fabric pressed to resemble the bellows of a squeezebox,accordion pleats (or folds)
"Gawl-ee!   This man, born in Sylacauga, has had two Top 40 albums",Jim Nabors
"1950s hit that begins, ""Life could be a dream, if I could take you up to paradise up above""","""Sh-Boom"""
"In the early 19th century they collected tales from the people around Kassel, Germany",the Brothers Grimm
"In the original 1942 production of ""Rodeo"", she danced the role of the cowgirl",Agnes de Mille
"Originally a caption in silent Westerns, it returned your attention to the main house","meanwhile, back at the ranch"
"It's fabric that gives body & shape to a collar, not two computers talking",interfacing
"In his last major opinion, this ""colorful"" justice upheld the New York Times' right to publish the Pentagon Papers",Hugo Black
"Song whose chorus goes, ""Valderi, valdera, valderi, valdera ha ha ha ha ha ha...""","""The Happy Wanderer"""
"This fairy king's first line is ""Ill met by moonlight, proud Titania""",Oberon
"This classic 1939 John Wayne Western was partly based on the short story ""Stage to Lordsburg""","""Stagecoach"""
"This ""Maja"" artist said he recognized only three masters:  Velazquez, Rembrandt, and nature",(Francisco) Goya
All of the present District of Columbia is on land originally donated by this state,Maryland
"Ironically, this Chicago airport was named for a naval hero",O' Hare International
"His last words, spoken in Warm Springs, Georgia, were ""I have a terrific headache""",FDR
"Famous ""tamer"" who enters saying, ""Verona for a while I take my leave""",Petruchio
Marlene Dietrich played Shanghai Lily in this 1932 film named for a Chinese train,"""Shanghai Express"""
"In 1922 Marc Chagall left this country, his native land",Russia
"As the insurance company commercials remind us, Wausau isn't in Poland but in this state",Wisconsin
"On July 21, 1959, the first cargo ship powered by this was launched at Camden, New Jersey",Nuclear Power
"""I've always loved my wife, my children and grandchildren, and I've always loved my country,"" he said in 1969",Dwight D. Eisenhower
"Warrior who says, ""Call here my varlet; I'll unarm again; why should I war without the walls of Troy....""",Troilus
"Jimmy Stewart killed a Mountie in this 1936 musical, so singing Mountie Nelson Eddy chased him","""Rose Marie"""
"He painted one of his most famous pictures, ""Christina's World"", 40 years ago",Andrew Wyeth
A city is named for the great falls of the Missouri River in this state,Montana
In 1957 an Air Force doctor stayed a record 32 hours in the stratosphere in one of these,Balloon
"""Thomas Jefferson survives""",John Adams
"His first line consists of just one word, ""Calphurnia!""",Julius Caesar
"In the last scene of ""Casablanca"", Claude Rains tells one of his officers to ""Round up"" these","""The Usual Suspects"""
"This Iowan was a leader of regionalism, a movement that dominated U.S. art in the 1930s",Grant Wood
"This state's capital lies on Cook Inlet, west of the Chugach Mountains",Alaska
"In the Old West, this railroad, named for three cities, was said to have ""started nowhere and went nowhere""","Atchison, Topeka, & Santa Fe"
"Though noted for his drinking, the last thing he said was ""Water""",Ulysses S. Grant
"King of Denmark who begins, ""Though yet of Hamlet our dear brother's death the memory be green...""",(King) Claudius
"Bob Hope sang this Oscar-winning song with Jane Russell in ""The Paleface""","""Buttons and Bows"""
"In 1485 this Italian painted ""Madonna of the Rocks"", his earliest major work that survives in complete form",Leonardo Da Vinci
"Elizabeth Garrett, the blind daughter of sheriff Pat Garrett, wrote the state song of this 47th state",New Mexico
"With over 200,000 miles of railroad tracks, this country has more than any other",United States
"""I know that I'm going where Lucy is,"" Lemonade Lucy that is",Rutherford B. Hayes
Only member of the current court who has been elected to a public office,Sandra Day O'Connor (state senator from Arizona)
"Part of this 3,000-mile long mountain system covers the middle third of Colorado",the Rocky Mountains
"This ""Pretty Woman"" fell for Dylan McDermott when she played his wife in ""Steel Magnolias""",Julia Roberts
"On Jan. 14, 1963 he said, ""The mere absence of war is not peace""",John F. Kennedy
Ann Landers said women's complaints about sex fall into 2 categories: not enough & this,too much
Lord Nelson had one of these nailed to the mast of his flagship for good luck,a horseshoe
Salisbury steak contains these items that Hansel dropped in the forest,bread crumbs
Texas County in this state's panhandle borders the state of Texas,Oklahoma
"Laura Dern & this ""Tall Guy"" were linked romantically when they co-starred in ""Jurassic Park""",Jeff Goldblum
"He told America, ""To leave office before my term is completed is abhorrent to every instinct in my body""",Richard Nixon
"In 1972 this French star called herself ""The most important sex symbol of all time""",Brigitte Bardot
"This TV series whose theme is heard here once featured the title character horsing around with Mae West:  ""A horse is a horse, of course, of course...""",Mr. Ed
"It means to separate & remove solids to make ""clear""; it's often done to butter",clarify
"This Washington volcano erupted on November 22, 1842; it blew its top again in 1980",Mount St. Helens
"Dennis Quaid found inner peace when he married this co-star of ""Innerspace"" in 1991",Meg Ryan
"He once said, ""I'm just a politician from Missouri and proud of it""",Harry S. Truman
"According to Cole Porter they're the type of ""fleas"" that ""do it""",educated
Some cowboys wear these seatless leather trousers to protect their legs when they ride horses,chaps
"To make angel parfaits, you need egg whites, salt, sugar, vanilla & the heavy type of this",cream
"This Midwestern state's ""Northwest Angle"" is the northernmost point in the continental U.S.",Minnesota
"Brad Pitt's break-up with this ""Se7en"" co-star made the June 30, 1997 cover of People",Gwyneth Paltrow
"He asked us to join him ""And march along the road... that leads to the Great Society""",Lyndon Johnson
"""Sex is the biggest nothing of all time"", said this pop artist, perhaps preferring soup",Andy Warhol
"Many thoroughbreds trace their ancestry back to the Byerley Turk, a stallion of this breed",Arabian
"Recipes for cocktail sauce often call for the ""prepared"" type of this pungent root",horseradish
"The Calendar Islands of this ""Pine Tree State"" are so named because there are 365 of them",Maine
"Yves Montand & this blond sex symbol took the title of their 1960 film ""Let's Make Love"" literally",Marilyn Monroe
"President heard here:  ""Three days from now, after half a century in the service of our country, I shall lay down the responsibilities of office...""",Dwight D. Eisenhower
"""Golden Boy"" playwright who defined sex as ""The Poor Man's Polo""",Clifford Odets
"Some prehistoric horses had this many toes on each foot, like rhinos, which are distant relatives of the horse",3
"Chilies, garlic & chocolate go into this Mexican sauce served on chicken or turkey",mole sauce
"Her 1933 book ""Farmer Boy"" describes the childhood of her husband, Almanzo Wilder",Laura Ingalls Wilder
It's no laughing matter:  farmers in Africa have killed thousands of the brown species of this scavenger,the hyena
"A little birdy told us this first name shared by actress Oberon & singer Haggard means ""blackbird""",Merle
"In 1987 the Grateful Dead's ""Touch Of"" this peaked at No. 9 becoming the group's only Top 40 hit","""Gray"""
In 1995 7-time PM Giulio Andreotti was tried for association with this criminal organization,the mafia
It describes a tune you can't stop humming,catchy
"""Our Exploits at West Poley"" is a children's book by this ""Tess of the D' Urbervilles"" author",Thomas Hardy
"These ""whoopers"" breed in marshy areas of Wood Buffalo National Park in Canada",whooping cranes
Cecil B.'s niece could tell you that Inez is the Spanish form of this feminine name,Agnes
"This rocker's last Top Ten hit was ""Burning Love"", which hit No. 2 in 1972",Elvis Presley
"This American gathered his forces to liberate Europe in WWII; his ""plan"" then supplied it with $13 billion",George Marshall
A trancelike state in which a person doesn't talk or move,catatonia
"This author of the Uncle Remus stories also wrote ""Wally Wanderoon and His Story-Telling Machine""",Joel Chandler Harris
The Peregrine species of this bird is sometimes called the duck hawk in the U.S.,the falcon
"From the Latin for ""fifth"", this name was traditionally given to a fifth son",Quentin
"Then husband & wife, they recorded the 1974 duet ""Mockingbird""",Carly Simon & James Taylor
16th & 17th c. changes in the Catholic church are often called the counter-this,Reformation
To deny something this way is to allow for no exceptions or conditions,categorical (or categorically)
"""The Twits"" is the tale of a perfectly dreadful couple by this author of ""James and the Giant Peach""",Roald Dahl
Florida may have the largest surviving population of this animal seen here:,the manatee
"A good detective can deduce this masculine name means ""fair-haired"" in old English",Sherlock
"In 1991 this French-Canadian's first U.S. hit asked ""Where Does My Heart Beat Now""",Celine Dion
"A political or social system; an ""ancien"" one governed France until 1789",a regime
"The instruction of a pupil by means of questions & answers, the reverse of what we're doing now",catechism
"He called his fifth Narnia novel ""The Horse and His Boy""",C.S. Lewis
A Sumatran species of this ape is endangered due to habitat destruction & overcollection for zoos,orangutan
"We don't ""doubt"" you know that this Biblical name is Aramaic for ""twin""",Thomas
In the rock era this jazz singer heard here had 3 Top 10 pop hits:,Sarah Vaughan
"Reigning from 1243 to 1254, the 4th Pope of this name was ""guilty"" of authorizing torture for heretics",Pope Innocent IV
"An Indian tribe of the Carolinas, their language, or a grape first grown in the region",catawba
"On this day you can hear ""Remember that you are dust and unto dust you shall return"" ritually repeated",Ash Wednesday
It stipulates that the terms of Senators & Representatives shall end at noon on the third of January,the 20th Amendment
"In the U.S., Halloween & Thanksgiving Day are celebrated in this season",the fall
"Frida Kahlo, born to a Spanish-Native American mother & a Jewish father, hailed from this country",Mexico
"Newsweek called this 1999 film ""This generation's 'Porky's'""",American Pie
Its name also refers to the range of colors an artist uses,a palette
"Term for an item, like paper towels, consisting of a double layer",2-ply
A nation shares its name with this traditional 20th wedding anniversary present,China
These 2 seasons begin with an equinox,spring and fall
"In 1863 Edvard Munch was born in Loten, near what is now this capital",Oslo
Michael Caine & Brendan Fraser starred in this 2002 remake based on a Graham Greene novel,The Quiet American
Greaves are sort of your equivalent of shinpads if you wear a suit of this,armor
It opens every one of a given set of locks,master key
He was the 20th president of the U.S. but sadly served only in 1881,Garfield
"In 1936 they were held at Garmisch-Partenkirchen, Germany from February 6 to 16",the Winter Olympics
This city was the birthplace of the Renaissance & of Renaissance painter Botticelli,Florence
A Russian immigrant mouse named Fievel Mousekewitz is the hero of this 1986 animated film,An American Tail
"This piece of carpentry equipment comes to life in one of the ""Oz"" books",a sawhorse
One of these covers the South Pole & some nervous folks worry about it melting,an ice cap
In 1985 this Australian's News Corporation bought 20th Century Fox,Rupert Murdoch
"In a 1958 Eddie Cochran hit, ""There ain't no cure for"" these",the summertime blues
"He was born Pablo Ruiz in Malaga, Spain in 1881",Picasso
Alan Ball won an Original Screenplay Oscar for this 1999 film,American Beauty
The pointy rubbery thingy at the bottom of this implement is called a stimulator tip,a toothbrush
It's a nickname of the Missouri River,Big Muddy
"In use until 1971, this British coin was equal to one-twentieth of a pound",a shilling
This seasonal play by William Shakespeare is set in Sicilia & Bohemia,The Winter's Tale
"Perhaps this will ""jar"" your memory: Rembrandt was born in this Dutch city in 1606",Leyden
Marlon Brando is the U.S. Ambassador to an Asian country in this 1963 drama,The Ugly American
"(Cheryl of the Clue Crew displays the long, wand-like part of a phonograph that holds the stylus.)  Fittingly, this part of a phonograph has sort of a musical name",a tone arm
Abbreviation for the sandwich that might be made with Peter Pan & Welch's,PB&J
"""Unsolved History"" reconstructs what this Texas site once looked like  ""Today, you find a row of tourist shops, but in 1836, the west wall ran 530 feet with a row of barracks for the troops.""",the Alamo
"Barry Manilow's 1998 tribute album to this singer included the songs ""All The Way"" & ""My Kind Of Town""",Frank Sinatra
"""He says again, 'Good fences make'"" these",good neighbors
...this small animal in a Shakespeare title,shrew
"This island nation off the coast of Florida consists of almost 700 islands & islets & about 2,400 cays & rocks",the Bahamas
"A clever fellow is ""sharp as"" this nail with a broad, flat head",a tack
"Discovery Channel found a witness to this man's demise  ""I felt no pity for him at all."" ""Smout is the last living eyewitness to the events of April 21st, 1918.""",the Red Baron
"Receiving the 2002 Billboard Lifetime Achievement Award she might have thought, ""If I could turn back time...""",Cher
"""Some say the world will end in"" this, ""some say in ice""",fire
"...this name, like character Grant, Mary Richards' TV boss",Lou
"The name of this archipelago belonging to the Philippines sounds like George Takei's ""Star Trek"" role",Sulu
"The expression this ""as a judge"" dates back to around 1700",sober
"It's the vessel whose fate is investigated here  ""The century-old debate still raged between two possibilities: an exterior mine or a tragic accident.""",the Maine
"Andrew Lloyd Webber wrote the part of Christine in ""The Phantom of the Opera"" for this soprano, his then wife",Sarah Brightman
"This ""is the place where, when you have to go there, they have to take you in""",home
"...this name, like actor Grant, Bridget Jones' movie boss",Hugh
"""Hot"" common simile of attraction about the insects that make up most of the Lepidoptera",drawn like a moth to the flame
"The show seen here investigates the failure of this effort made in the afternoon of July 3, 1863  ""The fences along the Emmitsburg Road created a hazard not anticipated by the field commanders, which proved to be a fatal mistake.""",Pickett's charge at Gettysburg
In a 2000 TV movie Chad Lowe portrayed this singer & Kristin Davis played his wife Annie,John Denver
"""Two roads"" did this ""in a wood, and I--I took the one less traveled by""",diverged
...the name of this Sunoco founding family that established charitable trusts,Pew
"Dubbed ""the New Boy Wonder of Voice"", this young singing sensation has taken the world by storm",Josh Groban
"""The woods are"" these 3 things, ""but I have promises to keep, and miles to go before I sleep""","lovely, dark & deep"
...the name of this African-American surgeon & pioneer in blood preservation,(Charles) Drew
"When this American company incorporated in 1902, its first products were grinding abrasives & sandpaper",3M
Julia Ward Howe's visit to the Army of the Potomac in 1861 inspired this famous hymn,"""The Battle Hymn Of The Republic"""
"2 ""ens"" in printing or Dorothy's Auntie",em
At the 1988 Olympics the USSR won the gold for team foil in this sport,fencing
A full-time student usually earns an associate degree at a junior college in this many years,2
"Brazil abolished this in 1888, 23 years after the United States",slavery
Angel food cake uses only this part of an egg,the white
"Irving Babbitt, Geo. Santayana & Bertrand Russell were among this Prufrock poet's teachers at Harvard",Eliot
"This word combines with ""Art"" to mean the abstract style of creating optical illusions",op
"The Old Norse ""Skjota"", to shoot, gave us this word for a type of trapshooting",skeet
1 of 2 lengths of time that can constitute a diamond anniversary,75 (or 60)
Colombia is second while Brazil is the world's largest exporter of this commodity,coffee
Light & dark batters combined give this cake the appearance of the rock it's named for,marble cake
"In Eugene Field's ""Dutch Lullabye"", the names of the 3 wooden shoe sailors","Wynken, Blynken, & Nod"
"""Eeny, meeny, miny mo"" are the words children use to choose who will be this","""It"""
"Among college football coaches, Paul Bryant was nickanmed Bear & G. Warner was nicknamed this","""Pop"""
"Age in years of the man being interviewed in the following:  ""By the way, sir, uh, are you married?"" ""I have been married several hundred times."" ""I'm afraid to ask the next question.  You've had many hundreds of wives."" ""Hundreds and hundreds of wives."" ""How many children do you have?"" ""I have over forty-two thousand children.  And not one comes to visit!""",2000
The cruzado replaced the cruzeiro as this in 1986,the monetary unit
This classic Viennese torte is filled with apricot jam,Sachertorte
Carroll wrote about the Jabberwock & he wrote of the Jumblies,(Edward) Lear
This river begins near Monte Viso in the Cottian Alps & flows to the Adriatic Sea,the Po
"According to Forbes Magazine, the 3 highest-paid athletes for 1990 compete in this sport",boxing
Length of Rip Van Winkle's Catskill nap,20 years
"Between 1960 & 1980 the population of this city went from under 150,000 to more than 1,000,000",Brasilia
Trademarked name for a fluted tube pan or the cake baked in it,a Bundt
"One of two Elizabethans famous for ""Come live with me and be my love""",Marlowe (or John Donne)
In 1978 Barnard Hughes won a Tony as this title patriarch,Da
In 1990 this Reds outfielder set a world series record with hits in 7 straight at-bats,Billy Hatcher
The French & Indian War was known by this name in Europe,the 7 Years War
This famous beach is just northeast of Ipanema in Rio de Janeiro,Copacabana
A Baba is most commonly flavored with this potent potable,rum
"The largest of the U.S. Virgin Islands, it was named ""Santa Cruz"" by Columbus",St. Croix
"Nicolas Appert, who invented canned food, also came up with these cubes used to make instant soup",bullion
His seventh & final voyage took him to the Land of Serendib,Sinbad
"It's a ceiling built in stone, brick or concrete, or a big bank safe",a vault
"P.T. Barnum purchased this pachyderm, billed as the world's largest, from the London zoo in 1882",Jumbo
It's said that a Japanese sword dropping from Gilbert's library wall inspired this 1885 opera,Mikado
This Florida city was named for a city in Russia,St. Petersburg
He invented champagne by devising the corking system necessary to make it,Dom Perignon
"Its inhabitants include the Duchess, the Gryphon & the Dormouse",Wonderland
The armlike beams connecting a high wall to outside supports in Gothic churches,flying buttresses
The National Republicans & Anti-Masons formed the nucleus of this party founded in the 1830s,the Whigs
"Sullivan wrote the music to the hymn about them ""marching as to war, with the cross of Jesus going on before""",Christian Soldiers
A steamboat on this U.S. city's seal symbolizes its growth,St. Louis
In the 1890s he tried coal dust as a power source for his engine before trying crude fuel oil,Diesel
It's the largest palace in Asgard,Valhalla
By using pendentives the Byzantines managed to set these on square bases,domes
"After his defeat for reelection to the House of Representatives in 1835, this frontiersman left for Texas",(Davy) Crockett
"It's set in a ruined chapel & on a rocky seashore on the coast of Cornwall, not on the open sea",The Pirates of Penzance
A small nation in the Caribbean is comprised of the Grenadines & this island,St. Vincent
In '53 Dr. J. Gibbon invented this machine that permitted cardiac surgery longer than 10 minutes,the heart-lung machine
Thrushcross Grange is the estate rented to Mr. Lockwood in this novel,Wuthering Heights
"The director of Germany's Bauhaus school from 1919-1928, he took the chair of architecture at Harvard in 1937",Gropius
"Lincoln, Grant & Jefferson Davis served in the military under this general who became president",Zachary Taylor
"This opera is subtitled ""The Lass that Loved a Sailor""",The H.M.S. Pinafore
Only 1 person survived the destruction of this city on Martinique when Mt. Pelee erupted in 1902,St. Pierre
Robert Bunsen & Gustav Kirchhoff developed this device to see the wavelengths of light,spectroscope
"In Aristophanes' ""The Birds"", a couple of Athenians convince the birds to found a city called this",Cloud-Cuckoo Land
Term for the iron grating that slides up & down in front of the door in a fortified building,a portcullis
This 1803 case was the first in which the Supreme Court declared a law of Congress unconstitutional,Marbury v. Madison
In 1881 producer d'Oyly Carte built this London theatre for Gilbert & Sullivan,the Savoy Theatre
This city has been the site of more major party presidential nominating conventions than any other,Chicago
"""Anne of Avonlea"" is a 1909 sequel to this 1908 classic","""Anne of Green Gables"""
"In the Catholic Church: bishop, archbishop, cardinal...",Pope
Taipei is this island's capital city,Taiwan
In this film high school teacher Matthew Broderick gets involved with the campaign for student council,Election
"This word can mean to weaken a solution by adding water, or can describe a solution that's been weakened",Dilute
"The theme to the TV show ""Cops"" asks them ""Whatcha gonna do when they come for you?""",Bad boys
Thorny problems beset this Bronte heroine when she's hired as a governess at Thornfield Hall,Jane Eyre
"At the White House: Betty Ford, Rosalynn Carter, Nancy Reagan...",Barbara Bush
"Now 73, the woman seen here at age 17 calls this island nation home: (Queen Elizabeth II)",Great Britain
"A jazz guitarist is the subject of this director's ""Sweet and Lowdown""",Woody Allen
"Because he wrote his books in Latin, Swedish botanist Carl von Linne was better known by this Latinized name",Carolus Linnaeus
"Proverbially, one of these malicious fruits ""spoils the whole barrel""",Bad apple
Countess Olenska is the not-so-innocent heroine of this Edith Wharton novel,"""The Age of Innocence"""
"In the history of France: Henry III, Henry IV, Louis XIII...",Louis XIV
It's the island where you'll find the arena seen here: (Madison Square Garden),Manhattan
"What part did this Irishman play in ""End of Days""?  Could it be...Satan?",Gabriel Byrne
"The symbol of this element stands for stannum, which originally denoted an alloy of lead & silver",Tin
"It can be a stroke of misfortune, or an unfortunate start to a game of pool",Bad break
"Maggie, the daughter of a miller, falls for her cousin's fiance in this George Eliot novel","""The Mill on the Floss"""
"Beef: USDA standard, USDA select, USDA choice, USDA...",Prime
Jaffna & Trincomalee are cities of this island nation near India that was formerly known as Ceylon,Sri Lanka
"""Music of the Heart"" was directed by this man, more known for his nightmares",Wes Craven
"The uvea in the eye consists of 3 parts: the choroid, the ciliary body & this colored part lying behind the cornea",Iris
"Don't tell this animal ""Neither a burrower, nor a lender be"":",Badger
"Temple Drake is a college student in this Southerner's controversial 1931 novel ""Sanctuary""",William Faulkner
"In Roman numerals: I, V, X, L...",C (100)
"The world's fourth-largest island, it lies off the southeast coast of Africa",Madagascar
"Once Mighty Joe Young's girlfriend, she played the wife in ""The Astronaut's Wife""",Charlize Theron
"There are about 20,000 species of this organism that consists of an alga & a fungus living as a single unit",Lichen
This sailor recounts his 7 voyages to a poor porter named Hindbad,Sinbad
An 1879 mass movement of Southern blacks to the West was known by this Biblical name,The Exodus
"Masked man haunts a Paris theater, kidnaps rising prima donna, writes music for her","""Phantom of the Opera"""
The Shi'ite branch of this religion believes that its leadership was willed to Muhammad by his son-in-law Ali,Islam
In the 1840s it succeeded Detroit as Michigan's capital,Lansing
"Next time you send a fax, remember ""fax"" comes from this longer word",Facsimile
"You can't beat its pulmonary valve, opening & closing over 60 times a minute",Heart
Common name of the historic 1963 event seen here:,"March on Washington, D.C."
"Teapot, clock & candlestick sing & encourage romance between pretty girl & enchanted prince","""Beauty and the Beast"""
"Its most sacred books are Kojiki, or ""Record of Ancient Events"", & Nihongi, or ""Chronicle of Japan""",Shinto
This capital city's metro region includes Tempe & Mesa,Phoenix
"Spelled one way it's a hinged entryway; spelled another, it's a horse's stride",Gate/gait
The Achilles one joins the calf muscles to the heel bone,Tendon
This organization was founded in 1944 after Tuskegee's president suggested pooling schools' money,United Negro College Fund
HIV-positive artists & musicians sing in a Lower East Side loft,"""Rent"""
"Unlike Luke, Acts specifies that this event took place 40 days after Jesus' resurrection",Ascension
"It's nicknamed ""The Green Mountain City""","Montpelier, Vermont"
Piscatology refers to the art or science of this sport,Fishing
A microdiskectomy fixes a damaged disk in this chain of 33 bones,Spine
"Believed to be part black & part Native American, he was a leader & fatality in the 1770 Boston Massacre",Crispus Attucks
Diplomat has affair with Chinese opera diva who turns out to be a man; diplomat's career is ruined,"""M. Butterfly"""
"In this Chinese religion, the Jade Emperor rules the Earth & the Empress of Heaven rules heaven",Taoism
It lies at the head of Narragansett Bay,Providence
"From the Latin for ""to suffer with"", they're the expressions of sympathy you ""send"" to someone who's grieving",Condolences
"Descartes called this gland ""the seat of the rational soul""; scientists still aren't sure what it does",Pineal gland
This important black church was formally organized in 1816 with Richard Allen as its first bishop,African Methodist Episcopal Church (AME)
Arms-maker's daughter joins Salvation Army to defy dad; he donates money to her cause; she quits in protest,"""Major Barbara"""
"In the classic Hindu trinity, this divinity is the creator of the universe",Brahma
"Once called Edwinton, it was renamed for a German chancellor","Bismarck, North Dakota"
People do it when they ponder something; cows do it when they chew their cud,Ruminate
These are also called your pharyngeal tonsils,Adenoids
"In response to anti-tobacco protests, this toy gave up its attachable pipe in 1987",Mr. Potato Head
"Due to its many canals, this Thai capital has been called ""the Venice of Asia""",Bangkok
Another version has him asleep under a haycock,Little Boy Blue
"""She ain't what she used to be""",the Old Gray Mare
"It's the ""rock"" in Prudential's ads",Gibraltar
Bob Hope says one of his favorites is the 16th at Cypress Point in Pebble Beach,a golf hole
"Since 1578, this city has been the home to the Shroud of Turin",Turin
Fabled city of Arabian Nights' caliph Harun-al-Rashid where Israelis bombed nuclear reactor in 1981,Baghdad
"While the rhyme doesn't mention summer, winter, or spring, it does say he ""had a great fall""",Humpty Dumpty
"Gore Vidal adapted this military-school novel for TV, 1st screenplay he's taken credit for since 1964",Dress Gray
