Question,Answer
"This type of man, reconstructed here, lived in Europe until about 30,000 years ago",Neanderthal
"This 5-letter word refers to a joyous or triumphant song & is derived from Paia, a title for Apollo",a paean
"NAPA VALLEY, CALIFORNIA 1140 HOURS (Agent Sarah of the JCC puts some information on the grapevine.)  I talked to Menzies--the package is headed for the Bay Area's busiest airport with this 3-letter code",SFO
"""Holly came from Miami F.L.A., hitchhiked her way across the U.S.A."" in this classic","""Walk On The Wild Side"""
A bigarade is a bitter one of these; bigarade sauce is often used on duck,(Seville) orange
"Homo erectus reached this island between 1 & 2 million B.C.; Homo Dutch traderensis, in 1596 A.D.",Java
"A Victorian author who rewrote Shakespeare to be less offensive lent his name to this word meaning ""to censor""",bowdlerize
SOMEWHERE IN EUROPE 1635 HOURS (Agent Jon of the JCC practices spycraft with Agent Kelly.)  The location of the package is in a code in this English-language newspaper based in France,the International Herald Tribune
"""Here comes Johnny"" with this Dire Straits tune","""Walk Of Life"""
The name of the sauce chaud-froid means this; it's prepared one way but served the other,hot-cold
"6-mil.-year-old Sahelanthropus tchadensis may be the first this, a term covering us & our humanlike ancestors",hominid
"From the Latin bullire, ""to bubble"", comes this cheery adjective meaning ""overflowing with enthusiasm""",ebullient
"ATHENS, GREECE 2130 HOURS (Agent Cheryl of the JCC checks in.)  Yes, I found Nikkos, but I just missed the package--it left last night out of this city, Athens' main port since 1834",Piraeus
"""Put on my blue suede shoes... touched down in the land of the Delta blues"" begins this 1991 song","""Walking In Memphis"""
This British queen who reigned from 1702 to 1714 was the last monarch of the royal House of Stuart,Queen Anne
"Also called balsamella, this basic French white sauce is made by adding milk to a roux",béchamel
"Australopithecus has the foramen magnum, the hole in the skull for this, facing down rather than back as it did earlier",the spinal column
"Though it sounds like a chaste astrological sign, this word now means an ill-tempered woman",virago
"His twin daughters both married generals, & his portrait of one of his sons-in-law is seen here",Jacques-Louis David
"Capote was born Truman Streckfus Persons September 30, 1924 in this Southern U.S. city",New Orleans
"This breakfast meat comes in links or patties & its name is from the Latin for ""salted""",sausage
Tiffany gemologist George Kunz was instrumental in the adoption of this unit as the standard weight for gems,the carat
"In 1992 Bill Clinton famously remarked ""I didn't"" do this",inhale
"Of 12°, -12° or -112° F., the lowest-ever recorded temperature in Hawaii, back in 1979",12 degrees
"""Shadow of the Vampire"" details the production of this 1922 F.W. Murnau film",Nosferatu
"She's the lead character in Capote's ""Breakfast at Tiffany's""",Holly Golightly
The name of this breakfast item is also used as a verb meaning to speak or write evasively,waffle
"Tiffany's website says in 1886 it introduced this ring as we know it today, with the diamond set above the band",the engagement ring
A prayer to begin a religious service or public ceremony,invocation
"At a place appropriately called Northice on this largest world island, temps dropped to -87° F. in Jan. 1954",Greenland
The Coreys go after vampires in this 1987 film,The Lost Boys
He won an Oscar in 2007 for playing Truman Capote on the big screen,Philip Seymour Hoffman
"This fancy egg dish is said to have been created at Delmonico's in the 1800s; even then, Hollandaise sauce was used",Eggs Benedict
"For its boxes, Tiffany chose a shade of this primary color, recognized as a trademark today",blue
Kin-Tiki was a god of this South American people,the Incas
The coldest annual mean temp over 30 years in the U.S. was 9.3° F. in this state's town of Barrow,Alaska
"""The one name they all fear"" was a tagline for this 2004 blockbuster that starred Hugh Jackman",Van Helsing
Capote invites the world's greatest detectives to his house for a contest in this 1976 film spoof,Murder by Death
"In 1890 a woman named Nancy Green represented this character, the symbol for a pancake mix",Aunt Jemima
In 1861 she received a Tiffany seed-pearl jewelry set from her husband,Mary Todd Lincoln
"Because they were too inexperienced or low in rank for the cavalry, foot soldiers came to be called this",infantry
Charlotte Pass in this 3-named state holds Australia's cold-temperature record with -9° F. in 1994,New South Wales
It's the vampiric Death Dealers vs. the Lycans in this slick 2003 movie,Underworld
"Capote gained fame with this ""other"" worldly 1948 novel about a teenager in a crumbling Southern mansion","Other Voices, Other Rooms"
"In England this dish, bread dipped in an egg-&-milk batter & fried, is called ""Poor Knights of Windsor""",French toast
This daughter of an artist has had her jewelry collections at Tiffany since 1980,Paloma Picasso
The Spanish one was officially founded by Ferdinand & Isabella in 1478,the Inquisition
"In 1954, temps at Rogers Pass in this ""Treasure State"" plunged to -70° F., a continental U.S. record",Montana
"In 2002 Aaliyah played this ""royal"" from Anne Rice's vampire menagerie",Queen of the Damned
"""Cartesian"" refers to the ideas of this man, the ""Father of Modern Philosophy""",Descartes
Gridiron stars: Peyton & Eli,Manning
"A recent discovery reveals that the oldest mammals, large & small, average about 1.5 billion of these per lifetime",a heartbeat
We were both at a meeting of this organization founded in 1957 for those who can't stay away from gaming,Gamblers Anonymous
"Although this country's flag is square, during WWII a rectangular flag was adopted for its boats",Switzerland
"The first Greek philosophers tried to understand the universe, practicing this -ology, from the Greek for ""order""",cosmology
Music makers: Branford & Wynton,Marsalis
The Delta 32 genetic mutation prevents HIV; it's been found in the DNA of those who didn't get this Medieval scourge,the plague
"What a nice chat we had on this country's Garuda Airlines, going from Jakarta to Hong Kong",Indonesia
"The red triangle on this country's flag, a modified Arab revolt flag, represents the Hashemite Dynasty",Jordan
"Christmas carol with the line ""Born is the King of Israel"" becomes a witty English playwright",The First Noël Coward
Fideists say that the source of religious belief is not reason but this,faith
Actresses: Meg & Jennifer,Tilly
"(Jon  of the Clue Crew reports from the lab, where he rolls a coin down an inclined plane.)  Inside vending machines, magnets pick up steel slugs, but U.S. coins go right in, because they're minted from non-magnetic mixed metals, known as these",alloys
"Why it was just 2 Saturdays ago we met after services at the Tabernacle of this church in Battle Creek, Mich.",Seventh Day Adventists
"The 3 colors of this Asian island republic's flag once stood for nationalism, democracy & socialism",Taiwan
The round  glove worn by a baseball backstopper runs for president as a Mormon ex-Mass. governor,catcher's Mitt Romney
This German philosopher's idea of the Ubermensch included included people like Frederick the Great,Nietzche
Filmmakers: Joel & Ethan,Coen
"In this type of bomb, 2 atoms of deuterium collide to produce a helium atom & extra neutrons",a hydrogen bomb (or a fusion bomb)
"I lent you 300 of these, the local currency, last summer in Poland-- oh, of course you've forgotten",złoty
Columbus landed here; the 5 stars represent the federation it was once a part of,Honduras
"The spectacular company that does the ""O"" show in Vegas becomes the star of ""Punky Brewster""",Cirque du Soleil Moon Frye
The opposite of determinism is this 2-word phrase used in an 1889 Henri Bergson book title,free will
Figure skaters: Sarah & Emily,Hughes
"(Cheryl of the Clue Crew spins purple plastic tube.) When the tube spins, high pressure pushes air through it to the lower pressure end, producing sound & demonstrating this principle named for a Swiss mathematician",the Bernoulli principle
"I knew you weren't a fellow vegetarian when I saw you order carne asada, made with this meat",beef
The white bar of this country's flag represents the minority & the green is for the Muslim majority,Pakistan
"'60s TV actress who played identical cousins (identical cousins? seriously?) who brought us ""Take The A Train""",Patty Duke Ellington
He's the only sitting vice president since Martin Van Buren elected to the presidency,George H.W. Bush
She 1st met husband while complaining to S.A.G. about unwanted Communist literature,Nancy Reagan
"It's where relief pitchers, not matadors, warm up",the bullpen
The Middle East's popular pocket bread,a pita
A German river or the wine grown on its banks,the Rhine
What the farmer's wife did to 3 unlucky mice,cut off their tails with a carving knife
This western topper actually holds only about 3 quarts,a ten-gallon hat
"After 1st breaking the engagement, Lincoln went on to marry her",Mary Todd Lincoln
"Because of this rule, no horse has ever won the Kentucky Derby twice",(only) a 3-year old (can run)
16th century development of a pig muzzle was a landmark in harvesting this fungus,truffles
The end of a river that empties into a lake or ocean,the mouth
Slang for a construction worker,a hardhat
Virginia Governor Charles Robb's mother-in-law,Lady Bird Johnson
These 2 former Olympic athletes became movie Tarzans,Buster Crabbe and Johnny Weissmuller
A small Oriental orange or a division of Chinese cuisine,Mandarin
Sam Rayburn Reservoir is this state's largest lake,Texas
'50s fuzzy frontier fad,a Davy Crockett coonskin hat
"In '62 Adlai Stevenson eulogized: ""She would rather light candles than curse the darkness""",Eleanor Roosevelt
He shouts the commands in crew racing,coxswain
City Wiener Schnitzel is named for,Vienna
"Located in Oregon, it's the deepest lake in North America",Crater Lake
"Graduate's cap, it sounds like a plasterer's tool",a mortarboard
Only wife of 1 president & mother of another,Abigail Adams
"Either of 2 Marilyn Monroe films with ""watery"" titles",(1 of) Niagara and the River of No Return
"Finned on fish, scaly on lizards, nonexistent on humans & manx cats",tails
"""The Eternal City""",Rome
"In 1978, this pope reigned for only 34 days",Pope John Paul I
Number of degrees in a circle,360
The 1st permanent English settlement in America,Jamestown
Liz's Nicky,Hilton
"From Latin ""to gnaw"", there are more of this group than all other mammals combined",rodents
"Hitler said this Polish capital ""must cease to exist; level it""",Warsaw
Colonial Maryland was founded as haven for members of this church,the (Roman) Catholic Church
Mathematical function people in the Bible were always going forth & doing,multiplying
"""Reconstruction"" was the 13-year period following this",the Civil War
The film in which Bing sang about a white Christmas & an Easter parade,Holiday Inn
"In mammals, trait determined by presence or absence of Y-chromosome",sex
Moscow park that was scene of murders investigated in recent best-seller & film,Gorky Park
Logarithmic tool outmoded by the calculator,a slide rule
Only U.S. civilians ever executed in America for espionage,Julius and Ethel Rosenberg
"According to Andy Griffith, ""Everything's good that sits on"" this cracker",a Ritz
"Since 300 A.D., this region of N.E. France has been traded 7 times by Germany and France",Alsace-Lorraine
Total meters in a hectometer,100
"In 1959, ""Maverick"" won the Emmy for this category, only year it was given",Best Western
Bavarian village famous for its passion play,Oberammergau
The formula for its volume is V equals pi r²h,a cylinder
Muppets commenting from the balcony in the following,Statler and Waldorf
"Barrymore, Rathbone, Roger Moore & Larry Hagman are among 61 actors to play this character",Sherlock Holmes
"The ""Practical Traveler"" reports on budget types of these small, trendy hotels with the name of a kind of shop",boutiques
Joe provided the voice of Jacques the Shrimp in this 2003 Oscar winner,Finding Nemo
"Anne Sullivan spelled out lectures in this woman's hand, helping her to graduate with honors in 1904",Hellen Keller
"""Batch me""",MacBeth
"The introduction to a 1950s TV show called him the ""daring and resourceful masked rider of the plains""",The Lone Ranger
"8-letter word for knives, forks & spoons when used at the dinner table",flatware
"The New York Times website's ""Where To Stay"" feature suggests the Pensione Maria Luisa De' Medici in this Tuscan city",Florence
"""Be our guest"" & name this enchanting 1991 Disney film that Joe co-wrote",Beauty & The Beast
"Graduating cum laude with a degree in American history, she'd later become First Lady--on ""The West Wing""",Stockard Channing
"""Hell too""",Othello
"The oldest state law enforcement agency in the U.S., it began in 1823 with 10 men",the Texas Rangers
Swimming competition in which any of the standard strokes may be used,freestyle
"The Times' ""36 Hours"" tour of this capital begins at a plaza where people look like extras in an Almodovar film",Madrid
"Not only the voice of Peterbilt, Joe Ranft co-directed & helped write this Oscar-nominated 2006 Pixar hit",Cars
"Before moving to Paris & meeting Alice, she studied psychology at Radcliffe under William James",Gertrude Stein
"""Regal kin""",King Lear
[There's a theme here] A Ranger spacecraft shot 300 close-up photos per minute to help select moon landing sites for this NASA program,Apollo
Adjective for a section of Beijing historically reserved for the Emperors,Forbidden City
"""What to do"" at this Greek site is to visit the Museum of the History of the... games in antiquity",Olympia
Joe ate some of the scenery as Heimlich the Ravenous Caterpillar in this 1998 animated feature,A Bug's Life
A 1973 degree in political science was just the beginning for this first woman Prime Minister of Pakistan,Benazir Bhutto
"""Casual Juries""",Julius Caesar
In WWII Rudder's Rangers attacked the Germans on this cliffs on Pointe Du Hoc in this part of France,Normandy
"An opera from 1900 gave wing to this popular ""insect"" composition by Rimsky-Korsakov",Flight Of The Bumblebee
"""When to go"" to Australia? If it's summer (Dec.), try southern (cooler) states, like this one named for a queen",Victoria
"Also the voice of Elmo St. Peters, Joe was Emmy-nominated as a writer of 1987's ""Brave Little"" this",Toaster
"This poet & author of ""The Handmaid's Tale"" received a Master's from Radcliffe",(Margaret) Atwood
"""It runs a discount""",Titus Andronicus
Rogers' Rangers was a Colonial unit commanded by Robert Rogers during this 1754 to 1763 war,the French-Indian War
"A 17th Century conspirator against British royalty, he has his own ""day"" each November",Guy Fawkes
"(Sarah of the Clue Crew delivers the clue from the Institute of Marine Sciences in UC Santa Cruz) Some crabs go through this shell-shedding process all their lives, but the sheep crab has a terminal one, after which it can't grow",molting
"When it's time for a little ""sex and the city"", spray on Lovely, the signature fragrance of this actress",Sarah Jessica Parker
On the Bay of Bengal: BD,Bangladesh
"On April 7, 1891 this showman folded his big top for the last time",(P.T.) Barnum
"At the Alamo gift shop in San Antonio, you can buy a toy version of ""Old Betsy"", the rifle of this frontiersman",Davy Crockett
One of these devices enables data transmission over a phone line,a modem
"(Sarah of the Clue Crew delivers the clue) Sea urchins' body symmetry makes their teeth fit together in a way that this pupil of Plato compared to a five-sided lantern.  2300 years later, it's still known as his lantern",Aristotle
"The 1991 miniseries ""A Woman Named Jackie"" featured this future Vampire Slayer as the teenaged Jacqueline Bouvier",Sarah Michelle Gellar
It occupies half an island: PNG,Papua New Guinea
"In 1908, 27 years after killing Billy the Kid, he was shot to death by a New Mexico rancher in a land dispute",Sheriff Pat Garrett
"While in the Military, this 34th president of the U.S. was stationed at Fort Sam Houston in San Antonio",Eisenhower
"Traditionally, a cabinet containing a chamber pot, or colloquially, any toilet",a commode
"(Sarah of the Clue Crew delivers the clue from the Institute of Marine Sciences at UC Santa Cruz) The bones of the blue whale's flipper compare to those of the human hand.  Ulna, carples, and these, like your finger bones",the phalanges
"Mel Torme said this jazz great had ""the single best vocal instrument of any singer...in the popular field""",Sarah Vaughn
This African country's name is flip-flopped in French: CI,the Ivory Coast
"This lawyer got liberty & death at Red Hill in Virginia on June 6, 1799",Patrick Henry
"This ""watery"" promenade promoted by the Paseo Del Rio Association claims to be Texas' No. 1 tourist attraction",the Riverwalk
Adjective meaning obsolete or no longer fashionable,outmoded
"(Jimmy of the Clue Crew delivers the clue) As a bottom-dweller, the sculpin has smaller dorsal fins, but holds itself steady with these big fins, from the Latin for breasts.",pectoral fins
"(I'm Andrew Lloyd Webber) ""The Music Of The Night"" was originally written for this performer: she reclaims it in her stage act",Sarah Brightman
"2 West Indian islands, one republic: TT",Trinidad & Tobago
"His ""Song Of Myself"" ended on March 26, 1892",Walt Whitman
In the 19th C. San Antonio was a training site for the African-American Cavalry Soldiers given this animal name,the Buffalo Soldiers
"""People Are People"" & ""Personal Jesus"" were hits for this synth pop group",Depeche Mode
(Sarah of the Clue Crew delivers the clue) Scientists here at UC Santa Cruz discerned that the sunburst species of this flowerlike creature was a separate species and not just a type of the aggregating species,a sea anemone
"Once fired by Lincoln, this Union General took a New Jersey exit on Oct. 29, 1885",(George) McClellan
San Antonio was founded in 1718 when an expedition built a mission & one of these Spanish-named forts,Presidios
Mussorgsky's moniker,modest
He won 3 straight Emmys for dramatic acting & a record 6 straight Grammys for comedy albums,Bill Cosby
"Yuri Shaporin's 1925 opera ""The Decembrists"" was set in this country 100 years earlier",Russia
"This Jim Carrey character had a follow-up film subtitled ""When Nature Calls""",Ace Ventura
He's troubled:  HALT ME,Hamlet
In May 1998 the Justice Dept. & 20 states charged Microsoft with violation of these laws designed to stop monopolies,antitrust
"This African-American folklore laborer: ""Before I let that steam drill beat me down I'll die with my hammer in my hand""",John Henry
"U can't touch this: it's far away, its diameter is 865,000 miles & the part of it we can see is 10,000 degrees",the sun
"1977's ""Royal Hunt of the Sun"" tells the story of the Spaniards' 16th century conquest of this empire",the Inca Empire
"This Rob Schneider character had a follow-up film subtitled ""European Gigolo""",Deuce Bigalow
Jealous jerk:  HELL TOO,Othello
"Around 1900 in Kansas, she wanted folks to stop drinking, so she began taking a hatchet to local saloons",Carrie Nation
"Known for its cephalofoil, this fierce fish can grow 20 feet long",a hammerhead shark
"Good luck, boy-o, gettin' yer hands on one o' these folklore fairies; the word derives from old Irish fer ""little body""",a leprechaun
"In Act 3 of an 1846 Verdi opera, this ""Scourge of God"" is stabbed to death by his lover Odabella",Attila (the Hun)
"Her roles include Motormouth Maybelle in ""Hairspray"" & Matron Mama Morton in ""Chicago""",Queen Latifah
Magic man: PROPOSER,Prospero
"In the early 1790s Haydn stopped in Bonn, Germany & met this young musical genius who would become Haydn's pupil",Beethoven
"Countless hammers have swung since this org.'s founding in 1976, helping to house more than 1.5 million people",Habitat for Humanity
U can't touch this lunar lander Neil Armstrong used; it was released & crashed back into the moon,the Eagle
"Thea Musgrave's opera about her, ""Harriet, a Woman Called Moses"", has 2 acts: ""From Bondage"" & ""To Freedom""",Harriet Tubman
"Matt Stone's writing & producing partner, he's the voice of Eric Cartman",Trey Parker
Demented dad: LINK RAGE,King Lear
In the 1960s the French military stopped using this fortified line of defense named for a war minister,Maginot
"House majority whip from 1995 to 2003, this Texas Republican was known as ""The Hammer""",Tom DeLay
"Touching the bottom of the Challenger Deep in this trench SW of Guam?  Nuh uh--it's 35,840 feet below the surface",the Mariana Trench
"Except for a concert version, Massenet's opera of this 11th c. Castilian hero wasn't staged from 1902 to 1999",El Cid
"This star of ""Sin City"" & ""The Spirit"" was named after the Bionic Woman",Jaime King
Venice disguiser: AIR TOP,Portia
"On Nov. 5, 1605 he wanted to blow up Parliament to stop the persecution of Roman Catholics in England",Guy Fawkes
"This tough guy private detective was the main character in the 1952 novel ""Kiss Me, Deadly""",Mike Hammer
"This, Pu-239, has a half-life of 24,100 years; yours would be a lot shorter if you touched it",plutonium
"On June 15, 2009 President Obama addressed this group to try to get them to scrub in & agree to health care reform",the AMA (the American Medical Association)
"On May 5, 1904 he pitched the first perfect game in A.L. history; no wonder that big pitching award is named for him",Cy Young
"""The City of Paul Revere""",Boston
"Fiesta, Gala, Rome Beauty",apples
"The playoff type of this isn't just for athletes; It's also ""grown by male college students during... finals week""",a beard
"(Sarah of the Clue Crew reports from inside a B-17.)  Because of its heavy defensive armament, including .50 caliber machine guns, the B-17 was dubbed the ""Flying"" this; Nazi propaganda tried to change that to ""Flying Coffin""",Fortress
"""We are their voice"" is the motto of this 5-letter group, the first animal protection organization in the United States",the ASPCA
"On May 18, 2004 it was no runs, no hits, no errors when this 6'10'' Arizona ""Big Unit"" baffled the Braves",Randy Johnson
"""The Big Heart of Texas""",Austin
"Cardinal, Catawba, Concord",grapes
"It's one way to make use of an unwanted present; a usage example begins, ""Grandma gave me a horrible sweater""",regifting
"(Kelly of the Clue Crew reports from outside a B-17.)  One of the B-17's key targets was Schweinfurt, a manufacturing center for BBs, not air rifle pellets, but these round items vital to the German war effort",ball bearings
"Garrison Keillor would be proud of this denomination's ""Services in America"", helping 6 mil. people a year",the Lutheran Church
"On May 8, 1968 Catfish Hunter was unhittable for this Charlie Finley-owned team",the Oakland A's
"""The Green Mountain City""",Montpelier
"Sweetheart, Kansas Sweet, Rainier",cherries
"""Love and affection shared by two straight males"" is this type of affair",a bromance
"(Kelly of the Clue Crew reports from inside a B-17.)  I'm at the station used by this crew member, who would carry the mission flight plan on rice paper, so he could eat it if he had to bail out over enemy territory",the navigator
The veterans group for this Cold War alliance's military forces is based in New Brunswick,NATO
"You gotta know when to hold 'em, know when to fold 'em; on July 28, 1994 this Texas Ranger with a familiar name did",Kenny Rogers
"""The Queen of the Golden Empire""",Sacramento
"Burbank, Santa Rosa, Green Gage",plums
"Title of a dy-no-mite '70s sitcom, it's said ironically about something not all that fun & ""often used in a repetitive manner""",good times
(Sarah of the Clue Crew reports from inside a B-17.)  One of the great poems of World War II is about the death of a gunner in this turret named for its shape; crewman routinely flew 12-hour missions crammed in here,the ball turret
This society for conservative & libertarian lawyers has the name of an early U.S. political party,the Federalist Society
"This ""Husky"" White Sox lefty was perfect against Tampa Bay on July 23, 2009",Mark Buehrle
"""The Bluegrass Capital""",Frankfort
"Sugarloaf, Red Spanish, Hilo",pineapples
"Rhyming with ""juiced"", it's ""to lose one's job because of one's blog"", coined by blogger Heather Armstrong",dooced
"(Sarah of the Clue Crew reports from inside a B-17.)  The bombardier took aim through this top-secret bombsight that was said to be able to drop a bomb in a pickle barrel from 18,000 feet",the Norden bombsight
The Billboard Book of No. 1 Hits says this song brought mail from history teachers who hailed it as an educational aid,"\""We Didn't Start The Fire\"" (by Billy Joel)"
"He wrote the verse ""Hush, hush, whisper who dares, Christopher Robin is saying his prayers""",A. A. Milne
...& the Gang,Kool
"(Cheryl of the Clue Crew reports from the set of The Producers.)  According to the cast of ""The Producers"", actors say this three-word phrase, instead of ""Good luck""","""Break a leg"""
"On April 10, 1849 Walter Hunt received a patent for this cloth diaper fastener",a safety pin
"In Sweden, if you hear funny noises in your home or in your chest, dial 112 instead of this U.S. equivalent",911
It's the year in which the last U.S. Census was taken,2000
"This author's ""Lord of the Flies"" has been turned into films directed by Peter Brook & Harry Hook",(William) Golding
...& the Miami Sound Machine,Gloria Estefan
"(Sofia of the Clue Crew is backstage at the Gershwin Theatre.)  These are the areas just offstage, and actors wait in them to make their entrances",the wings
"In 1825 Hannah Montague, tired of washing her husband's shirts because this was soiled, invented a detachable one",a collar
"The British may call home by ""reversing the charges"", which we know as calling this way",collect
"It's a big lie, or a big burger from Burger King",a Whopper
"Near the end of this novel, Madame Defarge is killed with her own gun during a struggle with Miss Pross",Tale of Two Cities
...& the Blackhearts,Joan Jett
"(Sarah of the Clue Crew has snuck into the dressing room of Hairspray.)  It's considered bad luck to mention the name of this play in the dressing room; actors call it ""The Scottish Play""",Macbeth
Eli Whitney's model for this was stolen & manufactured by competitors before he received his patent in 1794,the cotton gin
"By our informal estimate, this question from the ""Scooby-Doo"" theme song also begins 70% of cell phone calls","""Where are you?"""
"The name of this dark brownish red comes from the French word for ""chestnut""",maroon
"The traveller in this 1895 tale finds himself in the year A.D. 802,701",The Time Machine
...& the Funky Bunch,Marky Mark
"(Oooooooklahoma!  Where Sofia's standing on the set.)  It's the term for raising or lowering scenery above the stage; it's also what Mary Martin did in ""Peter Pan""",fly
His father Robert attempted to build a mechanical reaper but failed; he succeeded & became quite wealthy,(Cyrus) McCormick
"Including a transmitter & a receiver, the part of a telephone you pick up has this ""manual"" name",handset
"It's the answer to the sphinx's riddle:  ""What walks on 4 legs in the morning, 2 at noon, and 3 in the evening?""",man
It's J.G. Ballard's saga of a British boy separated from his parents & interned in a Japanese prison camp during WWII,Empire of the Sun
...& the Range,Bruce Hornsby
"(Jimmy and the rest of the Clue Crew, on stage at the St. James Theatre.)  It's the two-word term for the event after a play when the actors appear to take their bows",a curtain call
"His 1769 patent was for ""a new method of lessening the consumption of steam and fuel in fire engines""",James Watt
"Dude, your mobile phone is, like, so bad; call me back on this alliterative term",a land line
"By definition, orogeny is the geologic process by which these are formed on earth",mountains
Richard Nixon's Checkers speech said that his wife was named Patricia Ryan & born on this holiday; neither was true,St. Patrick's Day
"He wrote the short story ""The Sentinel"" on which the film ""2001: A Space Odyssey"" was based",Arthur C. Clarke
You'll find the island of Madagascar in this ocean,the Indian Ocean
This ribbed cotton fabric can be wide-wale or pin-wale depending on the width of the ribs,corduroy
"Britain's National Army Museum says she used the lantern seen here, not the glass one she's usually pictured with",Florence Nightingale
A public burial ground for poor or unidentified people,a potter's field
"Mexicans under Gen. Zaragoza won a great victory on this date in 1862, celebrated with a fiesta on L.A.'s Olvera Street",the fifth of May (Cinco de Mayo)
"I'm sorry, Dave, Douglas Rain provided the voice of this ultimately murderous computer",HAL
"Bermuda's capital city, it shares its name with the last name of a man of U.S. currency",Hamilton
"The Federal Trade commission classifies wool that is new, pure & unrecycled as this",virgin
"A volunteer nurse for the union, this little woman published her wartime letters in 1863's ""Hospital Sketches""",Louisa May Alcott
"A wood or coal-burning stove with a rounded, bulbous body",a potbelly stove
"On the festive day of April 5, 1722 Jakob Roggeveen visited this South Pacific island",Easter Island
"He directed ""2001: A Space Odyssey"" between ""Dr. Stangelove"" & ""A Clockwork Orange""",Stanley Kubrick
"Jagiello, Grand Duke of Lithuania, married Queen Jadwiga & became King Wladyslaw II of this country in 1386",Poland
This brocaded fabric uses gold or silver metallic threads; Elvis had a famous gold tuxedo made of it,lame
"Called the ""Moses of Her People"", she served as a cook & a nurse for the Union Army during the Civil War",Harriet Tubman
"It's formed by the confluence of its North & South branches near Cumberland, Maryland",the Potomac
In 1970 this country moved carnival from before Lent to late July,Cuba
"Starring Roy Scheider, it's the sequel to ""2001"" filmed in 1984",2010
"Communities on this ""potent potable"" island N. of Venezuela include Emmastad, Nieuwpoort & Julianadorp",Curacao
"Before this can be made into linen, it must be retted, or partially decomposed, to separate the fibers",flax
"Trained as a nurse at White Plains hospital, she's credited with coining the term ""birth control""",Margaret Sanger
The Big 3's last meeting during World War II took place in July 1945 in this city near Berlin,Potsdam
"Appropriately, this 1846 California ""Revolt"" began on Flag Day, June 14",the Bear Flag Revolt
"This composer's tone poem ""Thus Spake Zarathustra"" has become virtually synonymous with the film",Richard Strauss
The Mosel is a tributary of this 820-mile-long European River,the Rhine
"The name of this crinkled, striped fabric is from Persian for ""milk sugar""; it's both smooth as milk & bumpy as sugar",seersucker
This Australian nurse devised a method for treating polio,Sister Kenny
"In the Bible, he buys Joseph as a slave",Potiphar
This 20th century U.S. president was the first to receive full-time protection from the Secret Service,Theodore Roosevelt
A spot in this California nat'l park is the lowest place in the Western Hemisphere -- 282' below sea level,Death Valley
Heloise suggests dyeing your kids' pancakes this color on Saint Patrick's Day,Green
It's the site where the mission seen here began in 1995 (space shuttle liftoff),Cape Canaveral
Here's the naked truth:  this 1997 film is the highest-grossing British movie in history,"""The Full Monty"""
The papers with this name in NYC & L.A. have combined daily circulations of over 2 million,Times
"Administered by Pakistan, it's the second-highest mountain in the world",K2
"Paul Revere Mall, a park in this city, has bronze tablets honoring the people of the North End",Boston
"You can make pudding, as well as pie, from the pulp of this jack-o'-lantern gourd",Pumpkin
They're the 2 historic former presidents seen here in 1992 (at a ranch),Ronald Reagan & Mikhail Gorbachev
"Of ""Carousel"", ""Rollercoaster"" or ""Midway"", the film that featured a very young Helen Hunt","""Rollercoaster"""
"Meaning of the name of Nicaragua's La Prensa, or what Nicaragua hasn't always had ""freedom of""",The Press
In 1970 McDonnell Douglas introduced this jetliner to compete with the Boeing 747,DC-10
"About 1/3 of this state's visitors arrive by cruise ship, many from Vancouver, British Columbia",Alaska
"Cheese kreplach & cheese blintzes are suggested dishes for Shavuot, a holiday of this religion",Judaism
Rhyming nickname of the man seen here who kept the world informed in 1991,"""Stormin' Norman"" Schwarzkopf"
"This ""heavenly"" Meg Ryan film shares its name, but not its plot, with a Tony-winning musical","""City Of Angels"""
Portland's largest paper is The Oregonian; this is Nashville's,The Tennesseean
"Slang for ""square"", it's the name of an all-female rock band of the 1990s",L7
"Elfreth's Alley, not far from Betsy Ross' home in this city, is the USA's oldest continuously occupied street",Philadelphia
Cinco de Mayo is the perfect time to serve margaritas & this classic avocado dip,Guacamole
"The ""thrilling"" Manila brawler seen here in 1975 (he lost)",Joe Frazier
"This sister of Francis Ford Coppola appeared in all of his ""Godfather"" films",Talia Shire
"Correct pronounciation of the name of a 234-year-old Hartford paper, or the type of ""events"" it covers","Courant (as in ""current"")"
Abbreviation for the period of one's education from age 4 to 6 through high school,K-12
"A statue of this Spanish explorer is displayed at Fountain of Youth Park in St. Augustine, Florida",Ponce de Leon
This Hawaiian island celebrates its famous onions with an annual festival that includes a recipe contest,Maui
He's the deposed dictator seen here in custody (captured in 1989),Manuel Noriega
"Kirk Douglas played the ""gentleman caller"" in the film version of this Tennessee Williams play","""The Glass Menagerie"""
This Tulsa morning paper is a translation of Germany's Die Welt,The Tulsa World
"Vernon Kell, known as ""K"", headed this British security service when it was founded in 1909",MI5
Sweden's got a Gota one  -- it was dug at the same time as the USA's Erie one,Canal
"Last name of the mother & son who were ""Miss Lillian"" & ""Grits""",Carter
"Pepsi canceled a deal with her after complaints over the ""Like A Prayer"" video",Madonna
In the 1970s this state gave the U.S. Nixon's disgraced VP & a governor convicted of mail fraud,Maryland
"You can't see the ""end"" of this colorful arc in the sky because it doesn't have one",Rainbow
"If you taste-test Cortlands against Valencias, you're comparing these",Apples and oranges
In 1792 King Gustav III was shot at this type of ball; he thought he wouldn't be recognized,Masquerade
