Question,Answer
Characters from this play circling Uranus are Ariel & Miranda,The Tempest
This dance from the south of Spain comes in 2 styles; the serious jondo & the lighter chico,the Flamenco
Ball Park franks do this when you cook 'em,plump
In March 1981 Bobby Sands began one of these for the IRA; he died in May as a result,a famine
"When Ryan O'Neal apologizes to Barbra Streisand in ""What's Up, Doc?"" she quotes this line from ""Love Story""","""Love means never having to say you're sorry"""
Goneril & Regan's sister orbiting Uranus,Cordelia
"This TV Guide columnist, sans Roger Ebert, reviews movies due to air during the upcoming week",Siskel
Benvenuto Cellini's most famous surviving work is a gold cellar for this seasoning,salt
"Little Bo knows this isn't a lamb sound, but a baby bird noise",peep
The number of counties assigned to Northern Ireland after the 1920 split,six
"Woody Allen was ""Russian"" to romance Diane Keaton in this '75 film inspired in part by ""War and Peace""",Love and Death
"Othello called her his ""Fair Warrior""",Desdemona
The melodic instrument of this country's native people is the didjeridu,Australia
The chicken scratches on your prescription show your doctor doesn't have good this,penmanship
The revolutionary Fenians invaded this British overseas dominion in 1866 & 1870,Canada
Michelle Pfeiffer teamed up with Dennis Haysbert in the 1992 film named for an airport,Love Field
"When found by a watchman, she was ""Bleeding, warm and newly dead""; now she's found around Uranus",Juliet
No hints.  The columnist seen here,Heloise
In 1634 this artist married the wealthy Saskia Van Uylenburgh & used her as a model,Rembrandt
You don't have to be a chess player to hock chess pieces in one of these,a pawn shop
"The first 2 Irishmen to win Nobel Prizes for literature, in 1923 & 1925, they share the middle initial ""B""",William Butler Yeats & George Bernard Shaw
Rod Steiger played the amorous Mr. Joyboy in this comedy based on an Evelyn Waugh novel,The Loved One
"Moons III & IV are this royal fairy pair from ""A Midsummer Night's Dream""",Titania & Oberon
"Once a columnist for Esquire, she co-wrote the screenplays ""Sleepless in Seattle"" & ""Mixed Nuts""",Nora Ephron
This Bauhaus founder became a U.S. citizen in 1944 & taught architecture at Harvard,Walter Gropius
"""Circumstance"" partner for Elgar",pomp
It's the only state capital whose name has 3 sets of double letters,Tallahassee
The Hellenic Star is a leading newspaper in this European capital,Athens
"High school buddies might want to apply to Friends University, based in Wichita in this state",Kansas
"Whoopi hosted, Sidney was honored, Halle won Best Actress & he won Best Actor",Denzel Washington
"Size of Don Ho's ""Bubbles""",Tiny
You may want to move to the back of the boat it you're this lowest rank of Admiral in the Navy,a Rear Admiral
"From the Latin for ""lying down"", it's a small compartment for work or study",cubicle
"With seating for 50,000, the world's largest arena for bullfighting is found in this Western Hemisphere capital",Mexico City
Western Michigan is in Kalamazoo; Nothern Michigan is in Marquette; this university is in Ypsilanti,Eastern Michigan University
A tribute to New York on film was introduced by this usually absent-from-the-Oscars director,Woody Allen
"You certainly come up short if you're ""knee-high to"" this insect or creme de menthe cocktail",a grasshopper
"It's the official song of the U.S. Navy, my boys","""Anchors Aweigh"""
Spreading insecticides by airplane,cropdusting
"Depending on the movie, Godzilla crushes either New York or this Asian capital of 8 million",Tokyo
Famous alumni of this Baltimore school include Rachels Carsons & Michaels Bloombergs,Johns Hopkins
"Presenting an honorary award to Robert Redford, she reminisced about the way they were",Barbra Streisand
"According to the AKC, Yorkshire Terriers, Pomeranians & Pugs belong to this dog group",toys
"This Armed Forces branch normally operates under the D.O.T., but in wartime it operates under the Navy",the Coast Guard
A melodramatic drama serial in which each episode ends in suspense,a cliffhanger
"In Mandarin, this city's name means ""northern capital""",Beijing
"(Hi. I'm Mark Cuban, entrepreneur and owner of the Dallas Mavericks.) I dreamed up broadcast.com when I wanted to watch this Bloomington school's basketball team",the University of Indiana
"Randy Newman broke his almost Lucci-long losing streak with ""If I Didn't Have You"", a song from this film","Monsters, Inc."
Among its meanings are a small quantity; to waste time; & a custard & cake soaked in wine dessert,trifle
He was once U.S. Secretary of the Navy & was married to Elizabeth Taylor,(John) Warner
The metal grille projecting from the front of a locomotive,a cowcatcher
A Pacino is an Oscar-winning actor; a paceno is a resident of this South American capital,La Paz
Methodists founded this Connecticut University & named it for Methodism's founder,Wesleyan
This Oscar-winning film featured the talents of Mike Myers,Shrek
In the dictionary this word for extremely small follows something extremely big -- infinite,infinitesimal
"The U.S. Navy's Submarine Officer School is headquartered at this ""New"" city in Connecticut",New London
The main alphabet used by the Russians,Cyrillic
"(Sofia is at Fort McHanry in Baltimore.) In 1948 he issued a proclamation that the flag fly over Fort McHenry 24 hours a day, as a perpetual symbol of our patriotism",Truman
"A football player's shirt, or the fabric from which it might be made",a jersey
"The narrator of the Poe story asks, ""What was it that so unnerved me in the contemplation of"" this title ""house?""",the House of Usher
"This 1321 poem of more than 14,000 lines details a journay to Hell, Purgatory & Heaven",The Divine Comedy
The flowers of this yellow lawn weed are sometimes used to make wine,dandelion
"The word for this blue jean material comes from a fabric that was manufactured in Nimes, France",denim
"(Jimmy of the Clue Crew reports from Cincinnati.) Born in this room, he was big for his age as a baby; he weighed 220 in college and 300-plus in the White House",Taft
"RG stands for this position (& perhaps for his deodorant, too)",right guard
At the beginning of a Bronte novel this heroine is living with her unpleasant relatives at Gateshead Hall,Jane Eyre
"In Latin, his name means ""light bearer""; please allow Mick Jagger to introduce him in ""Sympathy For The Devil""",Lucifer
There are 2 kinds of true sequoia trees in North America: the giant sequoia & this one,the redwood
"This device that helps you land safely after jumping out of a plane is French for ""prepare to fall""",a parachute
He was president during the Spanish-American War,McKinley
This NFL team's cheerleaders are officially known as the Gold Rush,the San Francisco 49ers
"www.pemberley.com is a website for fans of this author, because Pemberley was the name of Mr. Darcy's estate",Jane Austen
"(Hi. I'm Kevin Cronin of REO Speedwagon.) In 2001 we toured with this band whose name comes from a river in Hades & who sang ""Come Sail Away""",Styx
This part of a flower's stamen contains the pollen,the anther
"This fabric word come from the phrase ""gloves of Sweden"", where the leather was buffed",suede
This president seen  here was 65 years old when he took office in 1857,(James) Buchanan
"(Hi. I'm Jerome Bettis, running back for the Pittsburgh Steelers.) In 1997 I became the first Steeler since this man to win the Steelers' MVP award 2 years in a row",Terry Bradshaw
"In ""Alice in Wonderland"", this character's house has chimneys shaped like ears & a roof thatched with fur",the March Hare
"In this 1944 Sartre play, hell is represented by a gaudy Second Empire salon",No Exit
Rembrandts are late-blooming varieties of these perennials,tulips
"First developed in France, the name of this sport comes from the word meaning ""take this"", as in try to hit it",tennis
In 1848 he bacame the last Whig to be elected president,(Zachary) Taylor
"Jason Miller, who was a lifelong fan of Notre Dame played this great coach of the '60s & '70s in the 1993 film ""Rudy""",Ara Parseghian
"In ""A Streetcar Named Desire"", it's the name of Blanche & Stella's family plantation that, sadly, has been lost",Belle Reve
"In ""Paradise Lost"", this ""Prince of Devils"" is a chief lord of the land down under, second only to Satan",Beelzebub
"This word for sophisticated means ""of good air"" or ""good lineage""",debonair
"She has over 30 honorary degrees, wrote a poem for Clinton's first inauguration & now has a line of Hallmark Cards",Maya Angelou
He designed the writing box on which he wrote the Declaration of Independence,Thomas Jefferson
Quickly: ASAP,as soon as possible
It makes a blacksmith's job much easier that this part of the horse has no nerves,hoof
This battered & deep-fried delight of meat on a stick dates from the 1940s,corn dog
In the 1990s this Chicago Bulls guard was the MVP of the NBA Finals a record 6 times,Michael Jordan
Reportedly the Lapps were the first to depict Father Christmas with a sleigh drawn by these,reindeer
"Appropriately, this state had only 2 signers, the fewest of the 13 states",Rhode Island
A beast-loving group: PETA,People for the Ethical Treatment of Animals
(Sofia of the Clue Crew)  A horse's slowest natural gait is a walk; this is the next one up in speed,trot
"In a bizarre twist of fate, George W. Bush almost choked on one of these on January 13, 2002",pretzel
In June 2002 this Lakers coach became the all-time leader in playoff victories by winning his 156th game,Phil Jackson
"This novelty hit begins, ""Christmas, Christmas time is near, time for toys and time for cheer""","""The Chipmunk Song"""
"Among other things, this ruler was taken to task ""for imposing taxes on us without our consent""",King George III
Like some stocks & drugs: OTC,over the counter
"It can mean any small horse, but according to the AQPA it's one under 58 inches tall",pony
"Chester, seen here, is the spokescat for this snack brand, launched nationally in 1948",Cheetos
In 1995 this Houston Rockets center scored a then-record 131 points in a 4-game NBA Finals,Hakeem Olajuwon
"He first described Santa as ""chubby and plump"" & ""a right jolly old elf""",Clement Clarke Moore
This is the first of the self-evident truths,that all men are created equal
An advanced degree: MFA,master of fine arts
This horse breed was running around the peninsula of the same name as early as 2500 B.C.,Arabian
"This word follows Hot, Lean & Croissant in the names of stuffed sandwiches from Chef America",Pockets
The NBA's Coach of the Year Trophy is named for this longtime Celtics coach,Red Auerbach
"This alternate name for old St. Nick came from the German for ""Christ Child""",Kris Kringle
"This man presided over the debate leading to the Declaration; his namesake great-grandson was president, 1889-93",Benjamin Harrison
A standard: GMT,Greenwich Mean Time
"(Sarah of the Clue Crew)  This can be the circumference of the horse's chest, or the band I'm making nice & tight to keep the saddle in place",girth
"O.D. McKee named this brand of snack cakes for his granddaughter, & its logo seen here bears her image",Little Debbie
"In 1987 7'7"" Manute Bol was a teammate of 5'3"" Tyrone Bogues, better known by this nickname",Muggsy
"(Jimmy of the Clue Crew)  He began creating his own Christmas ornaments in the 1980s, & now sells over 1,200 designs like this one",Christopher Radko
"Coming from the West Bank, you might cross over Mount Pisgah to get to this capital city of Jordan",Amman
"Adapting pagan images, artists began putting pairs of these on angels to distinguish them from humans",wings
"One of his most famous movie lines is ""Of all the gin joints in all the towns in all the world, she walks into mine""",Humphrey Bogart
"In a criminal trial, a defendant's guilt must be proved ""beyond"" this",reasonable doubt
Robert Leroy Parker used this famous alias when he rode with the Sundance Kid,Butch Cassidy
Light conversation,small talk
"You can cross over the Dead Sea on your way to Jordan's Mount Nebo, where this biblical figure is said to have died",Moses
"In the 9 orders of angels, this group that includes Michael ranks second-lowest",Archangels
"In ""Taxi Driver"" he asked himself, ""You talking to me?  You talking to me?""",Robert De Niro
4-letter word for a charge or encumbrance placed on one's property to secure payment of a debt,lien
Nguyen Tat Thanh began using this alias around 1941 when he founded the Viet Minh,Ho Chi Minh
Slang for television,small screen
"You can cross the Jordan where it joins with the Yarmuk River just south of this ""sea""",Sea of Galilee
"The flowers seen here are called ""the Angels' version of"" this instrument",trumpet
"At the end of ""Little Caesar"", this actor cries, ""Mother of mercy, is this the end of Rico?""",Edward G. Robinson
"This adjective means ""having left a will""; add the letters ""in"" & it means ""without making a will""",testate
This man was using the alias Thomas Howard when Bob Ford killed him in 1882,Jesse James
Trivial tubers,small potatoes
Crossing Jordan from north to south you'll start & end in these 2 countries that begin with the same letter,Syria & Saudi Arabia
"A Latin word for ""angel"", it's a Catholic prayer & also the bell that's rung when you recite it",Angelus
"In the best picture of '95, this actor exclaimed, ""They may take our lives, but they'll never take our freedom!""",Mel Gibson (from Braveheart)
The name of this writ that tells a lower court to butt out also applies to the 18th Amendment,writ of prohibition
She adopted the alias Tania while robbing banks with the SLA,Patty Hearst
"Proverbially, you might be ""a big fish in"" one of these",a small pond
To cross over to Jordan from Egypt you can sail over this Red Sea gulf to the port city that bears its name,Gulf of Aqaba
"In the ""Inferno"", an angel admits Dante & this poet-guide to the Sixth Circle of Hell",Virgil
"In ""My Favorite Year"" he wails, ""I'm not an actor, I'm a movie star!""",Peter O'Toole
"This 2-word Latin phrase used as a plea means ""I will not contest it""",nolo contendere
This Civil War guerrilla leader who wreaked havoc in Kansas used the alias Charles Hart,William Quantrill
It devastated overcrowded Scottish slums in the 19th century,smallpox
"This state is 2nd in blueberry production, 3rd in cranberries, 4th in peaches but 1st in chemical production",New Jersey
"Paraguay, Uruguay",South America
"Just for you, a serving of this layered Italian dish seen here",Lasagna
"Make no apology for this classic board game, the game of ""sweet revenge""",Sorry!
"April 14, 1828: Noah Webster publishes this type of book",a dictionary
"Deep Blue, who beat Garry Kasparov in a chess match in 1997, was actually one of these",a computer (a supercomputer accepted)
"Not 7th & not 9th, but the ordinal one in between",E-I-G-H-T-H
"Estonia, Romania",Europe
How about some Middle East fast food? This sandwich of fried chickpea balls & tahini sauce served in a pita,a falafel
"The hot toys for Christmas 2009 were the hamsters from this brand of ""pets"" with a double talk name",Zhu Zhu Pets
"May 21, 1927: Charles Lindbergh becomes the first man to fly solo across this body of water",the Atlantic Ocean
"The highest peaks of the Blue Ridge Mountains are in this ""Tar Heel State""",North Carolina
The element we need to breathe to survive,O-X-Y-G-E-N
"El Salvador, Costa Rica",North America
Pretend it's Friday because I've whipped up the New England style of this soup,clam chowder
Bionicle is one of the lines from this brand of building blocks,Lego
"June 8, 68: Servius Sulpicius Galba becomes this empire's emperor",Rome
Spores of Penicillium roqueforti are used to make a blue type of this,cheese
The second month of the year,F-E-B-R-U-A-R-Y
"Sierra Leone, Senegal",Africa
"I know it's not Hanukkah, but I've made you some of these traditional potato pancakes anyway",latkes
"Spheres transform into warriors, like Skyress & Stinglash from this line of battle brawlers",Bakugan
"May 9, 1927: this country's parliament moves to Canberra",Australia
A Russian blue is this type of animal,a cat
The written note from a doctor to a pharmacist telling what medicine you need,P-R-E-S-C-R-I-P-T-I-O-N
"Laos, Turkmenistan",Asia
"Could I interest you in a big, fat portobello sandwich, the portobello being a type of this?",a mushroom
Scrabble this is a card game in which players throw down their cards to change existing 4-letter words,Scrabble Slam
"September 14, 1847: General Winfield Scott captures this western hemisphere capital city",Mexico City
One of the loudest animals on earth is the blue type of this creature; it can be heard over 500 miles away,a whale
"It sounds exactly like the name of a great lake, but it means weird or uncanny",E-E-R-I-E
"In his inaugural address, he mentioned that ""44 Americans have now taken the Presidential Oath""",Obama
"Beyonce had us dancing when she sang, ""'cause if you liked it then you should've"" done this","""put a ring on it"""
"When Mr. & Mrs. Fox start a family, the babies are called pups, kits or this, like a bear's",cubs
"""Worm"" by Jill Bailey focuses on this kind of worm found in the soil",an earthworm
The photo seen here ran to coincide with an exhibit on the terra-cotta warriors of this country,China
"To force out, like a student from school (but not you, of course!)",expel
"Upon the USA's entry into World War I, he told Congress, ""We desire no conquest, no dominion""",(Woodrow) Wilson
Sasha Cohen & Evan Lysacek are among those who've dazzled in Smucker's Stars on this,Ice
"The fantastic Arctic fox changes color with the seasons, from gray or brown in summer to this color in winter",white
"In the kids' book ""Granddad's Fishing Buddy"", little Sara puts a piece of licorice instead of a worm on this",hook
There's a break in the case of this young king's death: he had a broken leg that could have gotten infected,King Tut
Term for the daughter of a person's sister or brother,a niece
"Only 5'6"", this 8th President was a mini-van",Martin Van Buren
"On TV her pets go way beyond cats & dogs, because she's ""The Jungle Girl""",Bindi (Sue Irwin)
"Foxes are members of canidae, this domestic animal's family",a dog
"Doreen Cronin's series of creepy-crawly journals includes this ""of a Spider"", ""of a Fly"" & ""of a Worm""",a Diary
A 2010 cover story shows just how smart & even verbal this species of dolphin is,the bottlenose
"It's a 5-letter word for ""poisonous""",toxic
"This early 20th century president's foreign policy style was known as ""big stick diplomacy""",Theodore Roosevelt
"She's a goldfish who wants to become human (funny, I'd kind of like to be a goldfish)",Ponyo
The small gray Bengal fox is found in grassland regions of this subcontinent,India
"In a book by Leo Lionni, this type of worm is proud that he can measure anything",an inchworm
"The lion seen here is from this desert in southern Africa, where they, very sensibly, do most of their hunting at night",the Kalahari
"On Dec. 6, 1973 he took the oath of office as Vice President; 8 months later he succeeded to the presidency",(Gerald) Ford
Madame Medusa & a pair of crocodiles torment the title mice in this Disney classic,The Rescuers
"Mr. Fox is not so fantastic if you're raising chickens; there's a proverb about not letting him near this ""house""",the hen house
"It's really a snake, but this Shakespeare queen asks for ""the pretty worm of Nilus, that kills and pains not""",Cleopatra
The photo here was taken in a national park; the distinctive trees are named for this biblical man,Joshua
2 of the 4 U.S. states that border Mexico,"(any 2 of ) Texas, New Mexico, Arizona, California"
"On the suggestion she reacquire & sell her infamous blue dress, she asked, ""What sort of girl do you think I am?""",Monica Lewinsky
A house falls on a Kansas girl & the evil woman inside must find her way back to a magical land in this '39 film,The Wizard of Oz
"This denomination is the oldest coin still in circulation, having been first minted in 1793",the penny
"Meaning ""son of"", the -ian ending is common among people of this heritage, like ex-California gov. Deukmejian",Armenian
It's the serpentine name for the roll seen here,snake eyes
Eggs fried briefly on the yolk side,over easy
"Asked to join a couple in a restaurant, this ""Bill & Ted"" star declined with a polite ""No thanks.  I'm thinking""",Keanu Reeves
Talia Shire takes on Apollo Creed for the heavyweight crown as this title pug looks on accordingly,Rocky
"Minted from 1979 to 1981, the coin featuring her was the first depicting a real woman that went into general circulation",Susan B. Anthony
We're not sure what one calls residents of this Indiana community where Larry Bird was born,French Lick
"This critter seen here may not be able to change its spots, but we can",a leopard
"Very cloudy, with no sun shining through",overcast
"An NYU student said of this Clinton foe, ""He's obviously a better teacher than he is a special prosecutor""",Ken Starr
"FBI man Anthony Hopkins pursues Julianne Moore's Clarice the Cannibal, okey-dokey?",Hannibal
Congress honored this slain U.S. senator from New York on a 1997 commemorative silver dollar,Robert F. Kennedy
"A term for this Mexican-American as in the ""studies"" that form a program at the Univ. of Texas-El Paso",Chicano
This variety of peas seen here can really hit the spot,black-eyed pea
It's the fortuitous farm fashion featured here,overalls
"Asked to name 3 things she liked about Rick Lazio, her opponent for Senate, she said, ""He's an attractive young man""",Hillary Clinton
Tough cop Bonnie Bedelia takes on terrorists that take over hubby Bruce Willis' office building,Die Hard
"Scheduled for release in 2008, the last of the commemorative state quarters will honor this state",Hawaii
"If JFK had been in Vienna on June 26, 1963, his declaration in German would have gone like this",Ich bin ein Vienner
By Jove!  A close-up of the surface of this planet is seen here,Jupiter
It's the highest gear in an automatic transmission,overdrive
"After being on ""Millionaire"", this TV ""Batman"" said ""There's a lot of pressure trying to be smarter than... Valerie Bertinelli""",Adam West
All Rebecca De Mornay wants to do is get into Princeton but she must deal with prostitute Tom Cruise,Risky Business
The 2 Federal Reserve notes now being issued that don't feature a president,the $10 bill & the $100 bill
Novocastrian is a posh name for residents of this British city on the Tyne,New Castle
The creature seen here can give you this spotted disease,Rocky Mountain spotted fever
"This ""Operation"" was the Allied name for the D-Day invasion of Europe during World War II",Overlord
"It's Ohio's largest city, as well as the capital",Columbus
Men's platform diving (1988),Greg Louganis
"An atom consists of 3 basic types of particles called protons, neutrons & these",electrons
"Howard Cosell covers an assassination & a marital consummation in this ""fruity"" Woody Allen film",Bananas
"Around the year 1000, the pirate Mogahid roamed this sea from his base in Sardinia",the Mediterranean
"Where the wind comes sweepin' down the plain: ""HALO AMOK!""",Oklahoma!
"It's the product made by Longaberger, the Ohio-based company whose headquarters is seen here",baskets (picnic baskets accepted)
Women's gymnastics all-around (1984),Mary Lou Retton
"An honorary ""Atoms for Peace"" award went to this ex-U.S. president in 1969, the year of his death",Eisenhower
"In 1944, Gen. McAuliffe made this famed reply to the Germans; in 2001, Gen Hailstone used the word about Okinawans",nuts
"In ""Paradiso"" Dante is queried by St. James about hope; by St. John about charity; & by St. Peter about this",faith
"It was one singular sensation: ""SHUN CALORIE""",A Chorus Line
Ohio was part of this territory when it became a state in 1803,the Northwest Territory
Men's long jump (1996),Carl Lewis
"Contrary to popular belief, the 28-year length of this for strontium 90 is not shared by a Twinkie",the half-life
"In this film, Martin Balsam tells Anthony Perkins, ""If it doesn't gel, isn't aspic""",Psycho
"The Byzantine emperor got to appoint the head of his church, the patriarch of this city",Byzantium (or Constantinople)
"Zero was my hero in this: ""INFERRED FOOT HOLD""",Fiddler on the Roof
"Named for Marie Antoinette, this is Ohio's oldest town",Marietta
Women's 100-meter run (2000),Marion Jones
Theoretical temperature at which atoms & molecules of a substance have the least possible energy,absolute zero
This Warner Bros. cartoon series launched in 1930 was soon followed by Merrie Melodies,Looney Tunes
"In 1381, Wat Tyler led the revolt named for these farm laborers",peasants
"The Sky (Masterson) was the limit: ""GLAD SUDS ONLY""",Guys and Dolls
"This first lady's Canton, Ohio home now houses the National First Ladies Library",Mrs. McKinley
Men's marathon (1972),Frank Shorter
"In 1913, this Danish physicist made the 1st model that incorporated the field of quantum mechanics",Niels Bohr
The XFL's Memphis team isn't changing this nickname despite protests it insults the mentally ill,the Maniacs
"""Guide for the Perplexed"" is a major work by this Jewish philosopher born Moses ben Maimon",Maimonides
"Sondheim said que Seurat, Seurat: ""EDGE PRAISEWORTHY GIANT HUNK""",Sunday in the Park with George
"In 1978, Congress restored U.S. citizenship to this man seen here",Jefferson Davis
Be prepared to fly high when you achieve this highest rank in the Boy Scouts,Eagle Scout
"1865: ""The South is avenged!""",John Wilkes Booth
"He may no longer play Captain Kirk but he's kept the name alive in a series of ""Star Trek"" books",William Shatner
"In the 2000 campaign, Al Gore insisted that as president he'd keep Medicare in one of these",lock box
Washington Square Park in Greenwich Village is the starting point for this thoroughfare,Fifth Avenue
Little Richard performed the ceremony when Bruce married this woman,Demi Moore
This artist whose work is seen here illustrated the Boy Scout calendar from 1926-1976,Norman Rockwell
"1651: ""L'etat c'est moi!"" (""I am the state"")",Louis XIV
"In ""Blood and Gold"", she fills in details about the life of 2,000-year-old vampire Marius",Anne Rice
This X-Man seen here has bones & claws made from unbreakable adamantium,Wolverine
(Cheryl of the Clue Crew)  Many ballet moves like the glissade begin from & end in this posture,fifth position
"The title of the third film in this series starring Bruce Willis as cop John McClane added ""With A Vengeance""",Die Hard
"Like the forestry merit badge, the genealogy merit badge has one of these on it",tree
"1936: ""Between two evils, I always pick the one I never tried before""",Mae West
"It took a decade but in 1999 he fed us ""Hannibal"", a follow-up to ""Silence of the Lambs""",Thomas Harris
"Du Pont says this fiber product, its trademark, is used for automotive hoses & bullet-resistant apparel",Kevlar
Deuteronomy,the fifth book of the Bible
Bruce thanked Al Pacino & The Three Stooges when he picked up an Emmy in 1987 for his work on this TV show,Moonlighting
"Published since 1911, it's the Boys Scouts' bimonthly magazine",Boys Life
"1770: ""If God did not exist it would be necessary to invent him""",Voltaire
"Some 15 years after the original novel, she published ""Hollywood Wives: The New Generation""",Jackie Collins
"Gilbert Vernam, an engineer with this telecom company, came up with an ""unbreakable"" cipher, using a random code",AT&T
Political entity proclaimed in France in 1958,Fifth Republic
This Bruce Willis film premiered in 1998 at the Kennedy Space Center,Armageddon
He's the patron saint of both the Boy Scouts & England,Saint George
"1685: ""Let not poor Nelly starve""",King Charles II
This Olivia Goldsmith bestseller about 3 vengeful divorcees was initially rejected by 27 publishers,"""The First Wives Club"""
Hermes gave this mythical hero an unbreakable sword he used to cut Medusa into Gorgon-zola,Perseus
"This term for a secret, subversive group originated during the Spanish Civil War",fifth column
The first feature film Bruce starred in was this dating comedy that also starred Kim Basinger,Blind Date
"Of the 3 B's of classical music, the one born last",Johannes Brahms
This province's southernmost tip lies farther south than Boston,Ontario
"Mimi Leder moved from directing George Clooney in this medical drama to directing him in ""The Peacemaker""",ER
"This synonym for ""friendliness"" is what a friendly university gives a student to keep him alive",fellowship
In 1999 this Sega video game hedgehog starred in his own home video,Sonic the Hedgehog
"This constellation is known as the ""Great Bear""",Ursa Major
"He paradoxically described his ""Bolero"" as a piece for orchestra without music",Maurice Ravel
In August 1998 Canada's highest court ruled this province cannot secede simply by majority vote,Quebec
"Peter Bonerz directed several episodes of this sitcom, on which he also played Jerry the dentist",The Bob Newhart Show
"The ridges in this type of heavy carton paper, from the Latin for ""wrinkle"", are called flutes",corrugated
"Khrushchev said, ""If you start throwing hedgehogs under me, I shall throw"" 2 of these prickly beasts under you",porcupines
Some oxides of this silver-white element have been used to color glass & ceramics,uranium
He composed the waltz heard here,Peter Tchaikovsky
Place names in this province include Inverness & Caledonia,Nova Scotia
Joe Pytka is known for directing Pepsi commercials & the 1987 PSA of a frying egg with this slogan,"""This Is Your Brain on Drugs"""
It's a 10-letter word that can be used to describe the fractions 3/9 & 9/27,equivalent
The Intl. Hedgehog Society says the 38 accepted ones of these for show hedgehogs include silver & cinnamon,colors
"This American author's first book, ""Battle Cry"", was drawn from his World War II experiences",Leon Uris
"Amid much ""Pomp and Circumstance"", he was knighted by King Edward VII in 1904",Edward Elgar
"It's not only the smallest province in area, it's the smallest in population as well",Prince Edward Island
"Future ""Patton"" helmer Franklin Schaffner won the first directing Emmy for this 1954 jury drama",12 Angry Men
"(Jimmy of the Clue Crew in Seattle)  Used in ""Hamlet"", it's the common British term for the vendor I'm buying from",fishmonger
"This Fairy queen in ""A Midsummer Night's Dream"" mentions the hedgehog",Titania
This Hittite was one of King David's soldiers,Uriah
"His Opus 44 is also known as ""From Fjeld and Fjord""",Edvard Grieg
It's called the Loyalist province because during the American Revolution many Loyalists fled there,New Brunswick
"Directors who went from TV to film include John Frankenheimer & this John who made ""Midnight Cowboy""",John Schlesinger
"As an adjective, it means dependent on an uncertain event; as a noun, it's a group that's part of a larger one",contingent
"Though hedgehogs' diet may include mice & snakes, they're still classified as part of this order",Insectivores
It's the same language as Hindi but written in a modified Arabic script,Urdu
"A British airport recently named for him features a logo with the words ""Above Us Only Sky""",John Lennon
This Twain hero is going to the territory because he doesn't want Aunt Sally to civilize him,Huckleberry Finn
"Agent K, Agent J, Jack Jeebs",Men in Black
You can use your iPhone as one of these that'll show you where magnetic north is,a compass
"In 1493, during his second voyage to the New World, he built a trading post called Isabela on Hispaniola",Columbus
Centennial,100
A surface on which pictures are projected for viewing,a screen
"In this Orwell book, looking from pig to man & man to pig, it's impossible to say which is which",Animal Farm
"Brian O'Conner, Johnny Tran, Dominic Toretto (it's the first movie)",The Fast and the Furious
"Don't know the name of a song?  Use Midomi or this app, whose logo is seen here",Shazam
"Mactan warriors killed this explorer, spoiling his circumnavigation of the world",Magellan
Triennial,3
Brooke Mueller is the latest wife to try & tame this sitcom star,Charlie Sheen
"In his ""The House at Pooh Corner"", ""A little boy and his bear will always be playing""",(A.A.) Milne
"Carl Fredricksen, Charles Muntz, Russell",Up
"Several apps are available to test this, IQ for short",the intelligence quotient
"When Henry Hudson entered Hudson Bay, he mistakenly thought he had found this route",the Northwest Passage
Septennial,7
To remove a young mammal from breast feeding,wean
"He wrote, ""It is not often... someone comes along who is a true friend and a good writer.  Charlotte was both""",(E.B.) White
"Holly, Matt Lauer, Chaka",Land of the Lost
"Lex, seen here, is the title character of this word game",Bookworm
"Lewis & Clark began their expedition on May 14, 1804 by traveling up this river on a keelboat",the Missouri
Quadricentennial,400
To swerve a car dangerously from side to side,careen
"In this Norton Juster novel, Milo wants to drive his car through the title entry but it's gone because others need it",The Phantom Tollbooth
"Link Larkin, Amber Von Tussle, Wilbur Turnblad",Hairspray
"You can figure out square roots & find coordinates on the x- & y-axes with the app called ""Graphing"" this",Calculator
In 1769 this British captain charted the coast of Tahiti & then set sail for New Zealand,Captain Cook
Novennial,9
"Once used in corsets, it's a jaw material from certain whales",baleen
It's hump isn't a water reservoir but an energy reserve,a camel
"""Some Hearts"", her debut CD, was the best-selling female country album of 2005, 2006 & 2007",Carrie Underwood
To leave something as a guarantee in return for money,pawn
Oenomaus died in a race--seems the axle pin was removed from this,his chariot
"The world's highest mountain, it was known as Peak XV before it was renamed in 1865",Mount Everest
Diana Prince of comic books was called this kind of woman,wonder
This knuckle-walker is as closely related to humans as it is to the gorilla,a chimpanzee
A squad of guinea pigs tries to stop a diabolical billionaire from taking over the world in this 2009 animated film,G-Force
2 historical books in the Old Testament,Kings
"Also a capital city, he fired the arrow into Achilles' heel",Paris
"Belgium, Luxembourg & Germany all border this country",France
"Often seen on pianos, this mechanical timekeeper has an adjustable pace",a metronome
"This bird, often kept as a pet, gets its name from a group of Spanish islands",a canary
"This rapper born Chris Bridges dueted with Mary J. Blige on ""Runaway Love""",Ludacris
1984 Nobel Peace Prize winner Desmond Tutu was this in Johannesburg,a bishop
Buzyges invented this to harness oxen,a yoke
The city of Wagga Wagga in this Down Under nation straddles the Murrumbidgee River,Australia
Nationality of Bela Bartok & Franz Liszt,Hungarian
This predator seen here has been clocked at over 60 miles per hour when it hunts,a cheetah
"This ""Hero""-ic actress is working with the Whaleman Foundation to try to stop all commercial whaling",Hayden Panettiere
A black bird,a rook
No one could undo this creation of Gordius,the Gordian knot
Take a gamble--Monte Carlo is one of this small European country's 4 quartiers,Monaco
