Question,Answer
He'll get on your nerves: STURGEON OIL,neurologist
"John Osborne's ""L.B.I.A.""",Look Back in Anger
"""The initial step in... prosecution whereby the defendant is brought before the court to hear the charges""",an arraignment
Sim,yes
"As of 2007, it begins at 2 A.M. on the second Sunday in march & ends at 2 A.M. on the first Sunday in November",Daylight Savings Time
Bo & Luke Duke's scantily clad cousin,Daisy Duke
"The first American-born winner of this Nobel was Robert Millikan, for his study of the elementary electric charge",Physics
One of the main jobs of red blood cells is to carry this gas from the lungs to the body's tissues,oxygen
"In Acts, after Peter knocks at a door she forgets to let him in; Carlton the doorman could've helped",Rhoda
"In the arena form of this sport, the field is only 50 yards long",football
Sofia is the capital of this country on the Balkan Peninsula,Bulgaria
"On TV's ""The Golden Girls"", this was Betty White's character",Rose Nylund
"Sing the song of this poet, one of the Roughs, seen here",Walt Whitman
In the Sun hydrogen gas is transformed by a series of atomic reactions into this other gas,helium
"This name for a son of Leah means ""behold a son"" in Hebrew; it has nothing to do with a sandwich",Reuben
You're blushing--I hope I haven't done this to you by telling that story from when you were 6,embarrassed
It is both National Poetry Month & National Humor Month,April
"Ms. Graham of ""Swingers"" & ""Austin Powers: The Spy Who Shagged Me""",Heather Graham
A plaza in San Francisco is named for this politician who was a city supervisor when he was slain in 1978,(Harvey) Milk
"Rising too fast from deep water forces nitrogen gas into the blood, causing this condition in scuba divers",the bends
"Infertile for the first 20 years of her marriage to Isaac, she later had the twins Jacob & Esau",Rebekah
The fresh type of this pizza cheese comes packed in whey or water,mozzarella
"This great statue of Giza has the Arabic name Abu al-Awl, ""father of terror""",the Sphinx
Mrs. Herman Munster,Lily
He chaired the commission that investigated the deaths of JFK & Lee Harvey Oswald,(Earl) Warren
"Firedamp, basically methane, is most often found in these places",coal mines
All trouble faded away for her as she wandered slowly through the Fields of Boaz,Ruth
"Unlike a close relative, the blue-winged variety of this Aussie bird doesn't ""laugh"" but cackles",kookaburra
(Jimmy of the Clue Crew shows a geometric diagram on the monitor.)  A tangent is a line that touches a circle at one point; a line that intersects at two points is called this,a secant
"Pug-faced Slytherin student Parkinson, who's keen on Draco Malfoy",Pansy
"This American lyricist collaborated with Frederick Loewe on the song ""The Rain In Spain"", among others",(Alan Jay) Lerner
The first use of this elemental gas as a weapon was by the Germans at the Second Battle of Ypres,chlorine
"One of the 7 archangels, he's not a painter, but rather presides over the spirits of men in the afterlife",Raphael
These French-speaking people make up about 30% of Belgium's popuiation,Walloons
"This bird is known for its size (5 feet tall), its call (carries 2 miles) & its rarity; in 1941 there were only 21 in the wild",the whooping crane
This film broke the back of expectations by taking the award for Best Picture,Crash
"Thomas Jefferson Taylor, a Karnack, Texas rancher",Lady Bird Johnson (Claudia Alta Taylor)
"It's been said that sneezewort, used as this to induce sneezing, ""cleanses the head of tough slimy humours""",a snuff
"After 4 years of active duty, LAPD officers are eligible to take exams to qualify for sergeant or this position",detective
"The Constitution makes the president this ""of the Army and Navy... and of the militia of the several states""",commander-in-chief
"Robin Hood's Larder, an oak in this forest, blew down in 1966",Sherwood Forest
"He stepped away from his ""Daily Show"" desk & came West to host the telecast",Jon Stewart
"Wilburn Edgar Smith, a Plains, Georgia mechanic",Rosalynn Carter
Bittersweet is known as woody this & belladonna is also known as deadly this,nightshade
An alternate route taken by automobile traffic when the normal route cannot be used,a detour
"On a traditional Snellen one of these, the 9 letters on the 11th line are P E Z O L C F T D",an eye chart
She may be a vampire or the first wife of Adam,Lilith
"She walked the red carpet & walked away with the Best Actress award for her role in ""Walk the Line""",Reese Witherspoon
"John Payne, a Virginia plantation owner",Dolley Madison
"This type of garlic grown mainly in California has huge cloves, averaging 1 ounce",elephant garlic
The policy of discouraging an enemy attack by maintaining sufficient military force to retaliate,a deterrant
"According to the book ""Sizes"", in Japan, these are 7 or 8 inches long & pointed; in China, they're 10 inches & blunt",chopsticks
"The more fabulous name for the round, dark areas of grass caused by fungi",a fairy circle (or a fairy ring)
"A past nominee for directing movies like ""Nashville"" & ""Short Cuts"", he accepted an honorary Oscar",(Robert) Altman
"Charles D. Henry, a Waterloo, Iowa banker",Lou Hoover
Its seeds are found on rye bread & its essential oil is used in kummel liqueur,carraway
In 1995 Camilo Jose Vergara proposed making this city's abandoned skyscrapers a theme park,Detroit
"To dial the old KLondike 5 exchange used in many movies & TV shows, dial this",555
"For sailors, this musician's ""Green"" is a place with non-stop music & dance, unlimited tobacco & loads of rum",Fiddler's Green
"This film that begins in Japan in the 1920s earned Oscars for cinematography, costuming & art direction",Memoirs of a Geisha
"William S. Bloomer, a Midwestern rubber goods salesman",Betty Ford
"The name of this flowering herb also means ""wolflike""",lupine
A cleansing substance made from synthetic compounds rather than fats or lye,a detergent
"Ray Charles Leonard became Sugar Ray Leonard; Walker Smith, Jr. became this boxer",Sugar Ray Robinson
"The tempter in Goethe's ""Faust"" goes by this 14-letter name",Mephistopheles
"In 1862 Ludwig Ritter Von Kochel issued a catalog of this Austrian composer's works, using ""K"" numbers",Mozart
This graphic FX drama centers on plastic surgeons Sean McNamara & Christian Troy,Nip/Tuck
In 1723 William Buchanan published a detailed history of this U.K. country's clans,Scotland
"This menswear designer has a Tommy line for women, along with a Tommy Girl fragrance",Hilfiger
"(Cheryl of the Clue Crew points out a feature on a church in Moscow, Russia.)  In Moscow, you can see how these church features got their name--they do look like a certain bulb vegetable",onion domes
This device uses electromagnetic waves to locate objects,radar
"The loud surprise in his ""Surprise"" Symphony comes during a soft passage in the second movement",Haydn
"Bravo showed viewers what it's like ""Being"" this R&B singer who's married to Whitney Houston",Bobby Brown
Gisborne on Poverty Bay was the site of this Britsh explorer's first landing in New Zealand in 1769,(Captain) Cook
Fritz is the nickname of this former South Carolina senator,(Ernest) Hollings
Moscow ceased for a time to be the capital of Russia when this ruler built a new capital on the Baltic Coast,Peter the Great
It's the tool seen here,a level
"This type of composition whose name is from the Latin for ""flight"" features multiple melodies in counterpoint",a fugue
Hank Azaria is the title character in this Showtime series about a psychiatrist with a dysfunctional family,Huff
Canada's longest river is named for this explorer who traveled on it in 1789,Mackenzie
"Of the 7 men who grace the front of current American paper money, this man died the youngest",(Alexander) Hamilton
"(Cheryl of the Clue Crew now reports from a market in Moscow.)  Russian markets feature an array of these urns that have use beyond boiling water--now, decorative objects",a samovar
"Generic term for any vehicle that competes in the Daytona 500, for instance",racecar
"This Offenbach work that contains the popular ""Barcarolle"" premiered in 1881 after his death",Tales of Hoffman
Having problems with your pooch?  Get guidance from Cesar Millan on this National Geographic Channel show,The Dog Whisperer
In 1748 he electrocuted a turkey & roasted it over a fire started by electricity,Ben Franklin
"He was White House Chief of Staff, Supreme Commander of NATO Forces in Europe & Secy. of State",(Alexander) Haig
"Due to Ivan the Terrible's purges, Tatars from this Ukraine peninsula easily sacked a depopulated Moscow in 1571",the Crimea
"Palindromic adjective meaning ""municipal""",civic
During World War II this Polish pianist was one of his country's leaders in exile,Paderewski
Style gurus Stacy London & Clinton Kelly teach fashion do's & don'ts on this TLC show,What Not to Wear
In 1776 this South American city was made the capital of the new Viceroyalty of the Rio de la Plata,Buenos Aires
"During the Trojan War, Achilles defiantly dragged this dead prince's body around the walls of the besieged city",Hector
"(Sarah of the Clue Crew reports from Moscow, Russia.)  Luminaries whose ashes are interred at the Kremlin Wall include this U.S. journalist portrayed in the movie ""Reds""",(John) Reed
An important article of religious faith,a tenet
"This author & illustrator has said, ""Max is like my demented son and he's taking care of his father for life""",Maurice Sendak
"We know Hadrian's study center called the Athenaeum was in this city, we just don't know where",Rome
He hit a record 60 home runs in 1927,Babe Ruth
In 2000 Indiana University researchers found men only listen with the left half of this,Brain
Tom Hanks is Fed-Exed to a deserted island & befriends a volleyball,Cast Away
"Jules Verne's Phileas Fogg comes across the Pacific on the General Grant, this type of ship",Steamship
"In a 1969 Sam Peckinpah film, William Holden & Ernest Borgnine were part of a ""Wild"" one",Bunch
Archimedes figured this value to be between 3 1/7 & 3 10/71,Pi
"After studying at the Cordon Bleu, she mastered ""The Art of French Cooking""",Julia Child
"Immune Rsponse Corp. sued UC when a university study said Remune, a drug for this disease, doesn't work",AIDS
"Julia Roberts uses sass, brains & cleavage to punish polluters",Erin Brockovich
"Come to your kids' soccer game in the Town & Country, which Chrysler calls ""The Best"" of these ""Ever""",Minivan
This German chemist was co-discoverer of the element Rubidium (we don't know if he used his burner),Robert Bunsen
Greek architects Callicrates & Ictinus used a Doric design for this Acropolis topper,The Parthenon
"Farrah's replacement on ""Charlie's Angels"", she was one of the singing voices on ""Josie and the Pussycats""",Cheryl Ladd
"45% of these products were found to be antibacterial, possibly leading to drug-resistant bacteria",Soaps
Ben Stiller spends time with his potential in-laws; hijinx ensue,Meet the Parents
"Come to the park in your sulky to participate in this type of racing, seen here",Harness racing
"In 1975 Jethro Tull had a hit with this ""In the Jungle""",Bungle
"Known for his ""Parallel Lives"", he also wrote treatises on ""Friends and Flatterers"" & ""Curiosity""",Plutarch
"He's the ""public enemy"" seen here",Baby Face Nelson
An 8-year study published in 1997 found that these fields from power lines don't give kids leukemia,Electromagnetic fields
"People in Tijuana, San Diego & Cincinnati have drug problems",Traffic
"You'll look ""sharp"" coming to school on this brand of scooter that led a 2000 craze",Razor
2 or more computer software programs packaged together are said to be this,Bundled
"Greek city that claimed it was the omphalos, the navel or center of the world",Delphi
"A doctor told this comedian he was fat; when he asked for a second opinion, the doctor said, ""You're ugly, too""",Henny Youngman
These botanical-sounding cells taken from humans have grown into natural tissues in sheep,Stem cells
Mel Gibson fights his inner demons & the Redcoats,The Patriot
A 221-foot-high obelisk commemorating this battle stands on Breed's Hill,Bunker Hill
It's the island you're visiting  if your plane lands at Chiang Kai-shek Airport,Taiwan
In 1990 they became the first father & son to be Major League teammates,Ken Griffey Jr. & Sr.
His name has become synonymous with the Viennese waltz,Johann Strauss
By 1976 these anabolic aids were banned from use by Olympic competitors,Steroids
"Miss Marple dramatically solves this author's ""Murder at the Vicarage""",Agatha Christie
"They're the disreputable folks, the rabble",Riff-raff
"In Africa, not far from Lake Victoria, is this lake named for Queen Victoria's husband",Lake Albert
"Henry & his sons Henry Jr., Albert, C.F., Theodore & Charles began this family's piano-making dynasty",Steinway
"No Li, this element was discovered by Johann Arfvedson in 1817",Lithium
"The first Olympic Torch Relay carried the flame from Olympia, Greece to this city, the 1936 host",Berlin
"You can't miss with Woody Allen's comedy about U.S. tourists overseas, ""Don't"" do this",Drink the Water
"2-word term for secretaries, bookkeepers, receptionists, etc.",Office staff
In Central America the Trans-Isthmian Highway cuts across this country,Panama
The business that drove Charles & Frank Duryea,Auto making
"You should know whether he wrote ""The Sorrows of Young Werther"" or not",Johann Goethe
"This country has hosted the summer Olympics 4 times, more than any other",USA
"[Hi, I'm Wayne Brady] I did a Florida production of this Lorraine Hansberry play about a black family trying to move up","""A Raisin in the Sun"""
This group acts as the president's principal military adviser,Joint Chiefs of Staff
"Dijon, France is the largest city of this colorful region that's famous for its wines",Burgundy
"Uncle Ben is part of this family's business, as are Forrest Jr., John F. & the Milky Way bar",Mars
Author Johann Wyss wrote an early national anthem for this country,Switzerland
The number of times the modern Olympics have been canceled due to war,3 times
Even odds,Fifty-fifty
Iran's official name indicates it's this kind of republic,Islamic Republic
Travel books are the specialty of this Stuttgart family who followed father Karl into the business,Baedekers
"Without this invention of Johann Cristoph Denner, a Benny Goodman would be hard to find",Clarinet
"Asserting ""This flag dips to no earthly king"", the U.S. delegation refused to do so at this city's Olympics in 1908",London
"Flying by the seat of your pants in a speech, you're also doing it this other clothing way",Off the cuff
"The star of one of TV's most popular shows ever, he's the only person to win Emmys for acting, writing & directing","Alan Alda (all for \""M*A*S*H\"")"
It's the mountain range within which Bhutan lies,Himalayas
"This series left the air with 109 nominations -- all-in-Alda, a good run",M*A*S*H
"Traditionally, strips of steak, grilled onions & sweet peppers in a tortilla make up this sizzling Tex-Mex dish",Fajitas
"For your average adult male deer, they're both a weapon & a status symbol",Antlers
"The top-selling SUV in America, Ford didn't change it much for 2001",Explorer
In a 1933 film this creature climbed the Empire State Building,King Kong
"Of theocracy, monarchy or republic, the political system in use in Bhutan",Monarchy
Judith Anderson won Emmys in 1955 & 1961 for playing this Shakespearean lady,Lady Macbeth
"The traditional meat in a New England boiled dinner, it's made by curing brisket in a seasoned brine",Corned beef
Orangutans are tool-using animals; they use sticks to dig & these to soak up water & to clean themselves,Leaves
"With its 2.8-liter engine upgraded to a 3.0, this company's 328i became the 330i",BMW
"It's ""The 1 1/2 Calorie Breath Mint""",Tic Tac
More people in Bhutan practice this religion than any other,Buddhism
"Nominated for Best Public Affairs Program in 1952, it's still on the air today",Meet The Press
"You can find this celebrity chef's pizzas at his Spago Restaurant, or frozen at the grocery store",Wolfgang Puck
"Led by a dominant female, a herd of these multi-ton animals spends about 16 hours a day eating",Elephants
"Demand way exceeded production of this company's PT Cruiser, which premiered in March 2000",Chrysler
Common clock clatter,Tick tock
"As evidenced here by its flag, Bhutan is known as the ""Land of"" this",The dragon
In 1987 she beat out co-stars Betty White & Bea Arthur for Lead Actress in a Comedy Series,Rue McClanahan
"It's the 5-letter term for a young, domesticated pigeon that's served for dinner",Squab
"Showing up around age 12, it's a sign a male gorilla is entering his prime & it gives him this name",Silverback
This Japanese automaker's Prius has a hybrid gas-electric engine,Toyota
"Hostess product, or Avon signal",Ding dong
"Bhutan gained independence in 1949, with this much larger neighbor handling its foreign affairs",India
"In 1990 this ""Wide World of Sports"" man was given a Lifetime Achievement Award",Jim McKay
The U.S. Senate has its own recipe for a soup made from this legume,Navy bean soup
An ancient musical instrument gives this bird its name: [video clue],Lyre bird (tails going up as a lyre)
Honda changed the Civic's double-wishbone front suspension to this strut system,MacPherson front suspension system
"Musical spurs do it ""As I go riding merrily along""",Jingle jangle jingle
"""Rabbit At Rest""",John Updike
Botulinum toxin gets rid of wrinkles between your eyebrows by paralyzing some of these,Muscles
"For a fall 2000 FOX-TV series, James Cameron picked her to be his ""Dark Angel""",Jessica Alba
"The NBA agreed to absorb 4 teams from this league, but not the Utah Rockies or the Kentucky Colonels",ABA (American Basketball Association)
This saxman is seen here on a 1995 stamp tooting his own horn,Charlie Parker
"It's a unit of measure for arcs, angles or temperature",Degree
"""Tales of the South Pacific""",James Michener
A superficial chemical one of these lasts a few months; a deep one will erase wrinkles for 10 to 15 years,Peel
"Her first big pop hit was 1999's ""I Wanna Love You Forever""",Jessica Simpson
"CB radio popularized this term for the highway patrol, derived from a renowned bear",Smokey
Chick Webb discovered this singer heard here,Ella Fitzgerald
"It's a quick, witty reply, or a conversation that's full of them",Repartee
"""The Reivers""",William Faulkner
"The American Academy of Dermatology dubbed May 1, 2000 this ""Monday"" after a type of skin cancer","""Melanoma Monday"""
"She played Meg in ""Crimes of the Heart"" & Margaret in ""Losing Isaiah""",Jessica Lange
"This pair's book ""The Final Days"", on the end of Nixon's presidency, was a 1976 bestseller",Bob Woodward & Carl Bernstein
The music of this pianist & composer was featured in the revue whose Playbill cover is seen here,Duke Ellington
"First published in 1970, Dee Brown's classic ""Indian History of the American West"" is titled ""Bury My Heart"" here",At Wounded Knee
"""A Bell For Adano""",John Hersey
"If you normally burn in 20 minutes & apply on SPF-15 sunscreen, you should be protected for this long",300 minutes/5 hours
One of People's 50 Most Beautiful was this 1948 & 1978 Tony Award winner,Jessica Tandy
This former Brandeis political theory student gained fame playing Mary Hartman,Louise Lasser
"One of the founders of bop, this trumpeter got his nickname in part from his wild manner of playing",Dizzy Gillespie
Need info on the sweet potato?  There's a National Sweet Potato Center at this Alabama university,Tuskegee
"""Advise And Consent""",Allen Drury
"Studio A at the communications school at Ithaca College, the alma mater of this late journalist, is named for her",Jessica Savitch
"In the Bicentennial year, a National Gallery of Art show honored the sesquicentennial of the death of this statesman",Thomas Jefferson
"This jazz pianist was known as the ""High Priest of Bebop""",Thelonious Monk
He led Britain's Labour Party from 1935 to 1955 & succeeded Winston Churchill as prime minister in 1945,Clement Attlee
"This cartoon character was based in part on the woman who introduced the song ""I Wanna Be Loved By You""",Betty Boop (based on Helen Kane)
"As co-editor of the influential magazine The Smart Set, this Baltimorean attacked the ""booboisie""",(H.L.) Mencken
"As ""The Absent-Minded Professor"", Fred MacMurray reached new heights after discovering this magical substance",flubber
"Among his 355 patents is an 1887 one for ballistite, or smokeless powder",(Alfred) Nobel
Continent where you'd find the shrews Crocidura nigeriae & Crocidura tansaniana,Africa
In 2004 he replaced George Tenet as the permanent head of the CIA,Porter Goss
A rapid chaotic beating of the heart muscles in a nonsynchronous way,fibrillation
"His first U.S. publication, in the May 1915 Smart Set, was 2 stories about Dubliners",James Joyce
Since 1963 this British title character has traveled through time & space in a device called the TARDIS,Doctor Who
In 1884 Ottmar Mergenthaler invented this machine that eliminated setting type by hand,the linotype machine
"Canadian province where you'll most likely spot Trowbridge's shrew, which enjoys Douglas fir seeds",British Columbia
"The name of this intelligence service established in 1951 is from the Hebrew for ""institution""",Mossad
1964 building blocks for a  wacky Warhol work,Brillo
"In 1919 The Smart Set ran his first paid story, ""Babes in the Woods""; in 1922, the classic ""The Diamond as Big as the Ritz""",F. Scott Fitzgerald
"In the '60s he played Egghead, a super-smart villain on TV's ""Batman""",Vincent Price
"The difference engine, a computing device he designed in the 1820s, was built in 1991 from his plans & it worked!",(Charles) Babbage
The Southeastern shrew inhabits the marshy U.S. region that got this uninviting name from Col. William Byrd,the Great Dismal Swamp
"John Thurloe was this English leader's intelligence chief in the 1650s, gathering info on royalist plots",(Oliver) Cromwell
A crude cart used to carry the condemned to the guillotine during the French Revolution,a tumbril
"This ex-sailor published 3 early sea plays in the magazine, including ""The Long Voyage Home""",Eugene O'Neill
The head of the house on this sitcom was alien egghead/physics professor Dick Solomon,3rd Rock from the Sun
"In 1837 Brits Cooke & Wheatstone designed an electric one; later that year, an American painter perfected it",the telegraph
The Mt. Malindang shrew & the Palawan tree shrew are native to this country,the Philippines
During World War II Gen. Bill Donovan ran this forerunner of the CIA,the OSS (Office of Strategic Services)
Miles Franklin was only a teenager when she penned this bestseller about growing up in Australia's outback,My Brilliant Career
"His 1st published story, ""The Parthian Shot"", ran in The Smart Set in 1922, before he began doing his spadework",Dashiell Hammett
"In this screwball comedy, stuffy paleontologist Cary Grant had a few bones to pick with Katharine Hepburn",Bringing Up Baby
"Named for its American inventor, this electrostatic generator is used to accelerate particles",a Van de Graaff generator
"It would be ""serendip""itous to see a Kelaart's long-clawed shrew, as it lives only on this island",Sri Lanka
"Sanskrit for ""learned man"", this term was used for natives recruited into intelligence gathering in British India",pundit
12-letter word for an oily men's hair cream to keep hair in place & make it look glossy,brilliantine
We're not lyi,Babylon
"Jean Renoir's film ""The River"" was shot on location in India along the banks of this river",the Ganges
Colorado,cobalt
"Known as ""The Hawk"", this Chicago Cub was the 1987 National League MVP",Andre Dawson
His empire collapsed after he died of a fever in 323 B.C.; guess he forgot to feed a cold,Alexander the Great
"On the body of water near Duluth, a place of justice employs this person for amusement",Lake Superior Court Jester
On Purim it's a tradition to read from this Bible book with a woman's name,Esther
"The name of this Pennsylvania river is from the Dutch for ""hidden channel""",the Schuylkill
California,calcium
This French Minister of War lent his name to an ineffective fortification on the border with Germany,(Andre) Maginot
In the Americas the 1521 conquest of this people was aided by their lack of resistance to measles & smallpox,the Aztecs
"'60s dance craze in which you shout, ""The sky is falling--at least Polaris' star group is!""",Funky Chicken Little Dipper
Abigail got this king to spare her husband Nabal's life; about 10 days later Nabal died & she wed the king,King David
"Rising in the Cottian Alps, it's the longest river in Italy",the Po
Georgia,gallium
We hope to guide you to the name of this man who developed detachable tires with his brother Edouard,(Andre) Michelin
"(Jimmy of the Clue Crew stands before a portrait of George Marshall in the Pentagon in Arlington, Virginia.)  George Marshall became Chief of Staff of a 200,000 man army on this date, when WWII began; by war's end, the number was 8 million","September 1, 1939"
This place of pirates & lost boys adds Alaska's nickname & is home to the leader of Jazz' Solar Arkestra,the Never Never Land of the Midnight Sun Ra
Jacob was shocked when he lifted the veil on his first bride & found her to be this woman,Leah
"These two rivers both start with ""Dn"" & flow into the Black Sea within 100 miles of Odessa",the Dnieper & the Dniester
South Carolina,scandium
"Later French Minister of Culture, in 1923 he was arrested for removing some artifacts from a Cambodian temple",Andre Malraux
"The Bolsheviks took over Russia in the fall of 1917, removing this moderate socialist who had become P.M. in July",Kerensky
The Oscar-winning actor who freed the slaves & then became a muckraking journalist,F. Murray Abraham Lincoln Steffens
"God asked him, ""Should not I spare Nineveh... wherein are more than sixscore thousand persons""",Jonah
"When visiting Argentina, visit the Cataratas, or falls of, this river, which include the Tres Mosqueteros",Iguazu
Maryland,mendelevium
"He's the avant-garde theater director who puts it all out on the table in the film ""My Dinner with Andre""",Andre Gregory
The papers that revolutionized modern physics were published in 1905 by a clerk of this city's patent office,Berne
"His efforts have included singing ""I Want Your Sex"", playing ""The American President"" & occupying Japan",George Michael Douglas McArthur
"Citing John Winthrop, who said, ""The eyes of all people are on us"", Ronald Reagan liked to compare the U.S. to this",a shining city on a hill
"""Send her victorious, Happy and glorious, Long to reign over us, God save the Queen""",the United Kingdom
"In Islam, the supreme being",Allah
Al Capone and Machine Gun Kelly did time on this rock in San Francisco Bay,Alcatraz
"It was destroyed in Havana Harbor on Feb. 15, 1898",the USS Maine
"Samuel, Don, Rafer",Johnson
"(Jimmy of the Clue Crew reports from inside the Museum at Bethel Woods, New York.)  For an exhibit commemorating the 40th anniversary of the event, the museum constructed a replica of the Montreal hotel room used by this couple during their Bed-In for Peace",John & Yoko
"""Arise, Ye Who Refuse To Be Slaves; With Our Very Flesh And Blood Let Us Build Our New Great Wall""",China
"In baseball, it's a play in which a runner is caught off base & thrown out by the pitcher or catcher",a pickoff
From 1964 to 1982 this Nobelist was incarcerated on Rocky Robben Island off the coast of Cape Town,Mandela
A numbered shirt you just bought from your favorite football team,a New Jersey
"Tom, Shirley, Davy",Jones
"(Jimmy of the Clue Crew reports from outside the Museum at Bethel Woods, New York.)  If you can't make it here to upstate New York, go to woodstock.com to read bios of performers like this man who closed the festival with blistering versions of ""The Star Spangled Banner"" & ""Hey Joe""",Jimi Hendrix
"""All Should Love, Awe And Cherish Thee, Gracious Is Thy Nile To Humanity""",Egypt
"To baby, or to cook eggs in water just below the boiling point",to coddle
The infamous penal colony on this rocky islet off the coast of South America opened in 1852,Devil's Island
"This band of ""Wayward Sons"" is fronted by Steve Walsh",Kansas
"Kate, Keely, Will",Smith
"(Kelly of the Clue Crew reports from inside the Museum at Bethel Woods, New York.)  In the museum's theater, visitors can relax on beanbag chairs and watch festival highlights, such as the work of this Indian sitar master & friend of the Beatles",Ravi Shankar
"""Sons Of The Gael! Men Of The Pale! The Long Watched Day Is Breaking""",Ireland
"From the Middle English for ""knife"", it means to cut small shavings from a piece of wood",to whittle
Accused Kurdish terrorist Abdullah Ocalan is the sole inmate held on this country's rocky island of Imrali,Turkey
2-word beseeching request for Ms. Fanning to continue in the direction of Antarctica,South Dakota
"Seth, Isiah, Clarence",Thomas
"(Jimmy of the Clue Crew reports from inside the Museum at Bethel Woods, New York.)  The festival's iconic poster lists several acts who didn't end up playing, including these heavy metal forefathers who sang ""In-A-Gadda-Da-Vida""--they ended up stuck at an airport",Iron Butterfly
"""Beneath Our Radiant Southern Cross We'll Toil With Hearts And Hands""",Australia
"A sophisticated debating technique is to point out that ""I'm"" this, ""you're glue""",rubber
"This ""Chateau"" on a tiny rock in the Mediterranean was a prison in real life, not just in ""The Count of Monte Cristo""",Château d'If
"First name of Ms. Engel of ""Mary Tyler Moore"" fame",Georgia
"James, Jerry, Gatemouth",Brown
"(Jimmy of the Clue Crew reports from outside the Museum at Bethel Woods, New York.)  Woodstock opened with a performance by this African-American folk artist who was called back for so many encores, he ran out of material and had to improvise his now classic ""Freedom""",Richie Havens
"Popular in geometry, as in logic, are statements known as ""if..."" this",& then
On September 25 she turned 40 & her husband Michael Douglas turned 65,Catherine Zeta-Jones
"""The Canterbury Pilgrims"", an 1884 opera, is based on a work by him",Geoffrey Chaucer
Thiamin is the first of this vitamin group,B
Peggy of this American family of art patrons turned her Venice palazzo into a museum; her ashes are in its garden,Guggenheim
"You can't miss this building, finished in 1886 & regilded in 1927, 1965 & 1998",the Capitol
The formula to find the area of one of these is 1/2 base times height,a triangle
"Don't expect this Fox News ""Culture Warrior"" to mellow in his 60s, which started September 10",Bill O'Reilly
"Several operas based on ""The Hunchback of Notre Dame"" are named for this Gypsy girl",Esméralda
U.N. Secretary-General Thant's initial letter,U
"It's the main character Gustave von Aschenbach who succumbs in this author's ""Death in Venice""",Thomas Mann
"A bar, opened in 2005, that re-creates an old-time tavern atmosphere is named for this Miller beer",High Life
"In coordinate geometry, the abscissa is the distance of a point from this vertical axis",the y-axis
"September marked the 80th birthday of this golfer & the 20th of his hospital that's helped an ""Army"" of kids",Arnold Palmer
"In a fairy tale Rossini opera, Angelina is called this",Cinderella (La Cenerentola)
Females have 2 copies of this chromosome,X
"This composer died in the Palazzo Vendramin but was buried in the garden at Wahnfried, his home in Bayreuth",(Richard) Wagner
"Let's visit Wallace House, home to a family that produced 2 Secys. of this; maybe there'll be Vilsack House someday",agriculture
"The continuous summing of a change in a function over an interval, it's the inverse process of differentiation",integration
"We hope his cast mates threw him an ""Office"" party when he turned 30 on October 20",(John) Krasinski
"""Pagliacci"" is almost always performed with this 1-act Mascagni opera, ""Cav"" for short",Cavalleria rusticana
"Tomcats, Falcons & Eagles get this alphabetical designation in the Air Force",F
This physicist who noted an effect in sound waves from moving sources died in Venice in 1853 & is buried in its San Michele,(Christian) Doppler
The annual Pridefest is more festive since the April 2009 decision that allowed this in Iowa,gay marriage
"When 2 of these intersect, their intersection is a straight line",a plane
"She married fellow musician Ryan Adams in March, a month before turning 25",Mandy Moore
Tom Rakewell is lured into a life of vice in this 1951 opera based on a series of engravings by William Hogarth,The Rake's Progress
"Precedes ""priori"" in a Latin phrase used in the study of logic",a
This Russian founder of the Ballets Russes fell into a coma & died while on holiday in Venice,Sergei Diaghilev
"Des Moinesians keep current with this newspaper, founded in a log cabin in 1849",The Des Moines Register
"The name of this royal daughter from a tragedy is from a word meaning ""little king""",Regan (from King Lear)
The heelless tube type of these is not considered the height of fashion,Socks
Boris Pasternak,Moscow
"Bomb, bullet, blitz, spearing & sudden death are all terms used in this pro sport",Football
Encarta calls it the world's most popular & widely cultivated garden flower,Rose
"He's brought a Shakespearean air to his role as ""Star Trek"" captain Jean-Luc Picard",Patrick Stewart
"A large, important church; great ceiling!",Cathedral
"Pants with a tight, low waistline are called ""huggers"" of this body part",Hip
Sadaharu Oh,Tokyo
You can conquer Kamchatka or Siam in this warlike board game,Risk
"This ""African"" flower is also called the Saintpaulia for its discoverer, Baron Walter von Saint Paul-Illaire",African violet
"This man played the title bandleader in the 1954 film ""The Glenn Miller Story""",Jimmy Stewart
You wouldn't take one of these short sleeps during Father Murphy's sermon,Catnap
The name of this type of garment seen here suggests it might be popular among rowers,Crewneck
Sir Walter Scott,Edinburgh
Small balls filled with colored liquid are fired by carbon dioxide in this battle of wills,Paintball
The Duc van Tol variety of this bulb flower rarely exceeds 6 inches in height,Tulip
"After drumming for Curved Air & The Police, he's composed soundtracks for TV & film",Stewart Copeland
"Spilling the ceremonial wine might qualify as one of these disasters, from the German for ""overturned""",Catastrophe
"Women's shorts cut to resemble a skirt, or the breeches that French revolutionaries were ""sans""",Culottes
Simon Bolivar,Caracas
"Once hit, you're out in this game where 2 teams hit each other with a ball until only 1 team has members remaining",Dodgeball
In 797 Japan's Mikado made this flower his personal emblem,Chrysanthemum
This Scottish Formula One racer was Sports Illustrated's Sportsman of the Year in 1973,Jackie Stewart
"For serious penance, this nine-strand knotted flogging whip might be required",Cat o' nine tails
"Found before ""Tex"" in the name of a waterproof fiber, it's the name of the man who developed it",Gore
Jonathan Swift,Dublin
