Question,Answer
"(Former President Clinton presents the clue.)  My favorite work of nonfiction is the ""Meditations"" of this Roman emperor who used his stoic philosophy to face the troubles of his reign in his own life",Marcus Aurelius
"On May 30, 2010 Dario Franchitti claimed a big victory in one",a racecar
A French connection,r-e-n-d-e-zed-v-o-u-s
"The iconic lions at the entrance were named ""Patience"" and ""Fortitude"" by this 1930s mayor after needed qualities during the Depression",LaGuardia
The distinctive-looking Beldar Conehead,Dan Aykroyd
"Waxing pragmatic, Mother Jones said, ""Pray for the dead & fight... for the"" this",the living
The 8-ball in pool is primarily this color,black
"Gustav V's 1914 borggardstalet, or ""courtyard speech"", prompted the resignation of this country's government",Sweden
In Britain it's a swimming pool; in the U.S. it's something you take in a tub,a bath
"They changed a bit in illustrations and movies, but the library has this author's sons original animals, including a bear",A.A. Milne
Motivational speaker Matt Foley,Chris Farley
"Mother Jones said of herself, ""I'm not a humanitarian, I'm a"" this ""raiser""",a hellraiser
The 8-day festival of this utilizes a 9-branched menorah,Hanukkah
"In 1969 he said, ""I receive from... Generalissimo Franco the political legitimacy born of 18 July 1936""",Juan Carlos
"To the Brits he can be an unscrupulous businessman, not just a ranch hand or John Wayne character",a cowboy
"The library has a loveletter to Fanny Brawne by this poet, from August of 1820; he died the following February",Keats
New York governor David Paterson,Fred Armisen
"Mother Jones said, ""Sit down &"" do this to ""educate yourself for the coming conflicts""",read
Alphanumeric term for your car engine that has 2 banks of 4 cylinders aligned in a specific angle,a V-8
"On January 21, 1793 he told a throng of onlookers, ""I die innocent of all the crimes laid to my charge""",Louis XVI
"In Britain it's a baby's pacifier; to us, it's a thick, often down-filled blanket",a comforter
"The circa 1510 Hunt-Lenox globe bears the Latin inscription ""hc svnt dracones"" which translates to this 3-word phrase",here be dragons
The monkey-esque Mr. Peepers,Chris Kattan
"""On their sides the workers had only"" this document: ""the other side had bayonets""",the Constitution
"On a baseball scorecard, this position player is No. 8; put me in, coach!",center field
"In 1895 this czar said that calls for democratic reform by the zemstvos, or rural councils, were merely a ""senseless dream""",Nicholas II
"Here, it's a small quick bread; in Britain, it's a cookie",a biscuit
Among books that don't circulate is an 1866 volume inscribed by this British author to the little girl who inspired his work,Lewis Carroll
Dominican baseball great Chico Escuela,Garrett Morris
"Talking with a man in prison for stealing shoes, she said if he'd ""stolen a railroad he could be"" one of these 100 people",a senator
"This ""Little Magician"" was our 8th president",(Martin) van Buren
"In an Aug. 15, 1945 broadcast, this emperor said, ""we have ordered the acceptance of the provisions of the joint declaration""",Hirohito
"In the U.S., it's a scientist who studies what matter is made of; in Britain, a dispensing one is a pharmacist",a chemist
"In 1964 a dean at Tufts' medical school wrote a modern version of this, used at many medical school graduations",the Hippocratic Oath
To visit Liechtenstein you have to go to this continent,Europe
"Many friendly, warm-hearted people, like Carol Burnett & Jay Leno, are born under this ""bullish"" sign",Taurus
"Sad but true, ""all that glitters is not"" this element",gold
"This name for a female sheep comes from a Latin word for ""sheep""",ewe
"Without these, there'd be no guacamole",avocados
In 1984 women in Liechtenstein were given the right to do this nationally for the first time,the right to vote
"Gomer Pyle was no genius, but this actor who played him is a Gemini, one of the most intelligent signs",Jim Nabors
We bet you a buck you know this is a female deer,a doe
This largest artery carries blood away from the heart,the aorta
"We have to be ""franc"" in telling you this Alpine country runs Liechtenstein's postal system",Switzerland
"This sign of the ram is the sign of action, so it's perfect for action star Steven Seagal",Aries
"If you be a female bee, you be one of these",a queen
"Founded in 1848, it's the oldest & largest U.S. news agency",the Associated Press
"Liechtenstein's official language is this, with the people speaking an Alemannic dialect",German
"Dennis Miller is known for his ""stinging"" wit, so it's apropos that this is his sign",Scorpio
"Female moose, whales & elephants are known by this ""bovine"" term",a cow
"It's been defined as ""the high cost of leaving""",alimony
"As its anthem says, Liechtenstein is on the bank of this ""maidenly"" river",the Rhine
"Sign shared by William Powell & Myrna Loy - appropriately, since they made those ""Thin Man"" films at MGM",Leo
"A female red fox isn't a comedian, but one of these",a vixen
Term for one who studies & collects state-of-the-art stereo equipment,an audiophile
"Delivered November 19, 1863, it began, ""Four score and seven years ago our fathers...""",the Gettysburg Address
"Chester Greenwood Day in Farmington, Maine honors the man said to have invented these ear coverings",earmuffs
"In 1996 this wife of the Vice President published ""A Visual Diary"", a collection of her photographs",Tipper Gore
"Shakespeare called this doomed duo ""a pair of star-cross'd lovers""",Romeo & Juliet
When visiting this Portuguese capital you can sample port wine at the Port Wine Institute,Lisbon
Colgate merged with this soapmaker in 1928,Palmolive
"Under  the 1848 treaty of Guadalupe Hidalgo, this river became the boundary between Mexico & Texas",the Rio Grande
"In June Metropolis, Ill. celebrates this comic book hero, complete with a capture of villains",Superman
"This ""Sense and Sensibility"" star once wrote & starred in her own BBC comedy series",Emma Thompson
"During the Restoration, it became popular for singers & dancers to play the witches in this tragedy",Macbeth
"Ottawa, the capital of Canada, lies in the southeastern part of this province",Ontario
"Budget Rent-A-Car in Boston now rents these ""hogs"" at a rate of $50-$60 an hour",Harley-Davidsons
"This poet & essayist spent 2 years, 2 months & 2 days living in a cabin at Walden Pond",Thoreau
"Wright Brothers Day, Dec. 17, celebrates the pair's flight near this North Carolina village",Kitty Hawk
"This diminutive psychologist is said to dole out ""sexual advice like good hot chicken soup""",Dr. Ruth
"The last scene of ""Richard II"" is set in this famous royal castle west of London",Windsor Castle
"The Church of St, Francis in this Peruvian capital is noted for its eerie catacombs",Lima
"The Green Giant works for this company with another jolly spokesfigure, the Doughboy",Pillsbury
This pair of printmakers began their very lucrative partnership in 1857,Currier & Ives
Annual events in this Southern city include the FedEx St. Jude's Golf Classic & Elvis International Tribute Week,Memphis
In 1983 she became the first American woman & the youngest American to travel into space,Sally Ride
"Mickey Rooney said he'd ""never read Shakespeare before or since"" he played Puck in a film version of this comedy",A Midsummer Night's Dream
You'll find the Kyongbok Palace at the foot of Mount Pugak in this South Korean capital,Seoul
"This Seattle-based coffee chain was named for the first mate in ""Moby Dick""",Starbucks
In 1854 more than 1/3 of a light brigade were killed or wounded during a battle in this war,the Crimean War
"The Whole Enchilada Fiesta is an October event in this New Mexico town whose name means ""the crosses""",Las Cruces
"Once a teacher of English as a second language, today she's New Jersey's governor",Christie Todd Whitman
"Surprisingly, Shylock only appears in 5 of this play's scenes, & he's gone by the last act",The Merchant of Venice
"The Aleje Ujazdowskie has been called the ""Champs-Elysees"" of this Polish capital",Warsaw
"Ideas in his novels that have come true include space travel, television & the submarine",Jules Verne
"In ""On Writing"" this horror author wrote about his early life in Maine & gave advice to aspiring novelists",Stephen King
"This salad that features romaine lettuce & grated cheese is said to be named for Mr. Cardini, not a certain Julius",a Caesar salad
A Hostess food product in Finland,a Helsinki Twinkie
This short-lived enterprise employed Buffalo Bill Cody & ceased at the completion of the U.S. telegraph system,the Pony Express
"Fe2O3 is ferric oxide, better known on your car's body as this",rust
"In Olympic skiing, it's the race in which competitors go the fastest",the downhill
"Ingrid Betancourt's ""Even Silence Has an End"" recounts her 6 years of captivity in the jungles of this country",Colombia
"I contributed a recipe to ""Cooking for Heroes"", a Red Cross cookbook: French-Canadian pea soup with this type of meat",ham
An Italian book,a Rome tome
"Fittingly, these patriotic ""outfitters"" have a line of clothing called ""Aerie""",American Eagle
"Potassium binoxalate, KHC2O4, has been used on stains made by this liquid that once came in wells in schools",ink
"At the 2004 Olympics, a mishap in passing this sank the U.S. women's 4&nbsp;x&nbsp;100 track relay team",the baton
"This memoir is subtitled ""One Woman's Search for Everything Across Italy, India and Indonesia""","Eat, Pray, Love"
"This kitchen personage's salad is tossed greens topped by Julienned cheeses & meats, sliced veggies & hard-cooked egg",a chef salad
A gear in the Czech Republic,a Prague cog
"Want a bar of this ""avian"" product?  Specify whether you'd like chocolate or soap, please",Dove
"Ca(NO3)2, used as a fertilizer, is made from atmospheric this, the atmosphere's most abundant element",nitrogen
"The climax of the movie ""Breaking Away"" is this university's ""Little 500"" bicycle race",Indiana
"""Me Talk Pretty One Day"" is a memoir of life in Paris by this humorist whose name rhymes with ""Paris""",David Sedaris
"Beware: the soup called ""mock"" this is actually made from a calf's head cooked in water",turtle
A boy in Ukraine named for actor Schreiber,a Kiev Liev
"This energy drink company now offers a cola & ""Energy Shots""",Red Bull
"SnF2, found in toothpaste, is also called stannous this",fluoride
The odd-looking hip rotation helps you cover more ground with each step in the Olympic race in this activity,race walking
"Barack Obama wrote the foreword to this other leader's book ""Conversations with Myself""",Nelson Mandela
The name of this chunky seafood soup comes from a French word for the cauldron in which fishermen made their stews,chowder
A list of maritime cargo in the capital of Hungary,a Budapest manifest
This sporting shoe company's logo features a feline jumping over the letters,Puma
"(Kelly of the Clue Crew shows some structural formulas on the monitor.)  Alkanes are organic compounds that have carbon atoms arranged in a row; C2H6 is ethane; add one carbon & two hydrogens to get C3H8, this backyard barbecue staple",propane
A Newport-to-Ensenada race is named for this type of boat,yacht
In 1501 he was commissioned to make a statue of David for the cathedral of Florence,Michelangelo
"Kate Jackson, Farrah Fawcett, Jaclyn Smith",Charlie's Angels
"A sacred song or hymn, especially in a Bible book",a psalm
I really like your rod & your Okuma one of these with the anodized spool; wish I had one,a reel
"Alabama's state nickname is the ""Heart of"" this region",Dixie
Rodrigo Borgia was a corrupt pope whose spiritual neglect of the Church added to the development of this Reformation,the Protestant Reformation
"Figueres, Spain & St. Petersburg, Florida have museums devoted to this Surrealist",(Salvador) Dalí
Richard Dean Anderson as a resourceful agent of the Phoenix Foundation,MacGyver
"An assumed moniker, usually by an author",a pseudonym
Thank you for removing from my arm this reverse-direction point at the end of the hook--are you a surgeon?,a barb
"Site of an important Civil War naval battle, this bay is home to Alabama's only seaport",Mobile
Rodrigo's uncle Pope Calixtus III made 25-year-old Rodrigo one of these high ecclesiastics,a Cardinal
"In 1968 Valerie Solanas shot this pop artist; at one point he was declared clinically dead, but he survived",(Andy) Warhol
Jim Belushi & Jerry O'Connell as 2 Las Vegas lawyers,The Defenders
Lobar this is an acute disease of the lungs,pneumonia
"Boy, you get some acceleration & accuracy in your side & back type of this",casting
This city's News boasts the largest circulation of any Alabama newspaper,Birmingham
The policies of this conniving Borgia son were so ruthless that Machiavelli cited him as an example of the new prince,Cesare
"His ""Delft"" touch is seen here",(Jan) Vermeer
"In the late '60s, Sally Field as Sister Bertrille",The Flying Nun
Let's park in the Jurassic to see this flying reptile with a birdlike beak,a pterodactyl
"Wow!  Look at that blue one of these swordfish relatives you've hooked!  It's a 1,400-pounder if it's an ounce",a marlin
This rocket that took the astronauts to the Moon was conceived & designed in Huntsville,the Saturn V rocket
"History has portrayed this Borgia daughter as a master of political intrigue, though she may have been a pawn",Lucrezia
Sanzio is the last name of this master of the Italian High Renaissance known for his Madonnas,Raphael
"Dave Annable, Matthew Rhys, Rachel Griffiths, Calista Flockhart",Brothers & Sisters
You may grouse about this Arctic bird seen here,a ptarmigan
"You do drift fishing, trolling & ice fishing?  You really are this Izaak Walton book",The Compleat Angler
"While living in Alabama, this Native American leader completed a 10-year project developing a Cherokee alphabet",Sequoyah
"Jeremy Irons portrays Borgia patriarch Rodrigo, who's being inaugurated as the sixth pope of this name",Alexander
"Faulkner said this writer ""has no courage"" & ""has never used a word where the reader (may need) a dictionary""",Ernest Hemingway
Lady Bird Johnson was the 1st first lady born in this state; she's from Karnack,Texas
In 1996 Kent Steffes & Karch Kiraly won the first gold medal ever presented in this type of volleyball,Beach Volleyball
"""Leaves"" made of this sweet often top the familiar mousse of the same flavor",Chocolate
"Popocatepetl, a volcano near this capital city, is a source of sulfur",Mexico City
"Miniature poodles are 10 to 15"" tall, while these poodles are 10"" or less",Toy Poodles
"In 1964 she wrote of her husband, ""So now he is a legend when he would have preferred to be a man""",Jacqueline Kennedy
This team's John Wetteland was named MVP of the 1996 World Series for saving all 4 wins,New York Yankees
Conchiglie is an Italian pasta named for & shaped like these,Shells
"Mount Taranaki in this country gets its name from a Maori word for ""Barren Mountain""",New Zealand
"What Australians call a mong, we call this",Mongrel
"In 1899 people sang about ""My Little Georgia"" one & ""My Wild Irish"" one",Rose
"This Missourian known for her ""independence"" referred to the White House as ""The Great White Jail""",Bess Truman
Only Wayne Gretzky & this Penguins star have scored over 190 points in an NHL season,Mario Lemieux
"""Joy of Cooking"" 's recipe for drinks called Fruit Shrubs uses the white wine type of this liquid",Vinegar
"Because of the May 18, 1980 eruption, this Washington volcano is now about 1,300 feet shorter",Mt. St. Helens
The dashbracke may be the result of matings between basset hounds & these dogs,Dachshunds
"A sea chanty that became a hit in 1891 asked, ""What shall we do with"" one of these","""A Drunken Sailor"""
"Sadly, she was declared insane on May 19, 1875 & tried to commit suicide that evening",Mary Todd Lincoln
In 1996 Johnny Miller was voted into this sport's Hall of Fame,golf
"Assam, a black type of this beverage, is known for its full body & strong flavor",Tea
Mount Etna is part of this mountain system,Apennines
In Scotland it was once forbidden for anyone below the rank of earl to own this stag-hunting hound,a deerhound
"""Casey would waltz with a strawberry blonde"" and this happened","""The Band Played On"""
"This outspoken first lady once told ""60 Minutes"" she wouldn't be surprised if her daughter Susan had an affair",Betty Ford
This Dolphins coach has a yacht named Three Rings for his 2 Super Bowl titles & 1 college championship,Jimmie Johnson
Field salad is a salad green also known as this young hoofed animal's lettuce,Lamb's Lettuce
Mount Erebus in this continent's Victoria Land region was discovered by Sir James Ross in 1841,Antarctica
"Though this ""Tibetan"" dog's hair falls over its eyes, its hearing makes it an excellent watchdog",Lhasa Apso
"A completely different title to this often sung 1893 classic is ""Good Morning To All""","""Happy Birthday To You"""
Scientists prefer to find dinosaur eggs that are cracked because these remains may be preserved inside,Embryos
"In 1986 & 1987 this comic topped the bestseller list with ""Fatherhood"" & ""Time Flies""",Bill Cosby
In 1928 this Spanish cubist artist pioneered welded sculptures with Julio Gonzalez,Pablo Picasso
"In 1992 this founder of another ""Famous"" venture started the Uncle Noname Cookie Company","Wally ""Famous"" Amos"
"In Budapest, if you can't master this local language, English & German are widely understood",Hungarian
Bulrush baby            (5),Moses
"Diego de Landa, bishop of Yucatan, deciphered some of these people's hieroglyphics in the mid-16th century",Mayans
"In 1995 this star of ""Psycho"" published a Hollywood novel called ""House of Destiny""",Janet Leigh
Alexander Rodchenko is credited with developing these sculptures by suspending wood structures,Mobiles
"After taking a correspondence course in ice-cream making, they opened their first shop in Vermont in 1978",Ben & Jerry
Nicolae Ceausescu had part of this capital built in the style of communist North Korea,Bucharest
Not a minor prime minister            (5),Major
The Mother Goddess figurine found in Austria near Willendorf is named for this Roman love deity,Venus
"In ""Make the Connection"", this talk show host & her trainer reveal ""Ten Steps to a Better Body & a Better Life""",Oprah Winfrey
George Segal's direct-cast plaster sculptures are usually this color,White
"Representing such people as Mike Tyson, he bills himself as ""The World's Greatest Boxing Promoter""",Don King
Pinsk is an important port in this former Soviet republic whose capital is Minsk,Belarus
"Gangster's ""gun"" gal             (4)",Moll
"On his 1798 conquest of Egypt, this man brought many scholars to study its antiquities",Napoléon
"Doing research on her grandfather led her to co-write the 1996 mystery novel ""Murder at San Simeon""",Patricia (Patty) Hearst
"""Man with a Broken Nose"", his first sculpture submitted for exhibit to the Paris Salon, was rejected",Auguste Rodin
Former garbage truck driver H. Wayne Huizenga was the driving force behind this entertainment & video group,Blockbuster
In the 1990s thousands of young westerners have made this Bohemian capital quite Bohemian,Prague
Couscous country             (7),Morocco
"In 1996 New Mexico wildfires damaged ruins of this tribe the Navajo called ""the Ancient Ones""",the Anasazi
"Her books include ""Delusions of Grandma"" & ""Postcards from the Edge""",Carrie Fisher
"In addition to his ""Minute Man"" statue, he sculpted equestrian statues of Grant & Washington",Daniel Chester French
Her cosmetics company is famous for awarding pink Cadillacs to its consultants & directors,Mary Kay
"The name of this country means ""plain"" & its flatness was helpful to the Nazi war machine",Poland
"""La boheme"" femme (4)",Mimi
In 1849 Americans traveling to the California gold fields via boat popularized this hat,Panama Hat
"From Earth 4 galaxies are visible without a telescope: the Large & Small Magellanic Clouds, Andromeda & this",the Milky Way
"The ""Rachel cut"" hairstyle was popularized by this sitcom",Friends
"Early in the morning of August 3, 1923 he was sworn in as U.S. president",(Calvin) Coolidge
"In carpentry, this body part ""& groove"" form a joint between 2 boards",tongue
A home run with the bases loaded,a grand slam
In 2000 Judge Thomas Penfield Jackson ruled that this computer company should be split in two,Microsoft
The possible 10th planet of our solar system was nicknamed for this TV warrior princess; Gabrielle is its moon,Xena
Tourists flocked to California wineries after seeing this 2004 Paul Giamatti film but probably held off on the Merlot,Sideways
In 1923 this city replaced Constantinople as the capital of its country,Ankara
"Seen here are grooves in this Buckeye State scoured into limestone 18,000 years ago by the Great Ice Sheet",Ohio
"""Colorful"" 9-letter word used derisively of an immigrant unfamiliar with American life",a greenhorn
"Grammar alert: there's a split one of these in the phrase ""He chose to wisely decline the invitation""",an infinitive
"Appropriately, the star Acubens, ""The Claw"", is found in this constellation named for a crustacean",the Crab Constellation (Cancer accepted)
In the '90s this somewhat hallucinatory TV title attorney brought back the micro-miniskirt,Ally McBeal
Alfred P. Sloan Jr. became the CEO of this giant auto company in 1923 & brought it back from the brink of collapse,General Motors
Much of the cortical surface of this is hidden in grooves called sulci,the brain
He's the first astronaut later elected U.S. senator,John Glenn
Otto Hahn & Fritz Strassman got together long enough to split this in 1938,the atom
"Fomalhaut, the brightest star in Piscis Austrinus, means ""mouth of"" this in Arabic",a fish
In 2005 the terpsichorean splendor of John O'Hurley repopularized a somewhat lost art on this TV show,Dancing with the Stars
"Governor Al Smith of this state signed a repeal of the state's Prohibition Enforcement Act, angering the feds",New York
"This Simon & Garfunkel tune is also known as ""The 59th Street Bridge Song""","""Feelin' Groovy"""
"January is the first month of the year on this, first used in 1582",the Gregorian calendar
"Kenya, Tanzania & Uganda share ownership of this body of water",Lake Victoria
"Named in the 17th c. by Dutchman Petrus Plancius, the constellation Monoceros represents this mythical animal",a unicorn
Sales of Ray-Ban Wayfarer sunglasses soared after Tom Cruise donned a pair in this 1983 film,Risky Business
In July the U.S. Open golf tournament was won by this amateur in a playoff,Bobby Jones
"In this artistic process, printing is done by forcing ink into grooves made by acid",copperplate etching
Psychologist Max Wertheimer co-founded this theory in which the sum is greater than its parts,Gestalt
Name given to the period between 1378 & 1417 when the Catholic Church had 2 or 3 popes serving simultaneously,the Great Schism
"Britannica states that the name ""Agora"" was first found in the work of this ancient Greek poet",Homer
"""Miles Ahead"" is a 1957 album by this jazz trumpeter",Miles Davis
"Eponymous term meaning biased devotion to a group, it sometimes follows ""male"" when used by feminists",chauvenism
"Freed from prison in 2005, she said, ""The experience of the last five months... has been life altering and life affirming""",Martha Stewart
S.C. native Robert Mills designed the Washington Monument & some of the USC campus in this state capital,Columbia
"""The herb you need to improve this recipe isn't parsley, rosemary or thyme"", Tom remarked in this wise fashion",sagely
This 1953 book title tells us the temperature at which books burn,Fahrenheit 451
"(Cheryl of the Clue Crew reports from the Smithsonian Institution.)  This Grammy is one of 13 awarded to this jazz singer called ""The First Lady of Song""",Ella Fitzgerald
"Part of many religions, it's the opposition to war & violence as means of settling disputes",pacifism
"Dorothy Parker quipped that ""Brevity is the soul of"" this sexywear",lingerie
The Francis Marion National Forest contains plenty of these soggy areas found in Marion's nickname,swamps
"""I've struck unrefined oil!"" Tom related in this coarse manner",crudely
"In 1900 he wrote the line, ""The road to the City of Emeralds is paved with yellow brick""",L. Frank Baum
"The album title ""Satch Plays Fats"" refers to these 2 musicians, one a trumpeter, the other a pianist",Louis Armstrong & Fats Waller
The practices of some extreme Protestants of the Reformation era; or any moral strictness,puritanism
"She once remarked, ""The power I exert on the court depends on the power of my arguments, not on my gender""",Sandra Day O'Connor
"2 crops, indigo & this grain, made the colony wealthy in the 18th century",rice
"""I only have clubs, diamonds and spades"", Tom said in this cruel fashion",heartlessly
This 1952 Pulitzer-winning book grew out of Herman Wouk's experiences on a WWII destroyer-minesweeper,The Caine Mutiny
"This bop saxophonist's 1946 tune ""Ornithology"" became a jazz standard",Charlie Parker
"Latin for ""other"" gave us this word meaning unselfish concern for others",altruism
"In 1926 she told Ernest Hemingway, ""You are all a lost generation""",Gertrude Stein
"It's the annoyingly cheerful way Tom said, ""Golly!  The coffee's bubbling through!""",perkily
"Elizabeth Barrett Browning gave this volume of 44 sonnets to Robert in 1847, a year after they eloped",Sonnets from the Portuguese
"This bandleader was the ""King of Hi-De-Ho""",Cab Calloway
(Kelly of the Clue Crew explains a symbol pictured on a screen.)  A Roman symbol in which rods tied together meant unity led to the name of this ideology that glorifies the state,fascism
"People said women couldn't swim the Channel... I proved they could""; & so she did, in 1926",Gertrude Ederle
"When Tom yelled, ""Neigh!  Neigh!  A thousand times neigh!"" it was in this rough way, as if he had a sore throat",hoarsely
"Clause 39 of this reads ""No freeman shall be taken, or imprisoned... except by the legal judgment of his peers""",the Magna Carta
The deepest ground penetration on June 6 was not by Americans or Brits but by this country's forces at Juno beach,Canada
Let's have this mid-morning meal with a portmanteau name,brunch
"As a U.S. governor, he established the hydrogen highway & million solar roofs plan",Schwarzenegger
"The USBGN rarely approves the use of this punctuation mark, so it endorses names like Henrys fork & Pikes Peak",an apostrophe
"You may facetiously call your wastebasket this ""file""",a circular file
"(Chevy Chase delivers the clue from the set of Community.)  On ""Weekend Update"", I announced ""Our top story tonight: Generalissimo"" this man ""is still dead""",Franco
"The decision to go on June 6 was due to James Stagg, chief adviser to Eisenhower on this atmospheric science",weather
Let's hit the gym & do these till our abs cry,crunch
"He graduated from the medical school of the university of Vienna in 1881; tell me, how do you feel about that?",Freud
D'oh!  The USBGN's website says it's a myth that there's a community named this in each of the 50 states--there's one in only 34,Springfield
"The Texas dept. of agriculture uses this geometric term for the nutritious food kids should eat--breakfast, lunch & dinner",a square meal
"(Chevy Chase delivers the clue from the set of Community.)  In 1986, 10 years after I played at least a small part in denying this man a new term, I met him at a conference on humor & the presidency held at his museum",Gerald Ford
"A counterattack by tanks called these, from the German for ""armor"", was barely turned back by British gunners",panzers
Let's get a pizza... & a couple of burritos... & some chips... I've got a bad case of these,the munchies
"Pre-Spago, this chef's first job in the U.S. was at La Tour in Indianapolis in 1973",(Wolfgang) Puck
"The USBGN shot down a recent proposal to change the name of this to the ""Gulf of America""",the Gulf of Mexico
"At the 1976 Olympics, Nadia Comaneci got a perfect 10 on this uneven equipment",the parallel bars
"(Chevy Chase delivers the clue from the set of Community.)  When I checked into ""Samurai Hotel"", Richard Pryor & this actor argued with swords, over who'd carry my bags to my room",John Belushi
"Visits to Longues-sur-Mer, the only coastal German one of these emplacements with guns intact, are "" electrifying""",batteries
Let's have you prove me right by showing you know this term for an intuition,a hunch
The USBGN has been in the middle as Alaska's lawmakers have fought with Ohio's over the name of this mountain,(Mt.) McKinley
"Rather than long-term care for chronic disorders, some hospitals give this type of care (the opposite of obtuse)",acute
"(Chevy Chase delivers the clue from the set of Community.)  I played this ""SNL"" character who tried to gain entry into peoples' homes by claiming to be a plumber, a dolphin & a deliverer of a ""candygram""",the landshark
"Rommel said, ""the first 24 hours of the invasion will be decisive...it will be"" this, which became the title of a book & movie",the longest day
"Let's read ""An American Dilemma"", this Nobel Prize winner's 1944 study of race relations",(Ralph) Bunche
"The USBGN catalogs the locations of these but won't release them; if you want to spelunk, you're on your own",caves
"(Kelly of the Clue Crew reports from Microsoft Research in Redmond, WA.)  Microsoft surface uses multiple cameras to find my finger position with this geometric technique where two known points lead to the location of an unknown",triangulation
"(Chevy Chase delivers the clue from the set of Community.)  I told Gilda Radner, ""I don't know, Babs, but I do know this--you've really let"" this small, fleshy item that hangs from the soft palate ""go to the dogs""",your uvula
"In November 1848, for the first time, it was the same for Americans in every state",Election Day
"In 2003 geri halliwell, this redheaded spice, played Phoebe in an episode of ""Sex and the City""",Ginger Spice
In the 1960s Galina Ulanova retired & Maya Plisetskaya became this company's prima ballerina,the Bolshoi
The British rescued 5 of these toy dogs when looting the Chinese imperial palace in 1860; one was presented to Queen Victoria,Pekingese
James Michener's novel about this country centers on a village on the Vistula River,Poland
"Uranium, phosphorus, oxygen, nitrogen",U P O N
"In 1834 slavery was abolished in the British Empire as of August 1, long celebrated as this day",Emacipation Day
"This trumpet player headed the Tijuana brass on ""Spanish Flea"", the theme song for ""The Dating Game""",Herb Alpert
"The Aztecs revered this dog; by the 19th century, it was nicknamed pelon, Spanish for ""bald""",a Mexican hairless dog
"""riverrun, past Eve and Adam's"" is the opening passage, & about the most comprehensible part, of this Joyce novel",Finnegans Wake
"Boron, aluminum, potassium",B Al K
"The U.S. Department of Energy has a website urging us to ""Make every day"" this April event",Earth Day
The uniquely dressed Herb Tarlek hung out with Les Nessman & Dr. Johnny fever at this title radio station (on TV),WKRP in Cincinnati
The AKC says the name of this dog breed seen here goes back to one owned by Kees de Gyselaer,keeshond
"Just before his death in 1975, Rex Stout published ""A Family Affair"", his final book about this portly detective",Nero Wolfe
"Sulfur, silver",S Ag
"Fittingly, schools were not closed on April 5, 2009, which was this ""and sharing day, U.S.A.""",Education
"""I'll tell you what I want, what I really really want""; for you to name this 1-word 1997 Spice Girls No. 1 hit",Wannabe
"Before studying ballet & opening his own ballet school in New York City in 1953, he was a tap dancer",(Robert) Joffrey
In the 1980s Wally Conron was the first to breed this dog; now there are oodles of them,labradoodles
"At 900+ pages, his 1998 novel ""I Know This Much is True"" is one hefty read",(Wally) Lamb
"Sodium, yttrium",Na Y
In Japan before WWII February 11 was celebrated as this large political unit day,Empire Day
"In 1979 this duo hit No. 1 for 4 weeks with ""Reunited""",Peaches & Herb
"Byron said his dog, of this large breed, possessed beauty without vanity & all the virtues of man without his vices",a Newfoundland
"Yakov Liebermann, the hero of this Ira Levin novel, was based on Nazi hunter Simon Wiesenthal",The Boys from Brazil
"Tin, iodine, fluorine, fluorine",Sn I F F
"Founded in 1795, this city that hosts a popular annual sporting event has ""sport"" in its name",Williamsport
"Disguised as a lawyer, Portia foils Shylock's plan to collect a pound of flesh in this play","""The Merchant of Venice"""
He played New York cop James Edwards who became MIB Agent J,Will Smith
"Seen here, it's a helpful ""feminine"" predator of other bugs:",Ladybug
There's a pyramid on the back of his greenback,George Washington
"Having jumped in a lake during their Orlando photo shoot, these ""Boys"" sported the wet look on a 1998 cover",Backstreet Boys
"If I can never die, I'm this",Immortal
This character who loved Cressida was a prince of Troy,Troilus
"According to the title of a 1984 movie musical, they ""Take Manhattan""",The Muppets
"In the U.S. these insects are divided into 3 main groups: damp-wood, dry-wood & subterranean",Termites
On the back of his bill is the front of his memorial,Abraham Lincoln
"In 1998 Brandy & this teen country diva were among the ""Hottest Stars Under 21""",LeAnn Rimes
"On the football field, this line separates the Lions from the Bears",Line of scrimmage
"In Act I of this play, Cordelia says, ""What shall Cordelia speak?  Love, and be silent""","""King Lear"""
"""Lost in New York"" is the subtitle of the 1992 sequel to this film",Home Alone
This common pest is quite the leaper:,Flea
The only dueling fatality on the front of a current bill,Alexander Hamilton
"This Yankees shortstop reveals he's ""A big movie person""; ""Seven"" is his favorite",Derek Jeter
"IDG books ""For"" these people include ones on ""Bird Watching"", ""Opera"" & ""Windows 98""",Dummies
"Shakespeare laid the scene of this tragedy in ""Fair Verona""","""Romeo and Juliet"""
"She played a New York photographer who's a stepmom-to-be in 1998's ""Stepmom""",Julia Roberts
"Unlike the grasshopper, the 17-year ""locust"" is really one of these winged insects noted for their loud buzzing",Cicada
This president seen on a bill lost all his money to swindler Ferdinand Ward in 1884,Ulysses S. Grant
"For this Wallflower, when it comes to style & fashion, ""Black...rocks like no other color""",Jakob Dylan
"""Tell me more"" about this song from ""Grease""","""Summer Nights"""
"""'Tis incredible to believe how much she loves me.  O the kindest Kate!"" Petruchio says in this play","""The Taming of the Shrew"""
Tea Leoni & the Big Apple are destroyed by a tidal wave when a meteor hits the Earth in this 1998 disaster film,Deep Impact
"Imitations of this ""monthly"" flier are used as fishing lures:",Mayfly
