Question,Answer
"The sum of x numbers divided by x; or typical, common or ordinary",Average
"This author of ""The Civil War:  A Narrative"" appears in Ken Burns' TV documentary on the subject",Shelby Foote
"He directed Goldie Hawn in ""Swing Shift"" before shifting to films like ""The Silence Of The Lambs""",Jonathan Demme
"The George Cross, awarded for bravery in World War II, appears on this island country's flag, seen here:",Malta
For the 1996 Olympics in Atlanta this chain of music clubs ran a temporary venue in a Baptist tabernacle,House of Blues
"This German composed the ""Sailors' Chorus"" heard here: [audio clue]",Richard Wagner (from  The Flying Dutchman)
"Point (0,0) on a graph; or the beginning",Origin
"She's written about the South in such books as ""Delta Wedding"" & ""The Optimist's Daughter""",Eudora Welty
One of Francis Ford Coppola's early films was this musical about a leprechaun & a stolen pot of gold,Finian's Rainbow
You're on a roll if you know that Bialystock is one of this country's largest provinces,Poland
Diana Ross & Boyz II Men are among the celebrity investors in this restaurant chain,Motown Cafe
"This musical direction, Italian for ""lively"", is also the title of a Rodgers & Hammerstein musical",Allegro
"The instantaneous rate of change of a function; or not original, adapted from others",Derivative
"In Homer, Athena takes the form of this old friend of Odysseus to advise Odysseus' young son",Mentor
"Before he was NYC mayor, he was the U.S. attorney who prosecuted the mafia in the ""pizza connection"" case",Rudy Giuliani
"Ron Stoppable helps this title girl in her fight against villains like Frugal Lucre & Sr. Senior, Jr.",Kim Possible
"For authentic Cajun & Creole dishes, head down south to this ""Bayou State""",Louisiana
"Harry is chosen for & competes in the Triwizard Tournament.  He fights Voldemort.  ""Moody"" tries to kill Harry",Harry Potter and the Goblet of Fire
"On sheet music, this sign identifies the second line of the staff as the G above middle C",a treble clef
"5,760 grains in troy weight or 7,000 grains in avoirdupois weight",a pound
We hope Silvestre Reyes can keep secrets--he chairs the House Permanent Select Committee on this,Intelligence
"A junior high hoops star starts turning into a leprechaun in the Disney Channel movie ""The Luck of"" them",the Irish
The 1862 Civil War battle of these 2 ironclads ended when one had to withdraw because of the tides,the Monitor and the Merrimack
Jess likes to run.  Jess & Leslie build a fantasyland filled with creatures.  Leslie drowns.  Jess crowns his sis,Bridge to Terabithia
"The name of this section of an orchestra in which instruments are struck comes from the Latin for ""a beating""",percussion
Where a baseball pitcher stands,the mound
This senator was the first African-American president of the Harvard Law Review,Barack Obama
The Diffy family from the year 2121 gets stuck in our century on this show,Phil of the Future
"Opryland, once a popular theme park in this city, was demolished to make way for a shopping mall",Nashville
"Ponyboy vs. the Socs.  Johnny kills a Soc.  A church catches on fire, kids are saved.  Johnny dies, Dally is shot",The Outsiders
"In 1890 this composer wrote a rousing number called ""The High School Cadets"", heard here",(John Philip) Sousa
8-letter word meaning to encircle or enclose on all sides,surround
In 2004 this North Carolinian was almost the vice president-elect,John Edwards
"This title kid is ""in the (White) House"" when his dad is made executive chef",Cory (Baxter)
In 2004 this hyphenated North Carolina city was named one of the most livable cities in America,Winston-Salem
"Sherlock Holmes discovers a cane, then a family curse.  Howling is heard.  The culprit drowns on the moors",The Hound of the Baskervilles
"Rachmaninoff wrote one ""on a Theme of Paganini""; Gershwin wrote on ""in Blue""",a rhapsody
Subterranean,underground
This former Massachusetts governor was CEO of the 2002 Winter Olympics in Salt Lake City,Mitt Romney
"Disney says this title guy ""is your average 13-year-old kid, who just so happens to be a powerful and magical dragon!""",Jake Long
"Home to a famous naval hospital, this unincorporated Maryland city was named for a church",Bethesda
"Trojans flee Troy.  Dido & Aeneas hook up.  He goes, she stabs herself.  The Trojans reach Italy.  Fighting ensues",the Aeneid
"You may have studied these Chopin pieces whose name is French for ""studies""",études
"In chemistry, a substance consisting of 2 or more elements",a compound
The star on Nevada's flag is this metallic color because it represents Nevada's state mineral,silver
"This entire Italian city, spread of 188 islands, is a World Heritage Site",Venice
In 1948 Micheline Ostermeyer won Olympic gold for throwing the discus & for putting this,the shot
From October 1804 to April 1805 this pair camped in N.D. with the Mandan Indians before heading west to Oregon,Lewis and Clark
"It's a network of nerves, like the solar one",plexus
"If someone uses the acronym ""GAL"", they don't think you're female, but rather that you should ""get"" this",a life
A sheaf of this grain symbolizes-- what else?-- agriculture on Ohio's state seal,wheat
The old cities of Bern in Switzerland & Damascus in this country made the list,Syria
The 1972 games at this German city were the scene of terrorism & tragedy,Munich
In 1775 this frontiersman led a group through the Cumberland Gap,Daniel Boone
Nephrology is a medical specialty concerned with these organs,kidneys
"""DQYDJ"" has nothing to do with your turntable gig; in fact, it means ""Don't quit"" this",your day job
"(Kelly of the Clue Crew shows a shape on the monitor.)  The traditional symbol for this sign of the zodiac resembles a ""mane""",Leo
This South American capital didn't exist 60 years ago,Brasilia
"Different strokes: In 2004 Amanda Beard won Olympic gold in 200-meter breast, Natalie Coughlin in 100-meter this",backstroke
Bjarni Herjolfsson sold his ship to this man who used it to explore Vinland around 1000,Leif Ericson
The hip is this type of 3-word joint,ball and socket
"Provoking people in an online forum could get you this moniker, like the nemesis of the Billy Goats Gruff",troll
Not the Easter but the Prairie type of this flower is the floral emblem of Saskatchewan,lily
You can visit this North America country's L'Anse Aux Meadows historic park even if you're not a Viking,Canada
A platypus was one of the mascots of the 2000 games held in this city,Sydney
"After his 5-year voyage, 1831-36, this naturalist never went abroad again; he had been seasick much of the time",Charles Darwin
These 5 bones make up the palm of the hand,metacarpals
"If someone uses the term ""PEBCAK"", it's a dis meaning the ""problem exists between"" these 2 places",chair and keyboard
"From the Latin for ""triple leaf"", it's the name of the official Girl Scout emblem depicted here",trefoil
"A visit to this country's Komodo National Park shouldn't ""drag on"" all day",Indonesia
She won all-around gold for the U.S. in 2004; Maybe you can see her better now,Carly Patterson
"In 1682 he claimed the entire Mississippi Valley for France; 5 years later, his own men killed him in Texas",LaSalle
"It's also called the auditory tube, & when it's blocked, an earache can result",eustachian tube
"If you lack technology like Gameboys & iPods, you could be called ""Urban"" this, like a Mennonite sect",Amish
"Injured on the Austro-Italian front of July 8, 1918, he also crossed the English Channel with U.S. forces on D-Day",Ernest Hemingway
This lady richly deserves her pedestal; the first ticker-tape parade was held for her 1886 dedication,the Statue of Liberty
Will you still need me when I'm this Roman numeral? LXIV,64
"""Shout! The Mod Musical"" takes us through this decade with songs like ""Downtown"" & ""Goldfinger""",the '60s
"During WWI, this president's wife used sheep to trim the White House lawn",Wilson
"This current SUV line began in 1935 as an 8-passenger, all-steel wagon built on a Chevy truck chassis",the Chevy Suburban
The Tam-o'-shanter & the Glengarry are popular men's hats from this U.K. country,Scotland
2 NYC ticker-tape parades didn't gain the Shah popularity in this country where he was deposed in 1979,Iran
Mentioned at Gettysburg: LXXXVII,87
"(Before the clue is given, Toni Award-nominated actress Carolee Carmello from the Broadway play Mamma Mia! helps with the clue.)  ""Ooh-ooh-ooh-ooh  / You can dance / You can jive / Having the time of your life / Ooh-ooh-ooh, see that girl / Watch that scene / Dig in the dancing queen /""  ""Dancing Queen"" is one of many hit songs in ""Mamma Mia!"" that were originally made famous by this Swedish group",ABBA
"Karl Dahlman built a rotary-blade one of these machines that ran like a hovercraft, on a cushion of air",a lawn mower
This former SUV model from Honda sounds like something you need when you travel abroad,a Passport
"The name of this high-crowned, very wide-brimmed men's hat from Mexico comes from the Spanish word for ""shade""",a sombrero
In 1927 he returned to a hero's welcome less than a month after leaving Long Island for Paris,Lindbergh
A positively revolutionary year: MDCCLXXVI,1776
"Also known as finger grass, a creeping weed of the genus Digitaria is better known by this ""grouchy"" name",crabgrass
Subaru has a 7-passenger SUV named for this Manhattan neighborhood that's home to a film festival,Tribeca
18th century frontiersman Daniel Boone is often depicted wearing one of these hats made from an animal,a coonskin cap
"In 1951 it was the turn of David Ben-Gurion, the first prime minister of this country",Israel
TV secret agent Maxwell Smart's beautiful agent wife: XCIX,99
"Keeping your lawn healthy might require adding a fertilizer that includes this chemical element, symbol N",nitrogen
"In the movies, this great fictional British detective often wore a hat called a deerstalker",Sherlock Holmes
Unemployment started with a bang when this 5-star general got a parade after being fired by Truman in 1951,MacArthur
Religious TV club: DCC,700
"Unlike a perennial, which will bloom year after year, this type of plant goes through its life cycle in one year",an annual
"In the early 1900s, William Bragg used this type of ray to try to photograph the structure of molecules",an X-ray
"Kramer, on this show: ""I'm taping Canadian Parliament, you know, on C-SPAN""",Seinfeld
"Brands of this condiment include Colman's, Gulden's & Plochman's",mustard
"""Team of Rivals"" by Doris Kearns Goodwin is about Lincoln's bringing political foes into this advisory body",the Cabinet
"When the Mad Hatter says, ""No room!"", you retort, ""There's plenty of room!"" as you're playing this title girl",Alice (in Wonderland)
An electron type of this optical scientific instrument is used to magnify molecules for study,a microscope
"Megan Mullally, as Karen on this show: ""You say potato, I say vodka""",Will & Grace
A Reuben sandwich is usually served with this fermented cabbage dish,sauerkraut
This controversial bestseller by Dan Brown begins with a murder in the Louvre,The Da Vinci Code
"Try to look mysterious when you say, ""I never drink... wine""--you're playing this spooky guy",(Count) Dracula
"Gregor Mendel famously found a mathematical basis for inheritance by studying this legume, without the princess",the pea
"David Hyde Pierce, on this NBC sitcom: ""Her lips were saying 'No' but her eyes were saying 'Read my lips'""",Frasier
"""Jewish Penicillin""",chicken soup
"In the 1980s he was quite at home on the bestseller list with books like ""Misery"", ""Cujo"" & ""Christine""",Stephen King
"You're playing this saint, so you say, ""I hear voices telling me what to do""",Joan of Arc
"Chromosomes carry these basic unis of heredity, not discovered by Levi Strauss",genes
"""Women--can't live with 'em ...pass the beer nuts"", said Norm on this show",Cheers
"It sounds like a ""Taxi"" character, but it's really a potato pancake",a latke
"She wasn't portrayed as the dearest of moms in the 1978 memoir ""Mommie Dearest""",Joan Crawford
"An address label error led to a character on this show receiving a TV guide as ""Ms. Chanandler Bong""",Friends
"If you're having gravlax, the last 3 letters should tell you that you're eating this 6-letter fish",salmon
"Robert Armin played the role of the fool in ""As You Like It"", in ""Twelfth Night"" & in this tragedy 1st published in 1608",King Lear
"This place is sometimes called 'Bam, 'Bama or 'Bammy",Alabama
"The leaves of a fern are commonly called this, from the Latin for ""foliage""",Fronds
"She guided fans through gracious living with etiquette books, columns & radio & TV shows",Amy Vanderbilt
Some feel deep-frying the legs of this amphibian in cornmeal overpowers their subtle flavor,Frog legs
Titleist makes these with a pink ribbon logo for breast cancer awareness,Golf balls
It's the part of a candle that you kindle,Wick
"The book ""Whistlin' Dixie"" calls this plural of ""you"" ""The ne plus ultra of Southern dialect""",Ya'll
"The ""fire"" type of this insect builds large mounds that interfere with harvesting hay",Fire ants
"(Hi, I'm Kirsten Dunst)  In ""Little Women"" Amy is the youngest of 4 sisters with this last name",March
"These desert reptiles are good for stew, but save the tip of the tail for a fun & handy noisemaker",Rattlesnake
"""The Yips"" is a term for jitters that can destroy a stroke, especially this one on the green",Putt
"Yodel, or sing melodiously like a bird",Warble
"19th century event referred to in the South as the ""Unpleasantness""",Civil War/War Between the States
A perihelion is the point in the orbit of a planet or other celestial body when it's closest to this,Sun
"She married Barbra Streisand in ""Yentl"" & Steven Spielberg in real life",Amy Irving
"At the big game, the tail of this Florida mascot has been seen on grills at the Georgia Bulldogs' tailgate parties",Gator (alligators)
A fade is a controlled type of this shot that flies to the right of a right-handed golfer,Slice
"It can mean to exercise power, or to handle & use a weapon",Wield
"A corruption of ""ordinary"", it means mean",Ornery
"Mildews, smuts & morels belong to this group of organisms incapable of making their own food",Fungi
"Her No. 1 hit ""Baby Baby"" was written for a real babe, her daughter Millie",Amy Grant
"Their habit of playing dead makes them easy to catch, roast & serve with sweet 'taters",Possums
"Australian-born ""Shark"" who won the 1986 British Open & narrowly lost the '86 & '96 Masters",Greg Norman
"Doggone it, this type of stereo speaker is used for reproducing low frequency sounds",Woofer
"Feeling fair to a little better is feeling ""fair to"" this",Middlin'
This phylum of sea animals named for their spiny skin includes sea urchins & sea cucumbers,Echinoderms
"Film director who captured teen America in ""Fast Times at Ridgemont High"" & ""Clueless""",Amy Heckerling
One main reason this North American bird was hunted to extinction by 1914 was that it was good eating,Passenger pigeon
A golfer's last name gave us this term for a free shot not counted against your score,Mulligan
"Phascolomis ursinus, this burrowing marsupial of Australia, resembles a small bear",Wombat
"This common name for the Society of Friends may come from the saying ""Tremble at the word of the Lord""",Quakers
"There are about 150 in a 12-ounce bottle, or 95 in the light type",Calories
"Type of event celebrated by an ""Epithalamion"", like the one Spenser wrote about his own to Elizabeth Boyle",Wedding
Spike Lee chronicled the life of this black activist in a 1992 film,Malcolm X
"Comedian Denis Leary insists people would use these even if they were called ""tumors""",Cigarettes
The July 1953 armistice ending this war has never led to a formal peace treaty,Korean War
Muslims in Uzbekistan are reclaiming these buildings that were put to secular use by the Soviets,Mosques
Slang term for beer overexposed to light & smelling like traces of a striped mammal,Skunky
"Taslima Nasrin left Bangladesh after incurring a 1994 Islamic death sentence, like this British author",Salman Rushdie
"Of the Underground Railroad, she said she never ran a train off the track & never lost a passenger",Harriet Tubman
"On 1995's Oscar telecast, David Letterman repeatedly introduced these 2 stars to each other",Uma & Oprah
"In a fanciful James Thurber story, a hung-over General Grant surrenders to this man at Appomattox",Robert E. Lee
"Mahayanists label other schools of this religion ""Hinayana"" or ""lesser vehicle""",Buddhism
"This Spanish word for beer is derived from Ceres, the goddess of agriculture",Cerveza
"In 1811 this poet was expelled from Oxford for writing the pamphlet ""The Necessity of Atheism""",Percy Shelley
The late Ron Brown was the first black American to head this cabinet department,Commerce
"Troubles on ""Sanford and Son"" made this comic clutch his heart & tell his dead wife, ""I'm Coming!""",Redd Foxx
"53 years before the Trail of Tears, this tribe signed the Hopewell Treaty with the U.S.",Cherokee
"Guadalupe, where Juan Diego twice saw the Virgin Mary in 1531, is now a part of this world capital",Mexico City
"Slosberg is the last name of this creator of a craft-brewed ""Wicked Ale""",Pete (Pete's Wicked Ale)
"HE WROTE, ""since feeling is first who pays any attention to the syntax of things""",E.E. Cummings
"This actress featured in ""Executive Decision"" was formerly married to outfielder David Justice",Halle Berry
"(Hi, I'm Al Franken)  As this character, I insist that, ""I'm good enough, I'm smart enough and doggone it, people like me""",Stuart Smalley
"After arranging a truce with this republic, Aleksandr Lebed was fired by Boris Yeltsin as security chief",Chechnya
The Bhagavad-Gita records a dialogue between a warrior named Arjuna & this avatar of Vishnu,Krishna
"This rich type of stout ""carries"" the name of the London market workers who guzzled it",Porters
"He was actually in the slammer -- London's Gatehouse, to be precise -- when he wrote ""To Althea From Prison",Richard Lovelace
"Noted for his Gulf War coverage, he's the principal Washington anchor for CNN",Bernard Shaw
The Minister of Silly Walks was a memorable portrayal by this gangly member of the Monty Python troupe,John Cleese
"By the 1871 Treaty of Frankfurt, France gave Germany Alsace & part of this quiche-making province",Lorraine
"Site of a famous leader's exile, it was named for the mother of Constantine the Great",Saint Helena (where Napoleon was exiled in 1815)
Luci Nugent was only 19 when she gave birth to this president's 1st grandchild,LBJ
"At Christmas shopping, bags of this ""5th Avenue"" store feature a December calendar",Saks 5th Avenue
"As you might expect, it's the sweetener in a bee's knees cocktail",honey
"Dramatic 16th C. style named for the Portuguese ""Barroco"", meaning an irregular-shaped pearl",Baroque
"Since she had a bare cupboard, hers certainly wasn't a lucky dog, lucky dog",Old Mother Hubbard
"In Tunisia this hand sign means ""I'll get you"", in Japan ""money"" & in the U.S. ""okay""","[the ""O"" sign]"
"He was known as ""Big Bill""",William Howard Taft
"Used to make martinis, it's an aperitif wine flavored with herbs",vermouth
The Swedes who settled in Delaware in 1638 were the 1st in America to build cabins made of these,logs
Precarious position of the bough-borne cradle,up in the treetop
"In the sobriety test, you shut your eyes, put your arms out to your sides & touch this",[your nose]
In 1970 George Bush ran against Lloyd Bentsen Jr. for this position,U.S. Senator from Texas
"A gin cocktail is named for this man, John Tunney's father",Gene Tunney
Ancient British monument that's an example of post-and-lintel construction later used by the Greeks,Stonehenge
"""See-saw, Margery Daw,"" he ""shall have a new master""",Jackie
"Besides his heart, this was the other part of E.T. that glowed",[index finger]
This wartime president had previously served in the Black Hawk War but saw no fighting,Abraham Lincoln
"Profession in which one might wear a cassock, alb, chasuble & maniple",priest
All you need to make this simple cocktail is gin & sweetened lime juice,a gimlet
"Associated with geodesic domes, he once proposed saving energy by covering midtown Manhattan with a dome",R. Buckminster Fuller
"A 2nd verse to this rhyme begins ""Every fiddler he had a fiddle, and a very fine fiddle had he""","""Old King Cole"""
"Paper covers stone, but stone breaks these","[""scissors""]"
"You can visit his home, Sagamore Hill, in Oyster Bay, Long Island",Theodore Roosevelt
"At Blomingdale's, the DKNY shop features ready-to-wear clothes by this N.Y. designer",Donna Karan
Bartenders know this juice puts the scarlet in a Scarlett O' Hara,cranberry juice
The Romans built their houses around this open-air central room,Atrium
"In this rhyme, a parent bemoans the fact her child has gone to bed with stockings & 1 shoe on","""Diddle Diddle Dumpling"""
"Jim Lange would invite the couples on ""The Dating Game"" to do this with him at the end of the show",[throw a kiss]
It can be a group riding exhibition performed to music or a merry-go-round,carousel
"By the end of this J.M. Barrie play, Wendy flies so badly she has to use a broomstick",Peter Pan
The sextant is so named because its shape is this fraction of a full circle,1/6
"(AUDIO DAILY DOUBLE): He won a 1962 Grammy for the following:  ""I can't stop loving you, I've made up my mind...""",Ray Charles
"He loved Polyxena but demanded that she be slain at his tomb--what a ""heel""!",Achilles
Now over 60% of U.S. homes can save our show forever using one of these electronic devices,VCR (video cassette recorder)
"Pronounced one way, it means to comfort; pronounced another way, it's a cabinet for your stereo",console
"This Norwegian author's last play, ""When We Dead Awaken"", includes a major self-analysis",Henrik Ibsen
"Navstar, one of these, allows aircraft & ships to determine their position anywhere on Earth",a satellite
"He once said that he ""cried like a baby"" while writing about Kunta Kinte",Alex Haley
"After she rendezvoused with Poseidon in Athena's temple, Athena changed her hair into serpents",Medusa
"The focus of many living rooms, in Latin ""focus"" means this, abbreviated ""fplc"" in real estate ads",fireplace
"A fancy roast of lamb, veal, or pork; you might wear your tiara while eating it",crown roast
"For centuries, navigators have used 2 stars in Ursa Major to point the way to this star",Polaris (or the North Star)
"A dancer in ""The Wiz"" & an understudy in ""Dreamgirls"", she's sung & danced on ""The Cosby Show""",Phylicia Rashad
"He deserted his beloved water nymph, Oenone, to run off with Helen of Troy",Paris
"A man's personal servant, or a stand that holds his jacket",a valet
"A 10-letter word for a crotchety old miser, not a crotchety old dog",curmudgeon
"Invented in 1735, this clock, whose name means ""time measurer"", is used in sea navigation",chronometer
He's famous for having gone on long fasts during the Vietnam War & the 1980 Iran hostage crisis,Dick Gregory
Zeus carried Europa all the way to Crete when he was disguised as one of these,a bull
"In old manor houses, it's the room off the kitchen where the dishwashing was done",the scullery
"If you were a mummy, some of your internal organs would be in these jars",canopie jars
Paul Scofield starred in the original production of this play & won an Oscar for the film version,A Man for All Seasons
"In 1977 PBS's ""Black Journal"" was renamed for him, its executive producer & host",Tony Brown
"After Apollo gave her the gift of prophecy, she spurned him",Cassandra
This company is the largest single maker of finished Venetian blinds in the U.S.,Levelor
"A juvenile edition of this 1961 best seller was called ""The Great Adventure of Michelangelo""",The Agony & The Ecstasy
This archangel was the messenger between God & Muhammad,Gabriel
"Graham, Joel, Wilder",Billy
The U.S. breaks off diplomatic relations with this Caribbean country,Cuba
"Like major league sports premiums, Gorton's in 2002 offered its fisherman mascot as one of this type of doll",bobblehead doll
"A ""pure"" hit: ""Touched for the very first time""",Like A Virgin
"An old term meaning to smear with blood, now it usually means to coat with gold",gild
The Unification Church was founded in this country in 1954,(South) Korea
"Stafford, Kwan, Pfeiffer",Michelle
"She releases the hit songs ""Crazy"" & ""I Fall to Pieces""",Patsy Cline
In October 2003 pop superstar Jessica Simpson was invited to a staff meeting of this food giant in San Diego,Chicken of the Sea
"A ""commercial"" hit: ""Cause the boy with the cold hard cash is always Mr. Right""",Material Girl
"Hoodwink once meant to do this to a person, like before he or she played pin the tail on the donkey",blindfold
"(Sarah of the Clue Crew reports from the front of the Temple de la Sagrada Familia in Barcelona, Spain)  The facade named this, the word for Jesus' suffering & death, has sober design elements like columns that look like bones",the Passion Facade
"King, Breyer, Hawking",Stephen
"In early 1961 the number of U.S. military advisors in this Asian country reaches around 2,000",(South) Vietnam
"Charlie says that its ""Flavor Fish Pouch"" will keep its tuna fresh for 18 months if stored properly",StarKist
"Her first Top 40 hit: ""We're gonna have a celebration all across the world""",Holiday
"What was once chiropody, the health field dealing with the feet, is now more commonly called this",podiatry
The Tenrikyo sect associated with this religion puts Japan at the center of the universe,Shintoism
"Bracco, Hansberry, Adams",Lorraine
"This poet recites ""The Gift Outright"" at JFK's inauguration",Robert Frost
Bumble Bee sells 14.75-ounce cans of this pink fish from Alaska,salmon
"An obvious title: ""Hey Mister D.J., put a record on, I wanna dance with my baby""",Music
Sennight is an old term for this period of time,a week
"1 of the 5 symbols worn by members of this Punjab-centered religion is the kirpan, a sword",Sikhism
"Bates, Baker, Najimy",Kathy
"On May 5, 1961 he is launched from Cape Canaveral",Alan Shepard
"Known for her fish sticks, in 2001 her name went on new shrimp bowls",Mrs. Paul's
"A song with controversial subject matter: ""But I made up my mind, I'm keeping my baby""",Papa Don't Preach
Fred of Limp Bizkit might know it's an outdated past tense of dare,durst
"LOX, the one used in rockets, not in bagels, is liquid this",oxygen
You can almost hear the rushing waters with the motion lamp depicting this North American sight,Niagara Falls
"Attributed to Disraeli, among others, is ""There are three kinds of lies: lies, damned lies and"" these",statistics
"Its source is in southern Burundi; from there it flows a long, long way north",the Nile
It's a 4-channel sound system; double stereo,quadraphonic
"The doll seen here was inspired by the classic ""Job Switching"" episode of this TV series",I Love Lucy
"Magnesium & this element can help prevent muscle cramps, so eat plenty of bananas",potassium
"I snagged a ""Speed Racer"" & a ""Kung Fu"" one of these -- sorry, no thermos",lunchbox
"In ""Bartlett's"", Daniel Webster's ""I still live"" is listed as these",his last words
Steubenville was laid out on this river in 1797,the Ohio
It's a significant change for a physicist or for Scott Bakula,a quantum leap
Gemmy Industries' Abbott & Costello figures actually perform this routine,"""Who's on First?"""
In 1991 Zachary Taylor's body was exhumed to determine if he'd been poisoned by this element,arsenic
The style of Jim Beam bottle seen here inspired the one on this TV show,I Dream of Jeannie
"In a Kipling ballad ""East is east, and west is west, and never"" these 4 words",the twain shall meet
The Czechs call this 720-mile-long river the Labe,the Elbe
You can still buy this character's cereal online,Quisp
The Black Knight plush figure from this British comedy film has detachable limbs,Monty Python and the Holy Grail
"This smelly element, atomic number 16, can be spelled with an ""F"" or a ""PH""",sulfur/sulphur
I found Brad Pitt's leather jacket from this 1999 film; I beat myself up when I found out it was a replica,Fight Club
"Samuel Johnson called remarriage after an unhappy first marriage ""The triumph of hope over"" this",experience
This Russian river rises at the south end of the mountain range of the same name,the Ural
"He's the villainous moneylender in ""The Old Curiosity Shop""",Daniel Quilp
This yarn-haired lass created by Johnny Gruelle back in 1915 is still around,Raggedy Ann
The silver fillings used by dentists are about 50% this toxic metallic element,mercury
"The chip seen here is from this resort lodge on Lake Tahoe, near the California-Nevada border",the Cal Neva Lodge
"This treatise by Jean-Jacques Rousseau says, ""Man was born free, and he is everywhere in chains""",The Social Contract
"(Cheryl of the Clue Crew reports from New Haven, Connecticut)  This river that Eli Whitney used to power his machinery got its name from powering machines",the Mill River
The Populus tremuloides is this 2-word tree,Quaking aspen
Action figures of famous Dorfmans include the one from this film,Animal House
"As a teenager in 1653, he played the sun in a court performance of the ""Ballet de la Nuit""",Louis XIV
"A national memorial in this city commemorates the site of the April 19, 1995 bombing that killed 168",Oklahoma City
This weatherman turned vowel seller got to sit in,Pat Sajak
"The only ""s"" in the name of this ""Flying Nun"" is in her first name; her last name is very, very singular",Sally Field
"This large, hairy type of spider takes its name from an Italian town",a tarantula
"Do it ""before you leap""",look
By 1912 this merchant's company owned more than 500 stores bearing his name across the U.S.,(Frank Winfield) Woolworth
"The Philadelphia home where he wrote ""The Tell-tale Heart"" is now a national historic site",Edgar Allan Poe
"Regis has said, ""Gelman is grooming"" this ""Survivor"" guy ""for the day I say adios amigos""",Jeff Probst
"The ""'s"" comes after the 3rd word, not the 2nd, in the title of this Shakespeare play featuring Hermia",A Midsummer Night's Dream
At least 2 types of poison are known to be injected by its tail stinger: hemotoxin & neurotoxin,a scorpion
"""Home is where"" this ""is""",the heart
"In ""The Prelude"", this poet wrote that at age 10 he ""held unconscious intercourse with beauty old as creation""",(William) Wordsworth
"Fort Necessity, the site of the first battle of this war on July 3, 1754, was designated a nat'l battlefield in 1961",the French & Indian War
"We're offering $600 if you know this ex-TV doc has subbed for Reg--""Deal or No Deal""?",Howie Mandel
"It may have 22 chapters, but this last book of the Bible doesn't have an ""s"" at the end of its name, so don't add one",Revelation
Texas cattle fever is one of many diseases transmitted by the bite of this type of bloodsucking arachnid,a tick
"One of these ""sweeps clean""",a new broom
She's the--sigh--goddess of love seen here,Rita Hayworth
Christiansted National Historic Site on this largest of the U.S. Virgin Islands commemorates its Danish heritage,St. Croix
This CNN newsman did a 360 (or is it more a 180?) when he guest-hosted the show,Anderson Cooper
"The title of an 1891 Wilde novel is ""The Picture of"" his, not ""The Portrait of"" him",Dorian Gray
Arachnids are a major class of this phylum that includes insects & crustaceans,arthropods
"""Spare the rod"" & you'll do this",spoil the child
The Buffalo Soldiers Monument is on the grounds of this Kansas fort that's near a penitentiary,Fort Leavenworth
"Lying in both Tennessee & North Carolina, it has more annual visitors than any other national park",Great Smoky Mountains National Park
"The 1993 NASCAR Rookie of the Year, this driver of the 24 car has zoomed into Regis' chair a few times",Jeff Gordon
"Please, please, please put the ""y"" before the ""n"" when we ask for this site of your vocal cords",the larynx
"The smallest arachnid at .0003 inches in length, its name is synonymous with a tiny amount",a mite
"""Virtue is its own"" this",reward
TV inventor Philo,Farnsworth
"As a part of its 19th Century territorial expansions, this nation colonized the Nigerian port of Lagos in 1861",the U.K.
"(Sarah of the Clue Crew delivers the clue from Skywalker Ranch in Marin County, CA.)  This early Millennium Falcon model was nixed because it looked like a Space 1999 craft; in the end, it became the first ship seen in ""Star Wars"" carrying this female character",Princess Leia
(Either of 2 presidents): Secretary of State Dean Rusk [in the Cabinet],Kennedy (or LBJ)
The notation on a letter or e-mail to note other recipients has this numerical equivalent,200
"This ""dogged"" Sherlock Holmes novel was published in 1902",The Hound of the Baskervilles
"A group of 3, musically",a trio
"Known for his satire, Wole Soyinka became the first Black African winner of this prize for literature in 1986",the Nobel Prize
"(Sarah of the Clue Crew delivers the clue from Skywalker Ranch in Marin County, CA.) Luke's X-Wing from Star Wars gets its name from the arrangement of its double-layered wings, & in the back is an astromech socket for this character",R2-D2
"Secretary of Labor George Shultz, Attorney General John Mitchell",Richard Nixon
"In Roman numerals the Minnesota company with brands like Post-it, Scotch & Filtrete gets this big value",3000
This oft-quoted 4 word phrase mentioning Holmes' pal never actually appeared in Conan Doyle's writings,"Elementary, my dear Watson!"
A violent public crowd disorder,riot
"Following ethnic clashes in 1966, the Eastern part of Nigeria declared itself the Republic of this in 1967",Biafra
"(Sarah of the Clue Crew delivers the clue from Skywalker Ranch in Marin County, CA.)  ""Star Wars"" costumes include the wedding dress made from an Italian bedspread worn by this actress in ""Episode II""",Natalie Portman
"Secretary of Education William Bennett, Secretary of State George Shultz",Reagan
"The last name of Tom, the cowboy seen here, has this value",1009
It's the great detective's London address,221B Baker St.
Hector's home in mythology,Troy
"About a third of Nigeria's states, in this heavily Muslim North, follow this Islamic law system",sharia
"(Sarah of the Clue Crew delivers the clue from Skywalker Ranch in Marin County, CA.)  Jabba the Hutt has gone through many stages in the creation process.  In one, he wore a fez, as he was modeled after this actor from Casablanca",Sydney Greenstreet
"The Norwegian angel Ms. Ullmann, numerically",54
"The ""Napoleon of Crime"", he interrupts a coded communication to Holmes in ""The Valley of Fear""",Moriarty
"It means to raise something mechanically, like a flag",hoist
"Nigeria's first planned city, it was built in the 1980s & officially dedicated as the nation's new capital in 1991",Abuja
