Question,Answer
This adjective refers to a keyboard that's like a traditional typewriter with 6 particular letters at the upper left,QWERTY
[Sarah of the Clue Crew reports from the Museum of Flight in Seattle],-----------------------------------
I Am a ____ Lobster,Rock
Isra Wa Al-Miraj commemorates Muhammad's night journey from this city to Jerusalem & his ascent into heaven,Mecca
"Though still living with her husband, a government official, she has an affair with the dashing Count Vronsky",Anna Karenina
The kids will feel right at home in one of the Golden Arch Hotels opened by this company in 2000,McDonald's
"One way of spelling this Libyan leader's last name has a ""Q"" with no ""U""",Muammar Qadaffi
"When in service in Vietnam, many F-4 Phantoms were equipped with these missiles named for a desert snake",Sidewinders
Heartbreak ____ California,Hotel
[Sofia of the Clue Crew reports lighting a menorah],Hanukkah/Festival of Lights
Squire Allworthy turns out to be this lusty young hero's uncle in a 1749 comic novel by Henry Fielding,Tom Jones
Your little tykes will want some apples after visiting the Burglen museum devoted to him,William Tell
Many companies that qualify for the NYSE choose to sell their stock on this electronic service instead,NASDAQ
[Jimmy of the Clue Crew reports from the Museum of Flight in Seattle],------------------------------------
She's a ____ Marmalade,Lady
"Nirvana Day, February 15, commemorates the death of this leader",Buddha
"This lusty lady, the heroine of a 1722 Defoe novel, was married 5 times (including once to her own brother)",Moll Flanders
"If the kids misbehave, show them the Ogre Fountain in this capital; it depicts an ogre devouring children",Bern
"This country's ancient ruins of Ur & its ziggurat date back about 4,500 years",Iraq
The MIG-21 was the first Soviet plane to reach this speed equal to 1480 MPH,Mach 2
I'm Like a ____ Dog,Bird
"All Saints' Day, November 1, is followed by All this Day on November 2",All Souls' Day
A brand of shortbread cookies shares its name with this title heroine of an R.D. Blackmore historical novel,Lorna Doone
"In February, schoolchildren in the village of Scoul build the Hom Strom, or ""Man of"" this, & set him aflame",straw
This emirate has been run by the Al-Thani family since the mid-1800s,Qatar
"While Louis VII of France was off on one of these, Suger the Abbot of St. Denis ran the country in his stead",Crusades
Method actors know Konstantin Stanislavsky opened his influential theater in this capital city in 1898,Moscow
"Joseph Juneau helped found Juneau, Alaska & Solomon Juneau founded this Wisconsin city known for beer",Milwaukee
"In the 1997-98 school year 365,000 students were subjected to this corporal punishment still legal in 23 states",paddling/spanking
"She fed her many children ""broth without any bread""",The Old Woman Who Lived in a Shoe
"A religious grouping, or the monetary value of a bill",denomination
"This group was expelled from England in 1290, Spain in 1492, Portugal in 1497 & France in 1182, 1306 & 1394",the Jews
[Video clue with picture of Helen Hayes],-------------------------------------
"Lubbock in this state was named for Thomas S. Lubbock, a Civil War Ranger",Texas
More first ladies' first names have begun with this vowel than any other letter,E (10)
"After his fall, up he got ""and off did trot as fast as he could caper""","Jack (of ""Jack and Jill"")"
"(Dr. Joyce Brothers gives the clue)  This 12-letter word, also called shacking up, isn't the same as marriage -- marriage can lead to more intimacy",cohabitation
"A leather made in Britain was called cordwain & by extension, cordwainers came to be people who made these",shoes
This famous New York dance company is abbreviated the ABT,American Ballet Theatre
"Brooklyn, NYC's most populous borough, was named for Breuekelen, a village in this country",The Netherlands/Holland
This swift type of ship came from the way it used to cut through the miles,clipper ship
"He ""brought back the tarts and vowed he'd steal no more""",The Knave of Hearts
Someone whose task is to reeducate a former cult member,deprogrammer
Among the families claiming the throne of Scotland in the 1290s was this one led by Robert I,the Bruce
"(Hi, I'm Nathan Lane)  I won the 1996 Tony, Drama Desk & Outer Critics Circle Awards for my role as Pseudolus in this Broadway musical classic",A Funny Thing Happened on the Way to the Forum
"Neil Simon might know Jefferson Davis made his home in this Mississippi town known for its ""blues"", not grays",Biloxi
"In 1941 over 500,000 Soviet troops were captured along with this capital of the Ukraine",Kiev
"It's your condition if you have great admiration for Paris, Flaubert, Beaujolais, etc.",Francophilia
"After a hard day of conquering, Mehmed II, leader of this empire, probably liked to put his feet up & relax",Ottoman Empire
"This ""searching"" play from 1921 introduced Pirandello's concept of ""theater within the theater""",Six Characters in Search of an Author
"Thomaston in this ""Constitution State"" was named for clockmaker Seth Thomas",Connecticut
2 of the men used as models for this 1913 U.S. coin were named John Big Tail & Crow Tails,Indian Head (Buffalo) Nickel
"From the Latin for ""to correct"", it's an adjective for someone who can't be corrected or reformed",incorrigible
"From the Greek for ""womb"", this disorder was once thought to be peculiar to women",hysteria
"In 1896, 20 years after the original work, he wrote ""Tom Sawyer, Detective""",Mark Twain
Mile High Stadium,Denver Broncos
"Sadat sat down to begin talks with Begin & Carter at this U.S. site September 6, 1978",Camp David
Someone frenzied but ineffective is running around like a chicken in this condition,With its head cut off
You might have this disease also called hydrophobia if you've been bitten by an infected dog,Rabies
"On ""CHiPS"", he played Ponch",Erik Estrada
"In the introduction to ""The Scarlet Letter"", he wrote of his experiences as a customs official",Nathaniel Hawthorne
The Superdome,New Orleans Saints
He regained the heavyweight title from the man he had lost it to in February -- Leon Spinks,Muhammad Ali
Forrest Gump's similes include that he & Jenny were like peas & carrots & that life is like this,A box of chocolates
You've got this sailor's disease if you're not getting enough vitamin C,Scurvy
Double-play partner to Tinker & Chance,Johnny Evers
"In 1932 his wife Zelda published the novel ""Save Me the Waltz"", her version of their life together",F. Scott Fitzgerald
Arrowhead Stadium,Kansas City Chiefs
"In an Aug. 30, 1978 press conference he said the Chevy Vega's gas tanks were just as dangerous as the Ford Pinto's",Ralph Nader
"In sports, the boys often say a tie is like kissing this person",Your sister
You've got this disease if you've been eating undercooked pork full of parasites,Trichinosis
Around 1000 A.D. he named the North American coast Vinland,Leif Ericson
"In the 1930s this ""Main Street"" author served as book editor for Newsweek",Sinclair Lewis
Hubert H. Humphrey Metrodome,Minnesota Vikings
"For 1978 tennis' U.S. Open moved from Forest Hills to a new home at this ""meadow""",Flushing Meadow
"Princess Diana famously confessed she was this ""as a plank""",Thick
You've got this disease if you're prone to sudden sleeping attacks during the day,Narcolepsy
"Go ahead, make my day & tell me the name of this actor who played ""Pardner"" in ""Paint Your Wagon""",Clint Eastwood
"Shortly after the release of ""Sister Carrie"", his publisher withdrew it due to the book's ""amorality""",Theodore Dreiser
Sun Devil Stadium,Arizona Cardinals
Olafur Johannesson became this island's P.M. & promptly devalued its currency,Iceland
"A bad or tasteless joke is ""funny as"" this medical accessory, or even a ""rubber"" one",Crutch
"If you've got this alcohol-induced condition from the Greek for ""orange colored"", you've got a liver disease",Cirrhosis
McGovern's first running mate,Thomas Eagleton
"Gettysburg's oldest house, at 89 Steinwehr Ave., was built in this year, four score and seven before the battle",1776
A WWII meeting between Werner Heisenberg & Niels Bohr is the subject of the play named for this Danish city,"""Copenhagen"""
"This constellation is also known as ""The Winged Horse""",Pegasus
"We know killers' middle names, like this one of Mark Chapman, partly because police reports include them",David
Term for a formal agreement; it's also a Honda,Accord
A written request for your presence at a function,Invitation
"He planned his early moves, Jubal Early moves, from his headquarters at 401 Buford Ave.",Robert E. Lee
It's the 1-word title of the Tony-winning musical named for Tony-winning choreographer Bob,"""Fosse"""
Nebulae in this constellation include the Great Nebula in its sword & the Horsehead Nebula in its belt,Orion
"The actor seen here, his middle name is Theodore",Craig T. Nelson
"What a difference this French term for ""A relaxing of tension"" makes",Detente
Ancient Peruvian empire,Incan Empire
The farm designated this president's national historic site is at 97 Taneytown Road,Dwight D. Eisenhower
"In April 2000 Sir Derek Jacobi returned to Broadway in a new production of this playwright's ""Uncle Vanya""",Anton Chekhov
These 2 elements make up about 97% of a star's mass,Helium & hydrogen
"Saintly middle name of ""Exorcist"" author William Blatty",Peter
"Sir, Yes Sir!  It's the top rank of consul",General
"Woosnam, Paisley & Fleming all share this first name, mate",Ian
"At 241 Steinwehr Ave., you'll find the museum of fine firearms named for this revolver inventor",Samuel Colt
"Best-known in America as TV's Hercule Poirot, David Suchet played this role in a recent revival of ""Amadeus""",Antonio Salieri
"Around 150 A.D. this Egyptian astronomer cataloged over 1,000 stars in his work ""Almagest""",Ptolemy
"Middle name of Jim Tucker, who succeeded Bill Clinton as Arkansas governor",Jim Guy Tucker
Term for the etiquette of diplomacy; Goldie Hawn learned about it in a 1984 film,Protocol
Biblical-sounding first name of the sports legend seen here,Isiah Thomas
The Lutheran Theological one of these is at No. 61 on the battle-famous ridge of the same name,Seminary
"The Winter Garden is a Broadway theatre & ""The Autumn Garden"" is a 1951 play by this American woman",Lillian Hellman
In 1718 this British astronomer proved that stars have proper motion,Edmond Halley
"[Hi, I'm Jack Ford]  You might say Law is my middle name -- that was also true for this fellow Yalie who planned Central Park",Frederick Law Olmsted
"From the Latin for ""messenger"", diplomats representing the Pope are called Papal these",Nuncios
It's the peninsula where you'll find Madrid & Lisbon,Iberian Peninsula
"Founded in 1887 to gain a ""Monopoly"" on fund-raising, it evolved into The United Way",Community Chest
This organ breaks down ingested nutrients into small particles & mixes them with gastric juices to make chyme,the stomach
He hit .365 with 34 HRs & 94 RBIs in 1957 but the Yanks wanted to cut his pay; he didn't win the Triple Crown like he had in '56,Mickey Mantle
"Since kids get lots of them then, it makes sense that this month is Safe Toys & Gifts Month",December
In 1914 this nation occupied the city of Basra in Iraq; in 2003 it was back there again,Great Britain
It cruises along: VIRAL CAN,Carnival
An early type of this device was made by floating a magnetized piece of iron on cork in a bowl of water,a compass
Hepatic jaundice occurs when this organ can't process bilirubin properly,the liver
"Actually not so fine; it's the 2-word name for a drink to which a drug has been added, leaving the drinker helpless",a Mickey Finn
"As you might expect, it's I Am So Thankful Month",November
Playwright Vaclav Havel became president of this nation in 1993,The Czech Republic
It's PC & high tech: WHACKED-PLATTER,Hewlett-Packard
It's a 4-letter word for back talk,sass
"The diencephalon, part of this organ, includes the thalamus",the brain
"In 1963 this author became a figment of his own imagination when he played Mike Hammer in ""The Girl Hunters""",Mickey Spillane
"Warning about skin cancer, this month is Cancer in the Sun Month; it's also when some cancers are born",June
Seen here is a young boy in 1930 wearing the national costume of this European nation of 10.7 million,Greece
Think oil: OX NIMBLE OX,ExxonMobil
"In mythology Flora is this, like Frigga",a goddess
The epicardium is its outer layer,the heart
The first of this diminutive actor's 8 wives was Ava Gardner; they lasted about a year & a half,Mickey Rooney
"It's International Daffynitions Month & National Pecan Month, no foolin'",April
"In the local tongue, this Mediterranean nation is known as Al Jumhuriyah al Lubnaniyah",Lebanon
A drugmaker: ZIP REF,Pfizer
The sphynx cat is best known for this oddity,hairlessness (or hairless)
Each of these organs has a visceral pleura & a parietal pleura,the lungs
You knew we'd ask for the name of this singer/ actress/ choreographer who told Mickey how fine he was,Toni Basil
"National UNICEF Day is observed during this month, National UNICEF Month",October
"Former President Ernesto Zedillo of this nation was a member of its PRI, Partido Revolucionario Institucional",Mexico
You can bank on it: FLOWER GALS,Wells Fargo
This pungent semi-aquatic herb of the mustard family is often combined with cucumber in a tea sandwich,watercress
The wood for the organ in this Salt Lake City edifice came from Utah's Parowan Mountains,the Mormon Tabernacle
"One of the last lines of this Vietnam war-set film is ""The horror... the horror""",Apocalypse Now
"Dashiell Hammett referred to this private eye as the ""Blond Satan""",Sam Spade
"OTB, in reference to (but not at) Churchill Downs",off-track betting
His longhorn cow Ofelia never made it to the White House; she remained behind in Crawford,George W. Bush
"An elevated platform used by harpooners on a whaling ship, or a lectern from which a sermon is delivered",pulpit
One of the world's largest church organs is in Cadet Chapel at this institution in New York State,West Point (the U.S. Military Academy)
"(Sarah of the Clue Crew reports from the Normandy American Cemetery in France.)  Of the band of brothers here at the Normandy American Cemetery, 33 are side-by-side with their actual brothers, including Preston & Robert Niland, who inspired this Tom Hanks film",Saving Private Ryan
"Hogwarts was started by Rowena Ravenclaw, Salazar Slytherin, Helga Hufflepuff & Godric this",Gryffindor
"IRA, in Belfast, not finance",Irish Republican Army
In 1990 this springer spaniel had a book on the bestseller list,Millie
"From the Latin for ""dust"", it means to grind into dust",pulverize
An album of Bach played on the 4 organs of Freiburg was released in 1974 in this type of multi-channel sound,quadraphonic
A riverboat captain (Bogart) & a missionary (Hepburn) use this title vessel to attack an enemy ship during WWI,the African Queen
"As a teacher, this title Dickens character witnesses mistreatment of orphans by Wackford Squeers",Nicholas Nickleby
"NAFTA, in 1992 headlines",the North American Free Trade Agreement
"After the Clintons left the White House, they left this feline in the care of Betty Currie; he passed away in 2009",Socks
In 1967 Jocelyn Burnell discovered this type of star that blinks on & off at a constant frequency,a pulsar
"An organ built at Wanamaker's department store in Philadelphia has nearly 30,000 of these",pipes
Mel Gibson plays a veteran of the French & Indian War who wants no part in the war with Britain in this 2000 film,The Patriot
"During his 111th birthday party he slipped away, leaving a ring & his estate to his adopted heir",Bilbo Baggins
"OTC, on Wall Street",over-the-counter
"Partly because of Malia's allergies, the Obamas chose this breed of dog to be their first pet",a Portuguese water dog
"Usually, it's a domestic hen less than one year old",a pullet
Virgil Fox was the longtime virtuoso on the organ at this NYC church on the West Side drive of the same name,Riverside Church
"Mark Wahlberg, George Clooney & Ice Cube starred in this film that takes place at the end of the 1991 Gulf War",Three Kings
"Agreeing with her sister Jo's despair over a lack of Christmas gifts, she says, ""It's so dreadful to be poor""",Meg March
"PSP, in gaming devices",PlayStation Portable
Here's this president's wife Grace with their pet raccoon Rebecca,Calvin Coolidge
Great physical beauty & appeal,pulchritude
"In 2009 it celebrated its 40th anniversary with a farewell tour of the British Isles, where it was built; today, it's in Dubai",the Queen Elizabeth II
"In ""The Time Ships"", Stephen Baxter's sequel to this H.G. Wells novel, the hero travels to 802,701 A.D. to rescue Weena",The Time Machine
"In this '68 musical, a boy says to Fagin, ""These sausages are moldy!"" the reply? ""Shut up and drink your gin""",Oliver!
"Kobe, LeBron, Yao",Yao (Ming)
Tom & John are well-known types of this cool drink in the punch family; there's also a glass of the same name,a Collins
"To our knowledge, this company's ""Pitcher Man"" has never offered to help rebuild a wall he destroyed",Kool-Aid
"In this type of glasses, the lens has 3 sections allowing for near, medium & distant vision",a trifocal
"Published in 1904, ""Master of the World"" was this French author's last novel published in his lifetime",Jules Verne
"James Bond sings! well, Pierce Brosnan did, anyway, in this 2008 ABBA-tastic film",Mamma Mia!
"Coast redwood, Douglas fir, giant sequoia",coast redwood
A Salty Dog is made with gin or vodka & this tart juice (the salt frosts the rim of the glass),grapefruit
"The Energizer bunny likely keeps his neighbors up all night playing this, his trademark instrument",drum
High cholesterol is often associated with high levels of this fat in the blood,triglycerides
"This 1969 novella by Harlan Ellison tells the story of Blood, a telepathic canine who teaches his master to read",A Boy and His Dog
Wind! Sweeping down the plain! What more could Gordon MacRae & company ask for in this 1955 musical?,Oklahoma!
"Jimmy Carter, Bill Clinton, George W. Bush",Clinton
A Gibson is traditionally garnished with the pearl type of this,an onion
"How come Mayor McCheese didn't form a task force to catch this thief who'd swipe food with a ""robble robble""?",the Hamburglar
The god Neptune is frequently depicted in art wielding one of these,a trident
"After almost 300 books, he finally reached the N.Y. Times bestseller list in 1982 with ""Foundation's Edge""",(Isaac) Asimov
"In 1969 it was Bonjour, Babs! when Streisand & Matthau hit the screen in this film","Hello, Dolly!"
"Ararat, Kilimanjaro, Matterhorn",Kilimanjaro
"In its basic form, this cocktail is just rum, lime juice & sugar shaken over ice",a daiquiri
The little Coppertone girl has a right to be upset when this animal causes her wardrobe malfunction,the puppy
It's the 3-legged support often used by a photographer,a tripod
"This Ray Bradbury collection of linked short stories includes ""The Earth Men"" & ""The Moon Be Still As Bright""",The Martian Chronicles
Kidman! McGregor! Leguizamo! in this 2001 movie musical!,Moulin Rouge!
"San Francisco's Coit Tower, Chicago's UBS Tower, Wyoming's Devils Tower",Devils Tower
"The name of this drink made with bourbon & mint comes from the Persian for ""rose-water""",a mint julep
"In the '80s Domino's warned us to ""avoid"" this red claymation fellow who had a jones for ruining pizza",the Noid
It was the first of the 3 periods that make up the Mesozoic Era,the Triassic
"As seen on the Internet, dropping Mentos into diet soda releases this gas out of suspension, creating a geyser",carbon dioxide
"""Everybody Hates Chris"" (The creator)",Chris Rock
"(Kelly of the Clue Crew reads from outside a building shaped like a picnic basket.)  It's the last name of Dave, the company founder who had the idea for this building; people thought he was joking, but as you can see...",Longaberger
"His works include ""Victor Hugo"", ""Gates of Hell"" & ""The Thinker""",(Auguste) Rodin
His forces took the capital of the Sung dynasty in 1276 & within 3 years he controlled all of China,Kublai Khan
"This 2-letter exclamation can mean ""look!"" & is often paired with ""and behold""",lo
New studies say it's around 13.7 billion years old (give or take a few million years),the universe
"""My Name Is Earl"" (The star)",Jason Lee
These pieces used to weave a basket share their name with a device that keeps broken bones in place,splints
"Known for his pop paintings, he also made sculptures of Brillo , Mott's, Del Monte & Kellogg's boxes",(Andy) Warhol
"In 1651 he reportedly told the French parliament, ""L'etat c'est moi"", or ""I am the state""",Louis XIV
"When it's in the wrist, this type of enlargement is called a ganglion",a cyst
"The toy seen here is demonstrating the conservation of momentum & of this, formulated by Helmholtz in 1847",energy
"""Scrubs"" (He plays J.D.)",Zach Braff
"(Kelly of the Clue Crew reports.)  This hardwood is noted for its pliable & durable strips--two reasons it's used for basketball courts, bowling alleys & all baskets here at Longaberger",maple
"The play ""Sueño"" was inspired by this Spanish artist's 19th c. etchings of religious & political abuse",(Francisco) Goya
"We not only ""presume"", we know that this explorer became the first European to cross the interior of Africa",Livingstone
"This 2-letter word can precede ""blood"" &, ""incident""ally, ""bow""",ox
"This dense element's name is from the Swedish for ""heavy stone""; most of Europe calls it wolfram",tungsten
"""Arrested Development"" (The producer)",Ron Howard
Pomo Indian basketmakers have 2 traditional methods: twining & this spiraling method associated with rattlers,coiling
The Flemish artist Anthony van Dyck was court painter to this doomed English king & was knighted by him,Charles I
This Ugandan dictator served as chairman of the Organization of African Unity in 1975,Idi Amin
"This axlike tool is a 3- or a 4-letter word, depending on whether you spell it with that final ""E""",adz(e)
This name applies to any of the proteins produced by B cells as a primary immune defense,antibodies
"""Dexter"" (The star)",Michael C. Hall
"(Jon of the Clue Crew reads.)  The strips used by the basket weavers here at Longaberger are cut from thin sheets of wood called this, also something used as an outer layer",veneers
The first exhibit at the Houston museum included this architect who founded the Bauhaus school,(Walter) Gropius
"After becoming Surveyor General of Works, he made or authorized designs for more than 50 London churches",(Christopher) Wren
"Former ""SNL"" co-star Julia Sweeney's memoir of family tragedy & cancer is called ""God Said,"" this",Ha
"""Neutrality"" & ""Voluntary Service"" are 2 of the 7 Fundamental Principles of this humanitarian org. founded in Europe",the Red Cross
"22 years after the April 28, 1789 mutiny, he was promoted to Rear Admiral",William Bligh
"On a daily paper, Rob works under one of these, the latest his story can be filed, every day",Deadline
Her long-running variety show featured supporting actors Tim Conway & Harvey Korman,Carol Burnett
"He married Minnehaha, the ""Loveliest of Dacotah Women""",Hiawatha
"Bob Dylan, Pablo Picasso & Albert Einstein ""Think Different"" according to ads for this computer company",Apple
They're the 2 common abbreviations indicating before noon & afternoon,A.M. & P.M.
"When told that 15 enemy ships had been captured at Trafalgar, he said, ""That is well, but I had bargained for 20""",Horatio Nelson
"An early job at Baskin-Robbins didn't help Rob prepare to get these, stories gotten ahead of his competitors",Scoops
"The first 3 Supporting Actor Emmys went to this man, Jackie Gleason's comic foil",Art Carney
"Milton work that begins, ""Of man's first disobedience, and the fruit of that forbidden tree...""","""Paradise Lost"""
Comic Carlos Alazraqui is the voice of the chihuahua that's the voice of this fast-food chain,Taco Bell
"Religiously speaking, Xnty. is an abbreviation for this",Christianity
"Although 79, this Spanish-American War hero was still considered on active duty at the time of his death in 1917",George Dewey
Rob claimed his rights under this amendment to publish the dirt on his congressman,First Amendment
"On ""The Waltons"", Will Geer played Zeb, whom all the kids called this",Grandpa
"An 8-line stanza, it's usually the first 8 lines in an Italian sonnet",Octave
"In a commercial for this company, 2 guys aimlessly drive around in a Golf while listening to the song ""Da Da Da""",Volkswagen
"To an accountant, P&L is this",Profit and loss
Until 1899 the only full U.S. admirals had been David Dixon Porter & this man; both served in the Civil War,David Farragut
"It can be the top story that a newscast starts off with, or Rob's first line in his print story on it",Lead
"(Hi, I'm Gordon Clapp of ""NYPD Blue"")  I won the 1998 Emmy for Best Supporting Actor in a Drama Series for playing this character",Greg Medavoy
"Secretary to the Lord Deputy of Ireland, he idealized his boss as a knight in ""The Faerie Queene""",Edmund Spenser
Commercials for this video chain featured that computer-generated dancing baby,Blockbuster
They're the 2 types of music abbreviated R&B and C&W,Rhythm & Blues and Country & Western
"Opposed to war with the U.S., he nevertheless planned the Japanese attack on Pearl Harbor",Isoroku Yamamoto
French term for Rob's story that uncovered corruption at City Hall,Expose
In 1986 John Malkovich played Biff Loman in a CBS production of this play,"""Death of a Salesman"""
"She described her nervous breakdown in her 1960 poetry collection ""To Bedlam and Part Way Back""",Anne Sexton
"Superman can't pay for Lois Lane's groceries, so this comedian offers his American Express card",Jerry Seinfeld
"Members of the military who show heroism during aerial combat may be awarded this, abbreviated DFC",Distinguished Flying Cross
"If this Tennessee state bird don't sing, Mama's gonna buy you a diamond ring",Mockingbird
In 1988 this inventor of the solid-body electric guitar was inducted into the Rock & Roll Hall of Fame,Les Paul
"She warned her council who were against her moves on Mary Queen of Scots, ""I will make you shorter by a head""",Elizabeth I
"This classic musical was based on a book of ""Tales"" by James Michener","""South Pacific"""
"This dictator died March 5, 1953",Joseph Stalin
Getting one of these hair curling treatments took up to 12 hours in 1905,Permanent
"This singer added ""Tennessee"" to his name after leaving his home state for California",Ernie Ford
Among this sculptor's most famous reclining figures is the one at Lincoln Center sculpted in the early 1960s,Henry Moore
"She said Gladstone ""speaks to me as if I was a public meeting""",Victoria
Keith Carradine rounded up a 1991 Tony nomination for his role in this extravaganza,"""Will Rogers Follies"""
"Celebrating the deliverance of Persian Jews, this joyous festival usually takes place in March",Purim
The medical term for this condition is alopecia,Baldness
"His ""A Visit From St. Nicholas"" was first published anonymously on December 23, 1823 in the Troy Sentinel",Clement Clarke Moore
"Royal heard here (""You all know the reasons having held me for renounce the throne..."")",Edward VIII
In 1992 Gregory Hines starred on Broadway in this musical about the life of Jelly Roll Morton,"""Jelly's Last Jam"""
The vernal equinox can occur on either of these 2 March days,20th or 21st
"He's the 20th century U.S. president whose ""do"" is seen here (""Well..."")",Ronald Reagan
"Almost all of the state's electrical power is generated by this agency, known for its dams",TVA (Tennessee Valley Authority)
"""Sentimental Journey"" was a hit for this man & his Band of Renown",Les Brown
"""Who will rid me of this turbulent priest?"" is attributed to this one-time friend of Thomas Becket",Henry II
"Charles Strouse wrote the music for ""Annie"" & this composer did the music for ""Annie Get Your Gun""",Irving Berlin
"You might remember that on March 6, 1836 this man's victorious troops captured the Alamo",Santa Anna
Tactile hairs of animals like the walrus are called these,Whiskers
This city is home to the American Museum of Atomic Energy,Oak Ridge
This light-heavyweight boxing champ had a record 130 knockouts during his 27-year career in the ring,Archie Moore
"In 1610 this Scot told Parliament ""Kings are...God's lieutenants upon Earth""",James I
"""Wheels of a Dream"" is one of the big numbers from this musical set in the early 20th century","""Ragtime"""
"The natives were friendly for awhile when this man's ships reached the Philippines March 16, 1521",Ferdinand Magellan
Natural hair color comes from this pigment deposited in the hair cells as they form,Melanin
"Next to humans, it's the land mammal with the longest lifespan",Elephant
This explorer served on both sides in the war before he went looking for Dr. Livingstone,Henry Stanley
"She recorded solo & with the Supremes on Motown, & now she owns part of the label",Diana Ross
Many people do this to their ears in order to wear jewelry;  some do it to lips & noses too,piercing
2 of the varieties of this African wildebeest are the brindled & white-tailed,the gnu
Cable sports network that will pay $400 million to air 175 baseball games between 1990-94,ESPN
"This czar wasn't just terrible, he was vain, too",Ivan (from VAIN)
General Meade's favorite one was named Baldy,horse (or mount)
"""Physical"" by this singer was No. 1 on the charts longer than any other song in the '80s",Olivia Newton-John
"The color of this gem ranges from black to white, depending on the mollusk & it's environment",a pearl
Nearly all penguins live in this hemisphere,the Southern Hemisphere
"During the 1989 Grammy Awards, Pepsi ran a commercial in this foreign language--w/o translation",Spanish
This cowboy movie title character turned ashen when I asked him to come back,Shane (from ASHEN)
84 Union generals are buried in this cemetery in Northern Virginia,Arlington National Cemetery
"He had a No. 1 hit with the following from the film ""White Nights"":  ""Say you, say me, say it for always...""",Lionel Richie
"It's a ring engraved with a seal, not with a baby swan",a signet
"Most animals known as anteaters are of the order edentata, meaning without these",teeth
"Her largest audience watched her ""Diet Show"" on which she discussed losing 67 pounds",Oprah Winfrey
Ryan has a big ball of it in his bedroom,yarn (from RYAN)
"Lincoln offered this Italian leader of the ""Redshirts"" a command in the Union Army, but he refused it",Giuseppe Garibaldi
"His new album is called ""Mr. Jordan"", but he's Mr. Lennon, John's son",Julian Lennon
"""Violent"" name for a short necklace that fits snugly around the throat",a choker
This fish swims upright & uses its prehensile tail to anchor itself to coral or algae,the seahorse
"In February 1989 this New Jersey senator was seen playing basketball on ""The Cosby Show""",Bill Bradley
Wander over to England if you want to see this prince,Andrew (from WANDER)
"The oldest of the Younger brothers, he & Frank James 1st rode together with Quantrill's Raiders",Cole Younger
"When this duo recorded ""Hey Schoolgirl"" in 1957, they used the names Tom & Jerry, not Paul & Art",Simon & Garfunkel
"An engraved gem with a design that projects from the surface, it can be carved from onyx, agate or sardonyx",a cameo
The males among these baboons have bright blue ridges on their cheeks & brilliant red noses,mandrills
This 1989 CBS western was the highest rated miniseries in 5 years,Lonesome Dove
It's the only kitchen appliance Rosetta knows how to use,toaster (from ROSETTA)
"At his death, Chiron, the wisest & most just centaur, became this constellation & Zodiac sign",Sagittarius
"Alabama is the ""Yellowhammer State"", a yellowhammer being one of these",Bird
"Abbreviated lea., it's a distance equal to about 3 statute miles",League
It's the title of Charles Higham's bio of the wife of Edward VIII & was her title as well,"""The Duchess of Windsor"""
"In 1493 Columbus named this Virgin Island ""Santa Cruz"", since then its name has been Frenchified",St. Croix
"Prefix that can appear with ""graph"", ""legal"" & ""normal""",Para-
Callisto was an Arcadian nymph who was changed into a bear; later she & her son became these 2 constellations,Ursa Major & Ursa Minor
"Some call it the ""Prairie State"", some the ""Land of Lincoln""",Illinois
"Spelled with a ""u"", it's a measure equal to 252 gallons; with an ""o"", 2,000 pounds",Ton/Tun
"In 1981 James G. Nourse hit the best seller list with ""The Simple Solution To"" this puzzle",Rubik's Cube
"Your money's no good at this resort chain's bars, but your string of beads will pay for a round of drinks",Club Med
"Entry with 3 definitions:  a German statesman, a city in North Dakota & a jelly doughnut",Bismarck
In the Trojan War Ajax grew frenzied & killed himself when this man's armor was given to Ulysses,Achilles
This state's nickname consists of a verb & a pronoun,"Missouri (""The Show-Me State"")"
Names of various champagne bottles larger than a magnum are taken from this book,The Bible
Melvyn Bragg used this Welsh actor's diaries in reconstructing the story of his life,Richard Burton
"Hope & Crosby traveled the ""road"" to this South American resort city by stowing away on an ocean liner",Rio de Janeiro
"Hera cursed this nymph by saying ""You shall have the last word but no power to speak the first""",Echo
"Take the nickname of West Virginia, add green to it & you have this nickname of Vermont","The ""Green Mountain State"""
"In the metric system, an ""M"" stands for the prefix ""Mega-"" & an ""m"" stands for this prefix","""milli-"""
"Published in the year of its bicentennial, ""Citizens"" is Simon Schama's story of this revolution",The French Revolution
"In 1945 Roosevelt, Churchill & Stalin met at this site, now a favorite resort of Soviet citizens",Yalta
Helen of Troy was the sister of these twins,Castor & Pollux
Leapin' wizards!  It's New Mexico's nickname,"""Land of Enchantment"""
Weight system used in pharmacy in which 1 pound equals 12 ounces,Apothecary Weight
"He's hit the best seller lists writing novels about horse racing like ""The Edge"" & ""Hot Money""",Dick Francis
"This seaside resort on the English Channel became the ""in"" place in the 18th c., thanks to George IV",Brighton
"He appears in 3 of Shakespeare's plays & his death is reported in ""King Henry V""",Sir John Falstaff
"Poet A.E. Housman probably hadn't been to Washington when he called this the ""loveliest of trees""",Cherry tree
"In 1979 this mother of Wynonna & her 1957 Chevy appeared as extras in ""More American Graffiti""",Naomi Judd
This nation colonized part of Somalia in the 19th century & invaded Ethiopia in the 20th,Italy
"This ""good"" soup became ""M'm!  M'm!  Better!""",Campbell's soup
He's the 19th century inventor seen here,Alexander Graham Bell
Avian term for a conservative,Right-winger
